dataset_key,city,n,model,scale_estimator,days_evaluated,days_rse_gt_10pct,fraction_days_rse_gt_10pct
lucknow_lcs,Lucknow,58,lognormal,robust_mad,365,0,0.0
lucknow_lcs,Lucknow,59,normal,standard,365,5,0.0136986301369863
lucknow_lcs,Lucknow,59,normal,robust_mad,365,0,0.0
lucknow_lcs,Lucknow,59,lognormal,standard,365,0,0.0
lucknow_lcs,Lucknow,59,lognormal,robust_mad,365,0,0.0
lucknow_lcs,Lucknow,60,normal,standard,365,5,0.0136986301369863
lucknow_lcs,Lucknow,60,normal,robust_mad,365,0,0.0
lucknow_lcs,Lucknow,60,lognormal,standard,365,0,0.0
lucknow_lcs,Lucknow,60,lognormal,robust_mad,365,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,1,normal,standard,272,252,0.9264705882352942
chicago_lcs_corrected_no_collocation,Chicago,1,normal,robust_mad,272,154,0.5661764705882353
chicago_lcs_corrected_no_collocation,Chicago,1,lognormal,standard,272,259,0.9522058823529411
chicago_lcs_corrected_no_collocation,Chicago,1,lognormal,robust_mad,272,156,0.5735294117647058
chicago_lcs_corrected_no_collocation,Chicago,2,normal,standard,272,126,0.4632352941176471
chicago_lcs_corrected_no_collocation,Chicago,2,normal,robust_mad,272,34,0.125
chicago_lcs_corrected_no_collocation,Chicago,2,lognormal,standard,272,124,0.45588235294117646
chicago_lcs_corrected_no_collocation,Chicago,2,lognormal,robust_mad,272,37,0.13602941176470587
chicago_lcs_corrected_no_collocation,Chicago,3,normal,standard,272,64,0.23529411764705882
chicago_lcs_corrected_no_collocation,Chicago,3,normal,robust_mad,272,9,0.03308823529411765
chicago_lcs_corrected_no_collocation,Chicago,3,lognormal,standard,272,43,0.15808823529411764
chicago_lcs_corrected_no_collocation,Chicago,3,lognormal,robust_mad,272,9,0.03308823529411765
chicago_lcs_corrected_no_collocation,Chicago,4,normal,standard,272,30,0.11029411764705882
chicago_lcs_corrected_no_collocation,Chicago,4,normal,robust_mad,272,5,0.01838235294117647
chicago_lcs_corrected_no_collocation,Chicago,4,lognormal,standard,272,13,0.04779411764705882
chicago_lcs_corrected_no_collocation,Chicago,4,lognormal,robust_mad,272,5,0.01838235294117647
chicago_lcs_corrected_no_collocation,Chicago,5,normal,standard,272,20,0.07352941176470588
chicago_lcs_corrected_no_collocation,Chicago,5,normal,robust_mad,272,2,0.007352941176470588
chicago_lcs_corrected_no_collocation,Chicago,5,lognormal,standard,272,3,0.011029411764705883
chicago_lcs_corrected_no_collocation,Chicago,5,lognormal,robust_mad,272,2,0.007352941176470588
chicago_lcs_corrected_no_collocation,Chicago,6,normal,standard,272,16,0.058823529411764705
chicago_lcs_corrected_no_collocation,Chicago,6,normal,robust_mad,272,2,0.007352941176470588
chicago_lcs_corrected_no_collocation,Chicago,6,lognormal,standard,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,6,lognormal,robust_mad,272,2,0.007352941176470588
chicago_lcs_corrected_no_collocation,Chicago,7,normal,standard,272,15,0.05514705882352941
chicago_lcs_corrected_no_collocation,Chicago,7,normal,robust_mad,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,7,lognormal,standard,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,7,lognormal,robust_mad,272,2,0.007352941176470588
chicago_lcs_corrected_no_collocation,Chicago,8,normal,standard,272,12,0.04411764705882353
chicago_lcs_corrected_no_collocation,Chicago,8,normal,robust_mad,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,8,lognormal,standard,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,8,lognormal,robust_mad,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,9,normal,standard,272,7,0.025735294117647058
chicago_lcs_corrected_no_collocation,Chicago,9,normal,robust_mad,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,9,lognormal,standard,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,9,lognormal,robust_mad,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,10,normal,standard,272,3,0.011029411764705883
chicago_lcs_corrected_no_collocation,Chicago,10,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,10,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,10,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,11,normal,standard,272,3,0.011029411764705883
chicago_lcs_corrected_no_collocation,Chicago,11,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,11,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,11,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,12,normal,standard,272,3,0.011029411764705883
chicago_lcs_corrected_no_collocation,Chicago,12,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,12,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,12,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,13,normal,standard,272,3,0.011029411764705883
chicago_lcs_corrected_no_collocation,Chicago,13,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,13,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,13,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,14,normal,standard,272,3,0.011029411764705883
chicago_lcs_corrected_no_collocation,Chicago,14,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,14,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,14,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,15,normal,standard,272,3,0.011029411764705883
chicago_lcs_corrected_no_collocation,Chicago,15,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,15,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,15,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,16,normal,standard,272,3,0.011029411764705883
chicago_lcs_corrected_no_collocation,Chicago,16,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,16,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,16,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,17,normal,standard,272,2,0.007352941176470588
chicago_lcs_corrected_no_collocation,Chicago,17,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,17,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,17,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,18,normal,standard,272,2,0.007352941176470588
chicago_lcs_corrected_no_collocation,Chicago,18,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,18,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,18,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,19,normal,standard,272,2,0.007352941176470588
chicago_lcs_corrected_no_collocation,Chicago,19,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,19,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,19,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,20,normal,standard,272,2,0.007352941176470588
chicago_lcs_corrected_no_collocation,Chicago,20,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,20,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,20,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,21,normal,standard,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,21,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,21,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,21,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,22,normal,standard,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,22,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,22,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,22,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,23,normal,standard,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,23,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,23,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,23,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,24,normal,standard,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,24,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,24,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,24,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,25,normal,standard,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,25,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,25,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,25,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,26,normal,standard,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,26,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,26,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,26,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,27,normal,standard,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,27,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,27,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,27,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,28,normal,standard,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,28,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,28,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,28,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,29,normal,standard,272,1,0.003676470588235294
chicago_lcs_corrected_no_collocation,Chicago,29,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,29,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,29,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,30,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,30,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,30,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,30,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,31,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,31,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,31,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,31,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,32,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,32,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,32,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,32,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,33,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,33,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,33,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,33,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,34,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,34,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,34,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,34,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,35,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,35,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,35,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,35,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,36,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,36,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,36,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,36,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,37,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,37,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,37,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,37,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,38,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,38,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,38,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,38,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,39,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,39,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,39,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,39,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,40,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,40,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,40,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,40,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,41,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,41,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,41,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,41,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,42,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,42,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,42,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,42,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,43,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,43,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,43,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,43,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,44,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,44,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,44,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,44,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,45,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,45,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,45,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,45,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,46,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,46,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,46,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,46,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,47,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,47,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,47,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,47,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,48,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,48,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,48,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,48,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,49,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,49,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,49,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,49,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,50,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,50,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,50,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,50,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,51,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,51,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,51,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,51,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,52,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,52,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,52,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,52,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,53,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,53,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,53,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,53,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,54,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,54,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,54,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,54,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,55,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,55,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,55,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,55,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,56,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,56,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,56,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,56,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,57,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,57,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,57,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,57,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,58,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,58,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,58,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,58,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,59,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,59,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,59,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,59,lognormal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,60,normal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,60,normal,robust_mad,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,60,lognormal,standard,272,0,0.0
chicago_lcs_corrected_no_collocation,Chicago,60,lognormal,robust_mad,272,0,0.0
