dataset_key,city,sensor_id,station_name,period_mean_pm25_ugm3,arithmetic_period_mean_pm25_ugm3,reference_mean_pm25_ugm3,mean_minus_reference_ugm3,ci_basis,daily_means_observed,daily_presence_pct,lag1_autocorrelation,ar1_effective_n,gls_effective_n,sd_pm25_ugm3,bonferroni_z,ci_low_ugm3,ci_high_ugm3,ci_excludes_reference,longest_missing_gap_days,long_gap_gt_30d,rank_by_period_mean
dhaka_lcs,Dhaka,81432130033,"14. Hemayatpur, NAAFCO",48.91289456696717,51.9534886482813,55.14721850399361,-6.2343239370264385,daily_sensor_means_gap_aware_ar1_gls,329,90.13698630136986,0.9010662314124886,17.121554908219704,19.525550474593846,35.95600481729594,3.188815258638475,22.965177955194246,74.86061117874009,False,23.0,False,9.0
dhaka_lcs,Dhaka,81432130035,12. Bashundhara RA,38.53300946497094,39.28822648223362,55.14721850399361,-16.61420903902267,daily_sensor_means_gap_aware_ar1_gls,346,94.79452054794521,0.8644367175658063,25.157676460839966,27.20255485472861,25.026177897025338,3.188815258638475,23.232036792279764,53.83398213766211,True,12.0,False,4.0
dhaka_lcs,Dhaka,81432130036,10. Dholaipar,55.612846059622285,53.69268300271895,55.14721850399361,0.46562755562867864,daily_sensor_means_gap_aware_ar1_gls,338,92.6027397260274,0.877725981364436,22.009930473875364,23.137435577538568,43.241895056128456,3.188815258638475,26.946227568964808,84.27946455027976,False,24.0,False,20.0
dhaka_lcs,Dhaka,81432130042,15. Mohammadpur,41.844290233585504,43.05596551274664,55.14721850399361,-13.302928270408103,daily_sensor_means_gap_aware_ar1_gls,349,95.61643835616438,0.9241009061817864,13.766837101657659,15.273541310559434,36.57442458716138,3.188815258638475,12.001667422974862,71.68691304419615,False,16.0,False,5.0
dhaka_lcs,Dhaka,81432130043,"17. Mirpur, Botanical",50.01473950518772,57.86547400688367,55.14721850399361,-5.132478998805887,daily_sensor_means_gap_aware_ar1_gls,296,81.0958904109589,0.9152495281916952,13.098105122074394,16.729745247749605,47.84283018467771,3.188815258638475,12.715364187190083,87.31411482318535,False,21.0,False,13.0
dhaka_lcs,Dhaka,81432150006,"31. Rupnogor high school, Pallabi",37.981951086996396,36.480154793000075,55.14721850399361,-17.16526741699721,daily_sensor_means_gap_aware_ar1_gls,303,83.01369863013699,0.877252714806116,19.812158011761415,22.7692018957136,32.68397001169765,3.188815258638475,16.14005891244353,59.823843261549264,False,20.0,False,3.0
dhaka_lcs,Dhaka,81432150009,36. Sher-E-Bangla Nagar,61.453739096024,63.29502032728121,55.14721850399361,6.306520592030395,daily_sensor_means_gap_aware_ar1_gls,342,93.69863013698631,0.9129225019356232,15.568066300586123,16.658542845728164,55.18147199704172,3.188815258638475,18.341146936478907,104.5663312555691,False,20.0,False,30.0
dhaka_lcs,Dhaka,81432151010,"42. Nakhalpara, bonoful ",53.73624783288266,55.44039054015395,55.14721850399361,-1.4109706711109453,daily_sensor_means_gap_aware_ar1_gls,339,92.87671232876711,0.8765505656823859,22.301215325073404,23.61695045929991,48.31557646609234,3.188815258638475,22.03293721527482,85.4395584504905,False,20.0,False,18.0
dhaka_lcs,Dhaka,81432151014,64. Satarkul,82.36418657401528,86.21814270915624,55.14721850399361,27.21696807002167,daily_sensor_means_gap_aware_ar1_gls,322,88.21917808219179,0.9336745985026845,11.04466040908482,12.728487554236736,75.66750489059102,3.188815258638475,14.732476015291809,149.99589713273875,False,20.0,False,35.0
dhaka_lcs,Dhaka,81432151017,"39. Khilgaon, Goran",57.25087082948181,56.97337617531226,55.14721850399361,2.1036523254882056,daily_sensor_means_gap_aware_ar1_gls,328,89.86301369863014,0.8520246909933576,26.20694075528001,28.41049788110487,48.95482899163063,3.188815258638475,27.96315682361411,86.53858483534951,False,20.0,False,24.0
dhaka_lcs,Dhaka,81432151018,69. Kazlarpar School,57.22711006767492,51.30040737501122,55.14721850399361,2.079891563681315,daily_sensor_means_gap_aware_ar1_gls,298,81.64383561643835,0.8963514886443181,16.287727548901906,18.217238330559766,48.82180917066827,3.188815258638475,20.75155090258682,93.70266923276301,False,27.0,False,23.0
dhaka_lcs,Dhaka,81432151022,34. Farmgate,63.12005110857689,63.775432504807654,55.14721850399361,7.972832604583282,daily_sensor_means_gap_aware_ar1_gls,336,92.05479452054794,0.8550180944235248,26.260617306180105,27.788946966765963,51.05687062636504,3.188815258638475,32.23505812242088,94.0050440947329,False,20.0,False,31.0
dhaka_lcs,Dhaka,81432151024,62. Curzon hall,49.31121262784716,50.07804807880075,55.14721850399361,-5.836005876146444,daily_sensor_means_gap_aware_ar1_gls,345,94.52054794520548,0.8632662838091925,25.3174398612471,26.24405597759129,47.010771189174044,3.188815258638475,20.04872403472409,78.57370122097024,False,20.0,False,10.0
dhaka_lcs,Dhaka,81432151044,"75. Uttara, Rd 12",49.52894799513865,47.793055834150096,55.14721850399361,-5.618270508854955,daily_sensor_means_gap_aware_ar1_gls,269,73.6986301369863,0.8917922536894329,15.386406039445097,16.992121043085188,43.81790193794772,3.188815258638475,15.632269666595562,83.42562632368174,False,46.0,True,12.0
dhaka_lcs,Dhaka,81432151048,33. DU Club,51.433516011498604,48.888252906462306,55.14721850399361,-3.7137024924950026,daily_sensor_means_gap_aware_ar1_gls,294,80.54794520547945,0.8583139487194525,22.415856645313088,24.552934879827458,38.20598044817689,3.188815258638475,26.846320050079004,76.0207119729182,False,34.0,True,15.0
dhaka_lcs,Dhaka,81432151051,40. Anondo Bazar,60.00751181000105,60.79716106758989,55.14721850399361,4.860293306007442,daily_sensor_means_gap_aware_ar1_gls,345,94.52054794520548,0.8633262086878016,25.30553039122136,26.232181027768547,51.35952010405913,3.188815258638475,28.030850557882093,91.98417306212,False,20.0,False,26.0
dhaka_lcs,Dhaka,81432151055,"61. Mugda, GMT",61.399186090911314,62.01620021650022,55.14721850399361,6.251967586917708,daily_sensor_means_gap_aware_ar1_gls,335,91.78082191780823,0.8810308264786163,21.187676761402937,22.6634168517145,56.50820143106014,3.188815258638475,23.548116990311883,99.25025519151075,False,20.0,False,29.0
dhaka_lcs,Dhaka,81432151062,74. CARS,49.41183273501031,51.34657676554442,55.14721850399361,-5.735385768983299,daily_sensor_means_gap_aware_ar1_gls,321,87.94520547945206,0.8764279947487685,21.139427570177663,22.46030596819105,47.36515485683964,3.188815258638475,17.541948427516513,81.2817170425041,False,38.0,True,11.0
dhaka_lcs,Dhaka,81432151066,41. Banani ,56.7704442009775,60.38922759895002,55.14721850399361,1.6232256969838943,daily_sensor_means_gap_aware_ar1_gls,298,81.64383561643835,0.8753358593138593,19.809739007530208,21.91994327007032,50.717202680950635,3.188815258638475,22.227055584046347,91.31383281790866,False,35.0,True,22.0
dhaka_lcs,Dhaka,81432151072,63. Khilkhet,25.24879680672817,25.330788282547633,55.14721850399361,-29.898421697265437,daily_sensor_means_gap_aware_ar1_gls,345,94.52054794520548,0.6260114645285417,79.35125154548889,80.12124791782082,20.19495040002876,3.188815258638475,18.054335224296146,32.44325838916019,True,20.0,False,1.0
dhaka_lcs,Dhaka,81432151074,46. Maniknagar,52.960795247803645,54.5970791735397,55.14721850399361,-2.1864232561899613,daily_sensor_means_gap_aware_ar1_gls,326,89.31506849315069,0.8154441023960783,33.140773951382236,35.607995490695146,45.460187182556595,3.188815258638475,28.667478320879436,77.25411217472785,False,20.0,False,16.0
dhaka_lcs,Dhaka,81432152006,73. Science Lab,57.82393734710605,60.317136175096024,55.14721850399361,2.6767188431124467,daily_sensor_means_gap_aware_ar1_gls,324,88.76712328767124,0.9093020956413169,15.391027475064279,16.48391764540211,55.19407898568017,3.188815258638475,14.473684773125719,101.1741899210864,False,38.0,True,25.0
dhaka_lcs,Dhaka,81432152014,"35. Mirpur, Pirerbag",56.28661443408013,54.12412051565735,55.14721850399361,1.139395930086522,daily_sensor_means_gap_aware_ar1_gls,333,91.23287671232877,0.8842857665787115,20.449573208448612,22.056239545709587,50.53801234472819,3.188815258638475,21.97178996257592,90.60143890558433,False,20.0,False,21.0
dhaka_lcs,Dhaka,81432152018,27. Mouchak,61.18897314358388,62.484369704832176,55.14721850399361,6.041754639590273,daily_sensor_means_gap_aware_ar1_gls,344,94.24657534246576,0.8734684224587098,23.23330468366255,24.232691329787368,54.600137245980164,3.188815258638475,25.820014871640737,96.55793141552702,False,20.0,False,28.0
lucknow_lcs,Lucknow,81432130003,Aliganj,51.712491632346804,52.51681272746211,61.802242631595966,-10.089750999249162,daily_sensor_means_gap_aware_ar1_gls,365,100.0,0.9209499767819338,15.020307047729846,15.979155521571684,43.83810296498926,3.3879288292867877,14.558188591042274,88.86679467365133,False,0.0,False,18.0
lucknow_lcs,Lucknow,81432130004,"B R Ambedkar University, Lucknow - UPPCB",44.492709170419545,44.923657531746656,61.802242631595966,-17.30953346117642,daily_sensor_means_gap_aware_ar1_gls,294,80.54794520547945,0.9298854695958149,10.68129288685077,13.35571048106116,39.47383873524296,3.3879288292867877,7.898687326845156,81.08673101399393,False,38.0,True,6.0
lucknow_lcs,Lucknow,81432130005,Rajendra Nagar-II,78.79777093750354,79.15498537379102,61.802242631595966,16.995528305907577,daily_sensor_means_gap_aware_ar1_gls,301,82.46575342465754,0.9192130671371659,12.67022781789717,14.384766982539336,67.1250104864929,3.3879288292867877,18.836997054703517,138.75854482030357,False,39.0,True,64.0
lucknow_lcs,Lucknow,81432130008,Lucknow Cantonment,58.81960609650335,54.707216348297884,61.802242631595966,-2.9826365350926167,daily_sensor_means_gap_aware_ar1_gls,302,82.73972602739727,0.9357287740403414,10.027184851575901,12.703144176068973,53.26666512904775,3.3879288292867877,8.186546341519183,109.45266585148752,False,31.0,True,33.0
lucknow_lcs,Lucknow,81432131001,Transport Nagar,44.10102485951957,32.380255723357905,61.802242631595966,-17.701217772076397,daily_sensor_means_gap_aware_ar1_gls,229,62.73972602739726,0.9317540202788114,8.090227426521182,9.88326242385503,29.30721538093446,3.3879288292867877,12.517640109642823,75.68440960939631,False,100.0,True,4.0
lucknow_lcs,Lucknow,81432131002,Dubagga,55.799452490152255,57.76189322115812,61.802242631595966,-6.002790141443711,daily_sensor_means_gap_aware_ar1_gls,257,70.41095890410959,0.8835979452056194,15.882013546627734,19.166768948068828,51.19928594997186,3.3879288292867877,16.178607922119113,95.4202970581854,False,57.0,True,27.0
lucknow_lcs,Lucknow,81432131004,Mahanagar,49.8672940677494,50.45590569897295,61.802242631595966,-11.934948563846568,daily_sensor_means_gap_aware_ar1_gls,342,93.69863013698631,0.9203488920974315,14.185275922921365,16.056804876636424,45.46569835357634,3.3879288292867877,11.42683373517469,88.30775440032411,False,10.0,False,14.0
lucknow_lcs,Lucknow,81432131005,Husainabad,46.88196752101004,47.341822690773185,61.802242631595966,-14.920275110585926,daily_sensor_means_gap_aware_ar1_gls,363,99.45205479452055,0.8949794627035769,20.11760854875551,21.171679635390852,40.62042975373407,3.3879288292867877,16.97301967659956,76.79091536542052,False,2.0,False,9.0
lucknow_lcs,Lucknow,81432131006,Nishat Ganj,61.777453319423024,63.41464585764274,61.802242631595966,-0.02478931217294189,daily_sensor_means_gap_aware_ar1_gls,353,96.7123287671233,0.9113641352755472,16.36970144530897,17.816336739661722,55.00885762196339,3.3879288292867877,17.624709427322642,105.9301972115234,False,12.0,False,42.0
