dataset_key,city,date,n_sensors_available,daily_reference_mean_ugm3,normal_standard_required_n,normal_standard_required_n_capped,normal_standard_exceeds_available,normal_robust_mad_required_n,normal_robust_mad_required_n_capped,normal_robust_mad_exceeds_available,lognormal_standard_required_n,lognormal_standard_required_n_capped,lognormal_standard_exceeds_available,lognormal_robust_mad_required_n,lognormal_robust_mad_required_n_capped,lognormal_robust_mad_exceeds_available
chicago_lcs_corrected_no_collocation,Chicago,2026-02-08,268,8.167611940298508,4.0,4.0,False,3.0,3.0,False,4.0,4.0,False,3.0,3.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-09,268,19.618694029850747,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-10,270,20.238888888888887,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-11,270,11.522111111111112,4.0,4.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-12,271,11.080369003690036,4.0,4.0,False,2.0,2.0,False,4.0,4.0,False,3.0,3.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-13,270,15.104296296296296,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-14,270,17.359370370370375,3.0,3.0,False,3.0,3.0,False,4.0,4.0,False,3.0,3.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-15,272,26.26985294117647,2.0,2.0,False,1.0,1.0,False,3.0,3.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-16,267,23.54558052434457,2.0,2.0,False,1.0,1.0,False,3.0,3.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-17,270,15.659851851851851,1.0,1.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-18,269,13.555018587360596,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-19,270,8.381407407407407,4.0,4.0,False,3.0,3.0,False,4.0,4.0,False,3.0,3.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-20,267,9.935280898876405,2.0,2.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-21,269,11.258847583643123,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-22,269,7.579219330855019,4.0,4.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-23,269,4.9088104089219335,9.0,9.0,False,2.0,2.0,False,4.0,4.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-24,268,11.027425373134328,3.0,3.0,False,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-25,269,15.56271375464684,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-26,271,17.073099630996307,2.0,2.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-27,269,16.58988847583643,3.0,3.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-02-28,269,7.278513011152417,3.0,3.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-01,269,4.100148698884759,17.0,17.0,False,1.0,1.0,False,3.0,3.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-02,270,7.171407407407408,3.0,3.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-03,271,16.37929889298893,2.0,2.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-04,269,25.732713754646838,2.0,2.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-05,271,23.003985239852398,3.0,3.0,False,2.0,2.0,False,5.0,5.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-06,270,18.512851851851853,3.0,3.0,False,2.0,2.0,False,4.0,4.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-07,269,5.787026022304833,3.0,3.0,False,1.0,1.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-08,268,7.893992537313434,3.0,3.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-09,268,6.358880597014925,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-10,269,10.33,3.0,3.0,False,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-11,268,7.4663432835820895,5.0,5.0,False,5.0,5.0,False,5.0,5.0,False,5.0,5.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-12,271,6.758228782287823,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-13,268,5.5155970149253735,30.0,30.0,False,1.0,1.0,False,4.0,4.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-14,269,4.982304832713755,5.0,5.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-15,268,6.897985074626865,3.0,3.0,False,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-16,268,3.58294776119403,21.0,21.0,False,3.0,3.0,False,6.0,6.0,False,3.0,3.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-17,270,5.606703703703704,9.0,9.0,False,1.0,1.0,False,4.0,4.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-18,268,9.118805970149253,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-19,271,20.97767527675277,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-20,269,19.06026022304833,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-21,270,18.654,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-22,269,9.2782156133829,3.0,3.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-23,269,5.1034944237918225,10.0,10.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-24,271,8.418376383763839,3.0,3.0,False,3.0,3.0,False,3.0,3.0,False,3.0,3.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-25,272,13.977352941176472,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-26,271,18.66911439114391,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-27,271,5.431549815498155,10.0,10.0,False,2.0,2.0,False,4.0,4.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-28,271,7.841549815498157,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-29,270,10.430111111111112,3.0,3.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-30,270,10.412,2.0,2.0,False,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-03-31,268,14.14089552238806,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-01,270,5.440037037037037,8.0,8.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-02,268,12.64070895522388,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-03,269,5.815353159851301,2.0,2.0,False,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-04,270,9.658296296296296,3.0,3.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-05,270,5.166333333333333,4.0,4.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-06,271,7.116789667896678,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-07,270,4.4623333333333335,4.0,4.0,False,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-08,269,9.371561338289963,3.0,3.0,False,3.0,3.0,False,3.0,3.0,False,3.0,3.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-09,269,9.649888475836432,2.0,2.0,False,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-10,269,9.788513011152416,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-11,272,10.249301470588236,3.0,3.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-12,269,11.111486988847583,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-13,270,6.949925925925926,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-15,271,7.734723247232471,4.0,4.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-16,271,6.30450184501845,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-17,271,11.646125461254613,9.0,9.0,False,10.0,10.0,False,10.0,10.0,False,10.0,10.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-18,270,6.4467037037037045,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-19,272,6.311948529411764,3.0,3.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-20,272,8.00904411764706,3.0,3.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-21,272,7.8640808823529404,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-22,272,11.520588235294117,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-23,272,15.466764705882357,2.0,2.0,False,1.0,1.0,False,3.0,3.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-24,271,9.14059040590406,2.0,2.0,False,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-25,270,6.388148148148148,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-26,272,10.708382352941177,3.0,3.0,False,3.0,3.0,False,3.0,3.0,False,3.0,3.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-27,269,10.904684014869888,1.0,1.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-28,269,4.492379182156134,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-29,269,6.684275092936802,4.0,4.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-04-30,269,8.495947955390333,3.0,3.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-01,270,7.009740740740741,3.0,3.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-02,270,7.071296296296296,3.0,3.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-03,269,8.152230483271376,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-04,270,7.605000000000001,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-05,269,5.315762081784387,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-06,271,5.984132841328414,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-07,271,7.847822878228783,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-08,272,15.312242647058824,4.0,4.0,False,4.0,4.0,False,5.0,5.0,False,4.0,4.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-09,268,9.121268656716419,1.0,1.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-10,271,6.129557195571956,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-11,270,6.20074074074074,5.0,5.0,False,7.0,7.0,False,6.0,6.0,False,8.0,8.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-12,270,5.7309629629629635,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-13,269,5.687360594795538,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-14,271,6.1564944649446485,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-15,270,6.291296296296296,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-16,270,8.469555555555555,3.0,3.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-17,270,12.479851851851851,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-18,270,9.85251851851852,3.0,3.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-19,270,6.565703703703704,6.0,6.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-20,270,4.150148148148149,4.0,4.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-21,270,5.33,3.0,3.0,False,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-22,270,5.566481481481481,3.0,3.0,False,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-23,270,6.820296296296298,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-24,270,13.231444444444444,2.0,2.0,False,1.0,1.0,False,3.0,3.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-25,270,13.012444444444446,3.0,3.0,False,1.0,1.0,False,3.0,3.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-26,269,7.9060966542750934,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-27,269,10.744349442379182,3.0,3.0,False,2.0,2.0,False,3.0,3.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-28,269,6.341635687732341,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False,2.0,2.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-29,270,6.1177777777777775,3.0,3.0,False,2.0,2.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-30,270,10.512629629629629,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
chicago_lcs_corrected_no_collocation,Chicago,2026-05-31,272,5.728198529411765,2.0,2.0,False,1.0,1.0,False,2.0,2.0,False,1.0,1.0,False
