dataset_key,city,display_name,retained_sensor_count,convex_hull_area_km2,sensor_density_per_100_km2_hull,mean_pairwise_distance_km,median_pairwise_distance_km,p10_pairwise_distance_km,p90_pairwise_distance_km,median_nearest_neighbor_km,p10_nearest_neighbor_km,p90_nearest_neighbor_km,latitude_min,latitude_max,longitude_min,longitude_max
dhaka_lcs,Dhaka,Dhaka LCS,35,342.3484853022417,10.223500760957162,9.141209432266738,7.925939716306952,2.4949087356911654,17.327683477751417,1.5747704442979846,0.3355718289819563,4.611164681041649,23.59258046,23.880623,90.2793403,90.50221399
lucknow_lcs,Lucknow,Lucknow LCS,71,1504.542980569215,4.719040992311068,15.720550753084817,13.066865388876412,4.746062453248869,31.23789518669699,1.9272570308506614,1.05398583894737,5.6752163582843265,26.55383,27.06729,80.65654,81.15767
chicago_lcs_corrected_no_collocation,Chicago,Chicago corrected LCS (collocation excluded),277,695.8334436235659,39.80837692386805,15.618534559389339,13.946159277358383,4.989592959203772,29.089811374820243,1.369412058614037,1.1611201664441935,1.4841866505170813,41.64887855,42.017003,-87.85424652587,-87.53549803584
