network,scenario,n,period_mdape_pct,daily_fraction_days_mdape_le_10,daily_valid_days_evaluated,m5_seed
lucknow_lcs,S2_daily_12h,50,1.4748422220911954,1.0,273,3047549679
lucknow_lcs,S3_annual_75pct,1,10.691803985696296,0.2054794520547945,365,4036556222
lucknow_lcs,S3_annual_75pct,2,7.790908906366047,0.7616438356164383,365,4036556222
lucknow_lcs,S3_annual_75pct,3,6.241606515454637,0.8767123287671232,365,4036556222
lucknow_lcs,S3_annual_75pct,5,4.535445188415766,0.9835616438356164,365,4036556222
lucknow_lcs,S3_annual_75pct,7,3.8673799734953938,0.9972602739726028,365,4036556222
lucknow_lcs,S3_annual_75pct,10,2.9370494702098613,0.9972602739726028,365,4036556222
lucknow_lcs,S3_annual_75pct,15,2.1021283570161806,0.9972602739726028,365,4036556222
lucknow_lcs,S3_annual_75pct,20,1.6038275760096359,1.0,365,4036556222
lucknow_lcs,S3_annual_75pct,30,0.7164061395798867,1.0,315,4036556222
lucknow_lcs,S4_daily_18h_annual_75pct,1,10.691803985696296,0.20273972602739726,365,36381106
lucknow_lcs,S4_daily_18h_annual_75pct,2,7.750570864101845,0.7726027397260274,365,36381106
lucknow_lcs,S4_daily_18h_annual_75pct,3,6.21846462411702,0.8849315068493151,365,36381106
lucknow_lcs,S4_daily_18h_annual_75pct,5,4.567307787565166,0.989041095890411,365,36381106
lucknow_lcs,S4_daily_18h_annual_75pct,7,3.6932959128774687,1.0,365,36381106
lucknow_lcs,S4_daily_18h_annual_75pct,10,2.9818676083499973,1.0,365,36381106
lucknow_lcs,S4_daily_18h_annual_75pct,15,2.2202560026632074,1.0,365,36381106
lucknow_lcs,S4_daily_18h_annual_75pct,20,1.618376958209994,1.0,365,36381106
lucknow_lcs,S4_daily_18h_annual_75pct,30,0.7234310431881841,1.0,241,36381106
lucknow_lcs,S5_drop_gap_gt_30d,1,10.341825957577898,0.21643835616438356,365,3357997577
lucknow_lcs,S5_drop_gap_gt_30d,2,7.600817065497943,0.7150684931506849,365,3357997577
lucknow_lcs,S5_drop_gap_gt_30d,3,6.27179848225744,0.8465753424657534,365,3357997577
lucknow_lcs,S5_drop_gap_gt_30d,5,4.552505059943718,0.9452054794520548,365,3357997577
lucknow_lcs,S5_drop_gap_gt_30d,7,3.7808100683654216,0.9561643835616438,365,3357997577
lucknow_lcs,S5_drop_gap_gt_30d,10,2.971403231278031,0.9561643835616438,365,3357997577
lucknow_lcs,S5_drop_gap_gt_30d,15,2.1721841474195163,0.9726027397260274,365,3357997577
lucknow_lcs,S5_drop_gap_gt_30d,20,1.5925593123061126,0.9808219178082191,365,3357997577
lucknow_lcs,S5_drop_gap_gt_30d,30,0.7122793265212763,1.0,328,3357997577
