city,sample_size,n_days,intercept,slope_beta,slope_se,slope_ci_low,slope_ci_high,r_squared,p_value
Dhaka,5,365,0.6153992597809683,0.26092158898032564,0.004582497731756046,0.2519100126054694,0.26993316535518186,0.899307040301712,4.885829858544082e-183
Lucknow,5,365,3.2304064873058813,0.14348385177040934,0.003601406432277954,0.1364016116862589,0.1505660918545598,0.8138757530004035,1.365755679681954e-134
Chicago,5,272,1.7739222714745844,0.1280657128395767,0.0080110073088447,0.11229372959608921,0.1438376960830642,0.4862614713752639,6.179292300190599e-41
Dhaka,10,365,-0.5941885830193296,0.20252961268189593,0.002011901476292555,0.19857316690197654,0.2064860584618153,0.9654173646471743,2.704145050268372e-267
Lucknow,10,365,0.9296864249739825,0.15569594680895837,0.001570699025934502,0.1526071347543375,0.15878475886357926,0.9643727033995836,5.999458196400548e-265
Chicago,10,272,1.096656499235524,0.10848947737283555,0.0050624036761368575,0.09852267259116389,0.11845628215450722,0.6297633227971025,3.3888942267585165e-60
Dhaka,20,345,-0.5422942447639825,0.11537436669838078,0.0017449006455117827,0.111942314147953,0.11880641924880855,0.9272529960828382,2.828591792832431e-197
Lucknow,20,365,-0.8789773469869497,0.16157912447749198,0.0012649989619860533,0.1590914779084488,0.16406677104653516,0.9782349515643732,8.50773359665737e-304
Chicago,20,272,0.5593603020191515,0.0952553881556669,0.0029582332431422205,0.08943125102254333,0.10107952528879048,0.7933957096039881,1.9032975348196255e-94
