phase,city,metric_name,target_N_star,aggregation,value_median,value_p5,value_p95,value_mean,value_sd,n_outer_draws,n_inner_draws,notes
5,Dhaka,cv_slope_beta,,across_days,0.20252961268189593,0.19857316690197654,0.2064860584618153,0.20252961268189593,0.002011901476292555,0,10000,"OLS slope for daily MdAPE at n=10 vs daily cross-sensor CV percent; deterministic baseline analysis, master seed 20260528 retained for file naming."
5,Lucknow,cv_slope_beta,,across_days,0.15569594680895837,0.1526071347543375,0.15878475886357926,0.15569594680895837,0.001570699025934502,0,10000,"OLS slope for daily MdAPE at n=10 vs daily cross-sensor CV percent; deterministic baseline analysis, master seed 20260528 retained for file naming."
5,Chicago,cv_slope_beta,,across_days,0.10848947737283555,0.09852267259116389,0.11845628215450722,0.10848947737283555,0.0050624036761368575,0,10000,"OLS slope for daily MdAPE at n=10 vs daily cross-sensor CV percent; deterministic baseline analysis, master seed 20260528 retained for file naming."
