reference_variant,comparison_variant,days_compared,reference_mean_ugm3,comparison_mean_ugm3,bias_comparison_minus_reference_ugm3,mae_ugm3,rmse_ugm3,pearson_r
aqs,corrected_all,212,9.292648450628931,10.847666247719998,1.5550177970910672,2.1217771631420987,2.7970695289079224,0.902266184086444
aqs,corrected_collapsed,212,9.292648450628931,10.847766045350825,1.5551175947218951,2.121111999887876,2.7967534280436563,0.9023095930573123
aqs,corrected_no_collocation,212,9.292648450628931,10.847814154695966,1.5551657040670346,2.120766163484727,2.7966043333147907,0.9023306685234274
aqs,raw_all,212,9.292648450628931,18.783396145623218,9.490747694994283,9.694103693854606,13.849683365592545,0.8326419971384598
aqs,raw_collapsed,212,9.292648450628931,18.781749612176018,9.489101161547088,9.692014233729358,13.84836800307682,0.8328057346605918
aqs,raw_no_collocation,212,9.292648450628931,18.780890599478646,9.488242148849713,9.690932137384102,13.847708663402374,0.8328890670803879
