variant,sample_size,n_sensors_available,n_draws,seed,reference_mean_ugm3,ape_median_pct,ape_p95_pct,absolute_error_median_ugm3
raw_collapsed,7,280,10000,81232629,17.190216243305727,3.2262288074857466,10.434233943487904,0.5545957085106235
raw_collapsed,10,280,10000,3748908075,17.190216243305727,2.811150189017214,8.552156382668523,0.48324279641615675
raw_collapsed,15,280,10000,3067425702,17.190216243305727,2.278457133804036,6.863189827317161,0.3916717083119394
raw_collapsed,20,280,10000,333115660,17.190216243305727,1.9680123862222398,5.8802646286816875,0.3383055848866441
raw_collapsed,30,280,10000,663961326,17.190216243305727,1.5909567844976409,4.685624914557194,0.27348891159268796
raw_collapsed,40,280,10000,3441963439,17.190216243305727,1.3559920398483252,4.00756756252954,0.23309796389193949
raw_collapsed,50,280,10000,1874264543,17.190216243305727,1.1975385408711525,3.459117136988163,0.20585946477267925
raw_collapsed,75,280,10000,1777788669,17.190216243305727,0.9173881117089421,2.62139151942824,0.15770100019314626
raw_collapsed,100,280,10000,2976935684,17.190216243305727,0.7645460975765128,2.2114064103334807,0.13142712745315777
raw_collapsed,150,280,10000,3765555543,17.190216243305727,0.5250449929427949,1.4844360418172537,0.09025636966151573
raw_collapsed,200,280,10000,399271132,17.190216243305727,0.3490577125392915,1.0183000237566675,0.0600037755994407
raw_no_collocation,1,277,10000,2824082503,17.182282055131253,7.585205869128093,27.71449470723244,1.3033114668959591
raw_no_collocation,2,277,10000,3145239800,17.182282055131253,5.717778638418887,19.605757250092427,0.9824448529411764
raw_no_collocation,3,277,10000,2159267934,17.182282055131253,4.761821471482696,15.844019003448624,0.8181895961919583
raw_no_collocation,5,277,10000,2796095866,17.182282055131253,3.7992646803312744,12.69438404597687,0.6528003733955003
raw_no_collocation,7,277,10000,557435776,17.182282055131253,3.315634142436436,10.428677979186594,0.5697016102696608
raw_no_collocation,10,277,10000,3907171173,17.182282055131253,2.8068085028103864,8.701266717686808,0.4822737537002872
raw_no_collocation,15,277,10000,1117331905,17.182282055131253,2.313268522254687,6.91311098687009,0.3974723221863669
raw_no_collocation,20,277,10000,1920963683,17.182282055131253,1.963355937943981,5.915470593453793,0.3373493550037025
raw_no_collocation,30,277,10000,1527794864,17.182282055131253,1.5980656859333038,4.682465283608482,0.2745841535833282
raw_no_collocation,40,277,10000,3809161613,17.182282055131253,1.3497216972523425,3.9623182931354894,0.2319129889812021
raw_no_collocation,50,277,10000,668579267,17.182282055131253,1.1967018854802165,3.4946018982811164,0.2056206933222846
raw_no_collocation,75,277,10000,2290248112,17.182282055131253,0.9312107720246496,2.665096191434483,0.1600032613770405
raw_no_collocation,100,277,10000,3353309933,17.182282055131253,0.7502685859375724,2.1838206107361917,0.1289132646068385
raw_no_collocation,150,277,10000,477657994,17.182282055131253,0.5203654823257624,1.523174478177696,0.0894106648907566
raw_no_collocation,200,277,10000,3005457753,17.182282055131253,0.3457488532010707,1.0127030809426227,0.0594075431593896
