target_N_star,sample_size,value_median,value_p5,value_p25,value_p75,value_p95,value_mean,value_sd,n_outer_draws,baseline_ape_median_pct,baseline_absolute_error_median_ugm3
60,2,12.644542068165787,11.635603497015987,12.254541928898899,12.945317115498169,13.396748108731746,12.567747553870172,0.5838813001158534,100,12.22688535272032,7.55648935197528
60,3,10.50365656686414,9.551759032588674,10.166020072198384,10.7709957821152,11.100121965496482,10.446670847552385,0.480346067527777,100,10.406241274070622,6.431290481030409
60,4,9.096535614295334,8.348480189722594,8.792034350046105,9.329382219036882,9.62278665620181,9.047343270766254,0.3956310917198405,100,8.899538882547661,5.50011461328533
60,5,8.108836838495488,7.471587506811576,7.860628006610888,8.367326032731349,8.599796309118585,8.085485898762466,0.3587708713178466,100,7.975001654931881,4.928729872654795
60,6,7.362325645018426,6.795721583318048,7.11850964388208,7.521246098188561,7.77840768870667,7.313103288105764,0.3108184642489057,100,7.2365949368086815,4.47237796111229
60,7,6.770806686952643,6.186369927251314,6.550756038907692,6.935284119335901,7.092694077299099,6.721398099558257,0.2846392420946938,100,6.741922737625782,4.166659448342223
60,8,6.2606176775225375,5.831965455123634,6.101768492123709,6.41092144716009,6.644340533548064,6.2438761135588114,0.2522690959632956,100,6.398127666712988,3.954186384461231
60,9,5.862756163680749,5.435353250398019,5.689127007258478,6.021494664310751,6.1656372746792805,5.835462620547149,0.2393226499779658,100,5.794423997565589,3.581083978078908
60,10,5.494260157402568,5.075074069519898,5.351534344722954,5.670349926521984,5.839779761583059,5.487125706661426,0.23906544632598334,100,5.64059527866875,3.486014379989207
60,11,5.176728695130415,4.795942589092898,5.0209407208586985,5.345053995699571,5.45382610595642,5.170912011389744,0.21316926644211773,100,5.357137497458326,3.310831114287403
60,12,4.936586097158118,4.5614211944933345,4.764249326371,5.035769961017548,5.177204257820668,4.901574390372022,0.19483802346329362,100,4.891025348412384,3.022763352998684
60,13,4.681029828411794,4.308029821032969,4.543641280831743,4.7947320528245925,4.9176214322708764,4.659551320152417,0.19514625707315747,100,4.7927167824910155,2.962006454560317
60,14,4.45259809004391,4.093371977616882,4.339036057626031,4.592324172430198,4.699850159945826,4.439378585459985,0.18881877476607442,100,4.624872707384435,2.85827505202019
60,15,4.267636968635071,3.951304126762803,4.141335115605446,4.379737975520483,4.500644427781974,4.25091260452975,0.17263397677877138,100,4.270163298206924,2.639056682323204
60,16,4.064254380665693,3.7957286991891537,3.9710065880500274,4.1963413931132445,4.297839002503602,4.064204514755225,0.15865583084233748,100,4.132439577260514,2.5539403341426414
60,17,3.9258442132222635,3.6095167587269756,3.8061890311128885,4.014405950612617,4.138201913133607,3.9032072430363725,0.15784516618999,100,3.9023306894661953,2.41172788099113
60,18,3.768069848542524,3.5017059954919985,3.6628494736741106,3.8618189597602934,3.9741184594449197,3.7501173192134356,0.15484237102541396,100,3.86965589734964,2.391534126687887
60,19,3.606649111161171,3.329255789974404,3.5167475027637014,3.713926098419872,3.8018390558758157,3.603903441776018,0.14874096406021237,100,3.71198043395444,2.294087154229892
60,20,3.4797382419330525,3.2297148973270575,3.3815866754181094,3.563832252764965,3.643851899624765,3.465471759636941,0.13394067491402678,100,3.60928260486568,2.2306175927190743
60,21,3.35337163915497,3.130122695883309,3.25516835739211,3.434100976797391,3.5251387627784925,3.3405332080065513,0.13314383424990334,100,3.377056458192568,2.087096626098152
60,22,3.2435151412709855,2.9906259909601154,3.126696609892693,3.3088274501880295,3.411072193680782,3.2199758607287094,0.1287189432170866,100,3.320105031335766,2.0518993670899555
60,23,3.1242771641569838,2.8744182596004313,3.0277494375548994,3.2060766223954382,3.2974694158611433,3.1126361538373275,0.12906665049053528,100,3.299415346795855,2.0391126780508877
60,24,3.0164450426995097,2.7835516005196332,2.9277457266316644,3.0861518008931323,3.180529697865557,3.004101104453668,0.1230431946552495,100,3.145186825084545,1.9437959928557405
60,25,2.9281934601303705,2.6911758003104107,2.8180069353195387,2.985893957022112,3.0888300287529313,2.9076535726533046,0.11903208851253451,100,3.075812853471529,1.9009213225962895
60,26,2.8204317595021773,2.614028475879244,2.742180499171875,2.893484321052653,2.9781234708463518,2.8063700402386247,0.11647606135321505,100,2.9038782048780516,1.794661853904767
