target_N_star,time_index,sample_size,value_median,value_p5,value_p25,value_p75,value_p95,value_mean,value_sd,n_outer_draws,baseline_ape_median_pct,baseline_absolute_error_median_ugm3
60,2022-04-05,20,2.5389006896080026,2.327399751596243,2.454138760342704,2.5922225306342197,2.675234574758365,2.5200914402629717,0.11499507320602428,100,2.654050928433832,0.9844272009693248
60,2022-04-06,5,6.683475207841604,6.084901785707699,6.4580391258673435,6.9451566668299725,7.202753201519506,6.661167356134327,0.3761632116866553,100,6.490170714310934,2.6041515700483053
60,2022-04-06,10,4.578638985516061,4.083839690405533,4.423915076202666,4.727544179173324,4.87026902174308,4.547059882339793,0.25353000697387307,100,4.674599927055292,1.8756620241970303
60,2022-04-06,20,2.784791969587963,2.471139952128014,2.696370382133598,2.901944903624433,2.9682076434475664,2.773039109783461,0.15847623701141247,100,2.938497374508273,1.179058747181351
60,2022-04-07,5,6.38996816048742,5.871636998346835,6.155954858515955,6.549693775452092,6.77526548610823,6.359117591670138,0.3007778702898878,100,6.4154279877787665,2.8967844202898583
60,2022-04-07,10,4.290764569160661,3.9251063176064074,4.1236494601442875,4.4156467592194915,4.537937815892459,4.258444060471855,0.20784188240176352,100,4.4114739375633185,1.9919308574879224
60,2022-04-07,20,2.6120319852456633,2.346004162696335,2.500357769026686,2.66882291335908,2.751699030313931,2.5825555008836245,0.1281364610995848,100,2.6912163475542124,1.215175916879648
60,2022-04-08,5,5.966778659086616,5.592829268711771,5.777152713782126,6.155109213467367,6.413181751307584,5.974258020978129,0.25893284659053856,100,6.103860652992497,2.846310618729092
60,2022-04-08,10,3.9804670864908567,3.6810415118348296,3.8382916996102736,4.098136157032984,4.229063487602229,3.9632602959279195,0.1765241054201363,100,4.0102406103094985,1.870028016970949
60,2022-04-08,20,2.3917260499032094,2.21707329475856,2.3108570045744683,2.4540393685664377,2.5238340676770386,2.3828192790587575,0.10260090440162782,100,2.5662323455187774,1.196667943524421
60,2022-04-09,5,5.840417773802657,5.19183347995585,5.65425177168086,6.018030259801688,6.218751487523067,5.807543472136141,0.3129021017249687,100,5.817582569529819,4.286712630255131
60,2022-04-09,10,3.9305274543089492,3.506236919379043,3.796881831904554,4.032035400902445,4.168059992454619,3.8883504856902276,0.2156178523970325,100,4.021406114356212,2.9631916996047423
60,2022-04-09,20,2.380795281413358,2.1053210995662486,2.2857219682828362,2.4494433915916725,2.5041975970774057,2.3526374196125928,0.12898157272606203,100,2.530055056776648,1.8642827733860372
60,2022-04-10,5,4.617247473164803,4.179261618789843,4.423936214150764,4.7875919418030435,4.938898921643651,4.591061033708711,0.2435364643747191,100,4.72601595920673,3.790052855196876
60,2022-04-10,10,3.1201350382818944,2.7644254807140842,2.995267520366606,3.2246953991584792,3.324410803588489,3.092159156657946,0.17168276893373638,100,3.175403982582096,2.5465315890742133
60,2022-04-10,20,1.8914324124223012,1.6538787990435961,1.7801106436216814,1.9502421624791262,2.003943605087155,1.8684205398465832,0.10901669906025446,100,1.9757928271439444,1.584497240472999
60,2022-04-11,5,5.590675822982256,4.9113033050876,5.314591472250253,5.79464934073891,6.009671235640972,5.53437086108425,0.34869169889376944,100,5.640080339498064,4.171935386473436
60,2022-04-11,10,3.8038000965681347,3.3337680320928027,3.6385314408410454,4.00937690876814,4.08183852535712,3.795125542657034,0.2423719957594614,100,3.828752634423768,2.83210657297613
60,2022-04-11,20,2.3151545697400344,2.0023353263577266,2.2000722581656564,2.4122439109766587,2.4627423951398923,2.2890057198392473,0.14645399356176436,100,2.441446642838197,1.8059242121274297
60,2022-04-12,5,4.27739677267466,3.599649913035877,4.060509665157776,4.375455344935948,4.487179529633137,4.174185695553756,0.2925364222876954,100,4.304243852726982,2.804210828605573
