Sensor_ID,Latitude,Longitude,Station_Name,value_pm25_ug_m3,network,panel,start_date,end_date,n_dates_available_for_network
DRUBP9408,41.7134615385,-87.55271837533,South Deering 2,4.43,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DRYBG8957,41.82758035,-87.66937111953,McKinley Park 2,5.53,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DRZTP3103,41.87855645,-87.77003805377,Austin 7,4.86,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DSHWY2305,41.9490356,-87.72654561437,Irving Park 3,5.82,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DSHYP2656,41.75200485,-87.65331955036,Auburn Gresham 2,5.55,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DSKDX3738,41.8283089,-87.63464506378,Armour Square 3,5.79,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DSKEW3707,41.72629795,-87.63656666475,Washington Heights 2,7.66,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DSMXS8409,41.7259095,-87.56951339891,Calumet Heights 2,7.14,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DSSQU9498,41.89454935,-87.63665349659,Near North Side 4,7.29,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DSZQR8376,41.67519010855,-87.53588600368,Hegewisch 1,5.24,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DTCRA7818,41.7772479,-87.73660460279,West Lawn 1,6.44,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DTFVD6048,41.67589005,-87.60362888146,Riverdale 1,5.71,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DTKNM4892,41.7059059,-87.65691952734,Beverly 3,5.74,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DTQTJ0507,41.8404121,-87.61910230081,Douglas 1,5.09,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DTUGZ9693,41.93498346759,-87.63645802882,Lake View 3,5.1,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DTVYY1142,41.85322215,-87.65232092746,Lower West Side 3,6.41,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DTYDP5264,41.9884148,-87.81462388174,Norwood Park 1,5.37,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DUBCZ6179,41.8910837,-87.73674123708,Humboldt Park 5,5.19,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DUDWN9545,41.75226525,-87.72071577079,Ashburn 2,6.69,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DUGYZ8163,41.7524136,-87.68538850711,Ashburn 4,4.94,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DUIZW8642,41.9764404,-87.81663050627,Norwood Park 5,4.58,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DUNKA8014,41.9803401,-87.74288842798,North Park 3,5.5,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DUSKD5383,41.9494264,-87.81722894476,Dunning 2,5.17,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DUUZN2841,41.9218112,-87.69063657846,Logan Square 3,6.77,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DUVHI0112,41.88099208346,-87.636806094,Loop 1,6.97,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DUXLQ7589,41.9752872,-87.72557704251,Albany Park 1,6.09,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DVCHA9392,41.78987765,-87.68662485,Gage Park 3,5.2,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DVCMB9343,41.9356698,-87.7630005645,Belmont Cragin 2,7.18,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DVNGV1890,41.71389143635,-87.61998237196,Roseland 2,11.2,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DVPEA0040,41.75224785,-87.66918975846,Auburn Gresham 1,6.71,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DVPZF1960,41.86523824401,-87.63522699006,Near West Side 4,7.6,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DVRBW4874,41.92963275,-87.71893702782,Logan Square 1,4.83,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DVWMK9661,41.89083265,-87.71959863711,Humboldt Park 4,6.27,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DWBTT8209,42.017003,-87.816509,Edison Park 1,4.6,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DWCTD3003,41.68755215,-87.53597050294,East Side 4,5.33,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DWEIE9311,41.8278059,-87.65209362443,Bridgeport 2,5.51,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DWEWU1433,41.9037571,-87.76961617758,Austin 9,5.8,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DWFRI5691,41.9036584,-87.7359956871,Humboldt Park 1,5.31,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DWGYM0810,41.7505205,-87.58579258994,Avalon Park 1,9.02,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DWMKK1484,41.802534,-87.68644672022,Gage Park 2,6.42,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DWMLU4849,41.94171985,-87.7524262436,Portage Park 4,6.96,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DWMUZ3935,41.96231835,-87.69021417612,Lincoln Square 2,6.12,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DWRMS8182,41.7514325,-87.56903725191,South Chicago 1,5.96,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DWTBK5575,41.81505595,-87.70319663856,Brighton Park 3,6.54,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DWTBM7891,41.77673266667,-87.60245566667,Woodlawn 1,6.28,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DWZPM1574,41.89110265,-87.68577505409,West Town 5,5.66,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DWZRL1539,41.916261,-87.73604474675,Hermosa 2,5.1,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DXEMM9791,41.7389797,-87.60272773313,Chatham 2,5.34,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DXHCB5919,41.97559665,-87.65386596903,Uptown 2,6.16,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DXHYE9278,41.64887855,-87.56940151087,Hegewisch 5,5.58,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DXIGM4223,41.73950785,-87.70388676765,Ashburn 6,7.62,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DXRZC4102,41.8149286,-87.66950393452,New City 1,6.16,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DXUQX7513,41.73966255,-87.73740646472,Ashburn 8,5.15,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DXWXZ1902,41.71372895,-87.56962240594,South Deering 1,5.97,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DXXAJ4778,41.7648253,-87.72039625876,West Lawn 3,5.51,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DYDVV6312,41.90346745,-87.71910871226,Humboldt Park 2,6.44,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DYGHJ0891,41.7742202,-87.799271931,Clearing 1,6.73,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DYHTK6723,41.73916155,-87.6202683,Chatham 1,6.06,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DYRMT9480,42.01638365,-87.68983284926,West Ridge 2,5.11,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DYSHC8669,41.7772231,-87.68679669713,Chicago Lawn 2,5.83,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DYUGS4351,41.87840975,-87.70263428384,East Garfield Park 2,5.09,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DYWEY8508,41.9485634,-87.6540142756,Lake View 2,6.33,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DYWHJ8696,41.7773501,-87.7035278237,Chicago Lawn 1,5.81,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DYWWS0378,41.96225355,-87.67205436321,Uptown 4,5.02,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DYZXT2661,41.79001015,-87.61876673066,Washington Park 1,4.85,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DZBHR9476,41.85326985,-87.61952604024,Near South Side 2,4.86,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DZBKX0961,41.8130536,-87.60098186266,Kenwood 1,5.84,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DZCNZ4799,41.9487138,-87.6903309,North Center 1,5.47,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DZFFW4078,41.6503081,-87.5365747,Hegewisch 3,5.66,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DZFVS4727,41.96208095,-87.65418214875,Uptown 3,6.48,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DZIEF7974,41.7391003,-87.67021444445,Auburn Gresham 5,4.86,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DZIHS7092,41.81532825168,-87.71997399657,Archer Heights 2,5.34,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DZKWB0839,41.71325825,-87.53592341667,East Side 2,5.8,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DZLAV7766,41.8787019,-87.75315257212,Austin 4,9.19,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DZTFU6199,41.73968055,-87.72068312695,Ashburn 7,5.26,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DZUWB2477,41.86579905,-87.73621350561,North Lawndale 1,5.87,Chicago LCS,"Jan 1, 2026",2026-01-01,2026-01-01,1
17-031-0001,41.670992,-87.732457,VILLAGE GARAGE,4.054167,EPA AQS,"Jan 1, 2026",2026-01-01,2026-01-01,1
17-031-0022,41.687165,-87.539315,WASHINGTON HS,5.3625,EPA AQS,"Jan 1, 2026",2026-01-01,2026-01-01,1
17-031-0052,41.965485,-87.749928,MAYFAIR PUMP STATION,5.5125,EPA AQS,"Jan 1, 2026",2026-01-01,2026-01-01,1
17-031-0057,41.912739,-87.722673,SPRINGFIELD PUMP STATION,4.591667,EPA AQS,"Jan 1, 2026",2026-01-01,2026-01-01,1
17-031-0076,41.7514,-87.713488,COM ED MAINTENANCE BLDG,5.483333,EPA AQS,"Jan 1, 2026",2026-01-01,2026-01-01,1
17-031-1016,41.80118,-87.832349,VILLAGE HALL,5.970833,EPA AQS,"Jan 1, 2026",2026-01-01,2026-01-01,1
17-031-3103,41.965193,-87.876265,IEPA TRAILER,6.670833,EPA AQS,"Jan 1, 2026",2026-01-01,2026-01-01,1
17-031-3301,41.782766,-87.805377,GRAVES ES,4.458333,EPA AQS,"Jan 1, 2026",2026-01-01,2026-01-01,1
17-031-4007,42.060285,-87.863225,REGIONAL OFFICE BUILDING,5.4125,EPA AQS,"Jan 1, 2026",2026-01-01,2026-01-01,1
17-031-6005,41.864426,-87.748902,LIBERTY SCHOOL,4.604167,EPA AQS,"Jan 1, 2026",2026-01-01,2026-01-01,1
DACZY2913,42.0027981,-87.67195804163,Rogers Park 2,10.897440758293842,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DAETQ5676,41.92218035,-87.79864272546,Montclare 2,11.472830188679247,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DAEXF8484,41.70576455,-87.71086021154,Mount Greenwood 1,10.85004716981132,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DAHAJ0678,41.7522794,-87.73751065,Ashburn 1,11.09622641509434,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DAHWZ2321,41.96237755,-87.70857185888,Albany Park 2,11.686509433962264,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DAJHM7956,41.73775017864,-87.53549803584,South Chicago 3,11.20816037735849,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DALBP5360,41.70569725,-87.67464569625,Beverly 4,9.77556603773585,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DALUY0194,41.9079403,-87.63684281787,Near North Side 2,11.121698113207549,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DAMWS8859,41.8658074,-87.71918399848,North Lawndale 2,11.822122641509434,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DAPBK7657,41.8402538,-87.70343516175,South Lawndale 2,11.25372641509434,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DAPJK7781,41.87791765,-87.6685754,Near West Side 2,9.924528301886792,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DAREG6245,41.93525075,-87.6725314,Lake View 5,10.676792452830188,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DARLP7776,41.8400145,-87.63555596913,Armour Square 2,11.151556603773585,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DATLR2184,41.82784155,-87.70286514737,Brighton Park 1,12.003537735849056,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DAUPG9028,41.9627009,-87.76268011147,Portage Park 2,11.251132075471697,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DAWAP1896,41.7516673,-87.61940269812,Greater Grand Crossing 5,10.376320754716982,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DAWUS6556,41.73545185,-87.68498598767,Ashburn 5,10.416556603773587,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DAYYE9472,41.7847049,-87.58248692116,Hyde Park 3,10.628632075471698,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DBCBA3610,41.8669061,-87.75356439011,Austin 5,11.049528301886792,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DBDBP2246,41.7517264,-87.60303067276,Greater Grand Crossing 4,10.096179245283018,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DBDSX9338,41.76396055,-87.56920031234,South Shore 2,11.28693396226415,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DBFUZ7169,41.73860965,-87.5523953503,South Chicago 4,11.219764150943394,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DBIRF2035,41.79007765,-87.70310395085,Gage Park 4,12.8225,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DBIZF0451,41.6758357,-87.6372934871,West Pullman 2,11.396778846153845,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DBJPV1452,41.94881145,-87.70812985315,Irving Park 2,12.19438679245283,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DBLXJ4454,41.8023942,-87.66940364305,New City 5,11.38504716981132,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DBMHJ0743,41.8027095,-87.73730573247,Archer Heights 4,10.180424528301886,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DBTKW5792,41.8912125,-87.76984190347,Austin 8,10.76882075471698,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DBYCW6873,41.97643085,-87.79850802324,Norwood Park 4,10.105990566037738,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DBZCJ6205,41.73924395,-87.63654310138,Auburn Gresham 3,12.144597156398106,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DCABM0358,41.8403631,-87.73770467097,South Lawndale 6,12.419905660377358,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DCAFN1583,41.8275454,-87.73584967759,South Lawndale 5,11.983018867924526,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DCFVE7122,41.8017657,-87.6359281004,New City 3,12.69891509433962,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DCHTB8281,41.68959485,-87.65379678317,Morgan Park 2,10.632547169811323,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DCIJQ7018,42.0028637,-87.7079294603,West Ridge 6,10.744622641509434,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DCIRD2804,41.86735079697,-87.61884913697,Near South Side 1,9.79490566037736,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DCQTB2627,41.9760533,-87.76267965049,Jefferson Park 2,10.84061320754717,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DCRJT8545,41.75146495,-87.6362956,Greater Grand Crossing 6,11.4721327014218,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DCYXM8877,41.94945715,-87.8351178454,Dunning 1,11.543443396226415,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DCZQF3538,41.85298145,-87.66905187486,Lower West Side 2,11.582877358490567,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DDCVA2276,42.00303345,-87.76224995,Forest Glen 2,9.202311320754717,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DDGFW8206,41.77689575,-87.63594989239,Englewood 3,10.012452830188678,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DDGHI0125,41.92893015,-87.75257875182,Belmont Cragin 3,10.65806603773585,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DDHVZ6546,41.86559955,-87.6517851304,Near West Side 5,10.808915094339621,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DDLSL3066,41.90818775,-87.67277999888,West Town 2,12.119339622641508,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DDQNT6485,41.85262982538,-87.6353109832,Armour Square 1,11.051367924528304,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DDVZB7943,41.79954752686,-87.58353859231,Hyde Park 2,8.955833333333334,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DDZMI3291,41.84077025,-87.68631765239,Lower West Side 5,11.1913679245283,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DEIDA3268,41.90808685,-87.65476058225,Near North Side 1,11.092264150943398,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DEJMD2536,41.9762844,-87.8527641,O'Hare 1,10.224198113207546,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DEPLW3142,41.7640476,-87.6024382544,Greater Grand Crossing 3,11.934292452830189,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DERZJ4600,42.0162268,-87.67155255924,Rogers Park 1,11.387971698113208,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DEVFQ3796,41.8911473,-87.7527475601,Austin 3,12.152830188679243,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DEWGT8066,41.94911115,-87.74480067538,Portage Park 3,12.631614906832299,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DEYGE9157,41.7014031,-87.5703907,South Deering 10,8.781027397260274,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFAKZ8204,41.802323,-87.652894475,New City 4,11.170896226415097,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFAQM2360,41.78968585,-87.65259587249,Englewood 1,11.014433962264148,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFCTF9310,41.70153607185,-87.65364411745,Washington Heights 4,10.005141509433964,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFDFU1164,41.8526565,-87.68640576809,Lower West Side 1,11.472216981132075,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFDVG9143,41.70084025,-87.60406122014,Pullman 3,10.707641509433964,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFEAJ0038,41.6642805,-87.5373633,Hegewisch 2,11.521161616161619,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFESS1920,41.76416395,-87.7034622167,Chicago Lawn 4,10.04811320754717,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFFDA0268,41.8811335,-87.654831,Near West Side 3,10.347122641509435,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFIBC1899,41.66442141106,-87.58654247521,South Deering 7,11.239933774834437,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFIRX1818,41.68842595,-87.60256092387,Pullman 4,12.24117924528302,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFKYH6865,41.69223635,-87.67489329296,Morgan Park 1,11.445377358490564,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFKYP0941,41.92145185,-87.63691042804,Lincoln Park 2,9.11872641509434,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFMDU1576,41.7770346,-87.61823783346,Greater Grand Crossing 1,11.88377358490566,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFNBI6922,41.69236885,-87.71085274558,Mount Greenwood 2,10.422735849056604,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFQDK6326,41.7328393,-87.67465490629,Beverly 1,12.219685534591195,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFRKF1779,41.99058225,-87.79848941722,Norwood Park 2,12.294198113207546,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFRSA4000,41.89544165,-87.61824483303,Near North Side 3,10.08033653846154,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DFVRF7063,41.90386395,-87.75296686302,Austin 2,10.497028301886791,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DGAID0757,41.91617695,-87.75264006953,Belmont Cragin 4,10.15443396226415,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DGDNA0617,42.00333585,-87.81657557251,Edison Park 2,11.809669811320758,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DGGGM0466,41.8401321,-87.65224955236,Bridgeport 1,10.521626794258376,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DGHRH9009,41.8029067,-87.70321051435,Gage Park 1,7.616509433962266,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DGKDK3415,41.9415229,-87.73560494298,Irving Park 4,10.68372641509434,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DGRCH4426,42.00290225,-87.6903495,West Ridge 3,9.759245283018869,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DGRSB4646,41.93583815,-87.78078553032,Belmont Cragin 1,10.812358490566039,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DGTDZ6242,41.98958085,-87.74435264432,Forest Glen 3,11.074834123222749,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DGTGR9009,41.70277366369,-87.55285081796,South Deering 3,10.62816037735849,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DGZGL5338,41.77766795,-87.77076185555,Clearing 2,11.583514851485148,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DGZUS1041,41.726048,-87.53635402287,East Side 1,10.647971698113206,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DHBBM8531,41.7997122,-87.7531658,Garfield Ridge 1,11.399707317073169,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DHCXV0760,41.87835895,-87.73628820535,West Garfield Park 1,10.994042553191488,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DHIBT9527,41.8658361,-87.6853688659,Near West Side 7,11.248160377358492,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DHJUH1119,41.9491384,-87.78084362295,Dunning 4,10.589622641509434,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DHNQG0980,41.96257933332,-87.74452053946,Irving Park 1,10.355896226415094,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DHQVH8975,41.8658287,-87.66865308211,Near West Side 6,11.108962264150943,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DHSIJ5379,41.72668335,-87.6533731,Washington Heights 1,11.370188679245281,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DHUBD2135,41.98985225,-87.78029629433,Norwood Park 3,10.257641509433961,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DHWLS6819,41.6635518,-87.63755419775,West Pullman 5,10.517264150943396,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DHZTI7858,41.71416735,-87.60386913021,Pullman 1,10.314245283018867,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DIBVR6629,41.71908015,-87.67444563166,Beverly 2,10.210141509433964,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DICQL6656,41.96248775,-87.72638198462,Albany Park 3,11.529386792452831,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DIEET8865,41.78645279022,-87.60174594829,Hyde Park 4,10.18193396226415,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DIFIV9884,41.94997245,-87.799195205,Dunning 3,11.3575,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DIFPQ7419,41.93555175,-87.69109155093,Avondale 2,9.37608490566038,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DIHMX0551,41.891075,-87.70279956945,Humboldt Park 3,11.711603773584907,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DIIPF3878,41.9859255,-87.65593,Edgewater 2,10.005754716981134,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DIQKT3554,41.92154965,-87.65448778151,Lincoln Park 1,10.42240566037736,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DIRJX6254,41.76421335,-87.61966303202,Greater Grand Crossing 2,10.961603773584907,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DITUM6528,41.87833905,-87.6855286518,Near West Side 1,10.819292452830187,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DITUY8368,41.98910785,-87.70794851144,West Ridge 5,10.82188679245283,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DIUDG6358,41.8528468,-87.7363577,North Lawndale 5,12.797783018867927,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DIUZJ7853,41.7903843,-87.77048382046,Garfield Ridge 2,10.489121951219513,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DIVZD0266,41.81559185,-87.736277095,Archer Heights 1,11.495094339622641,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DIWKR9442,41.7626353,-87.73788222688,West Lawn 4,11.417028571428572,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DIWYY0447,41.9896707,-87.69002591531,West Ridge 4,10.01919811320755,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DIXEX6164,41.72612465,-87.5862367414,Calumet Heights 1,10.800424528301889,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DIXUN6634,41.7521062,-87.70393644313,Ashburn 3,11.951415094339621,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DIZEF3591,41.67596525,-87.62018065,West Pullman 3,10.41188679245283,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DJCYU2364,41.82725075,-87.61890358618,Douglas 2,10.157405660377359,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DJGDZ3688,41.70133845,-87.61992013972,Roseland 3,10.980896226415096,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DJHFB1439,41.66730025,-87.56938199593,South Deering 6,11.856037735849057,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DJIHM1001,41.9083288,-87.6905694159,West Town 1,11.168443396226415,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DJJVG1917,41.9893028,-87.67229309826,Edgewater 1,11.091084905660377,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
