Sensor_ID,Latitude,Longitude,Station_Name,value_pm25_ug_m3,network,panel,start_date,end_date,n_dates_available_for_network
DJJWX4142,41.83003975,-87.72139660669,South Lawndale 4,8.616724137931033,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DJKZD4256,41.67869235,-87.67466474951,Morgan Park 3,7.702688679245284,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DJSLY4013,41.85292095,-87.70311062197,South Lawndale 1,11.775330188679245,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DJWGZ0445,41.81458865,-87.61885441048,Grand Boulevard 1,10.413537735849056,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DKDJK5693,41.726565,-87.61949170539,Roseland 1,11.209858490566036,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DKHYU9123,41.7775443,-87.75395070108,Clearing 3,10.360837988826814,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DKIJX6114,41.9756734,-87.69009047047,Lincoln Square 1,8.741,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DKISS7174,41.7898683,-87.72002286796,West Elsdon 2,12.064056603773587,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DKNMF4367,41.82675732205,-87.60127391431,Oakland 1,10.131462264150946,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DKRXT7147,41.68874295,-87.62059497345,Roseland 4,11.209669811320754,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DKTWP2892,41.7006795,-87.53620860009,East Side 3,9.60632075471698,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DKUAZ4434,42.01665715,-87.7077947,West Ridge 1,9.913820754716983,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DKWDP4373,41.93506775,-87.65427066335,Lake View 4,10.629103773584905,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DKXFR1580,41.91611105,-87.71889889178,Logan Square 4,10.49117924528302,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DLDVK7370,41.75137435,-87.55253841883,South Chicago 2,10.132924528301889,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DLFZU4679,41.7772125,-87.66997231765,West Englewood 2,10.690141509433962,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DLIKU5639,41.95008034764,-87.85424652587,O'Hare 3,9.930518867924528,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DLJWW1620,41.78957595,-87.6348940749,Englewood 2,11.112028301886792,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DLNMW9381,41.7138256,-87.65385383114,Washington Heights 5,10.512924528301888,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DLTCH1397,41.77677010296,-87.58579570606,Woodlawn 2,9.341037735849056,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DLUKV4510,41.72602304045,-87.55256172786,Calumet Heights 3,10.684433962264148,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DLVFF5341,41.80223545,-87.61894770389,Grand Boulevard 2,10.236037735849056,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DLZBV6061,41.7392967,-87.65309402456,Auburn Gresham 4,10.096839622641507,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMAEX1156,41.7003247,-87.58631302026,South Deering 9,9.957029702970297,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMAFX5938,41.73883825,-87.5685253,Avalon Park 2,10.615518867924527,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMARJ5120,41.79964665,-87.60179992085,Hyde Park 1,8.72504716981132,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMFEL5431,41.7873492,-87.80034666308,Garfield Ridge 4,11.952735849056602,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMHRT7456,41.76441945,-87.68673944938,Chicago Lawn 3,10.9575,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMIYV7889,41.96313028153,-87.85304850279,O'Hare 2,8.55376811594203,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMKJB8675,41.73896995,-87.58611561643,Avalon Park 3,11.784056603773585,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMLBL6950,41.77747453159,-87.72038498734,West Lawn 2,11.79816037735849,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMLFU0523,41.7130402,-87.5843047413,Pullman 2,10.26811320754717,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMLRY2750,41.98888865,-87.72522068118,North Park 1,9.402369668246447,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMMAG3845,41.6505642,-87.6038782,Riverdale 3,4.965943396226415,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMMRS6981,42.00388875,-87.7800832952,Forest Glen 1,10.326635071090047,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMSGP0807,41.97668455,-87.83490487434,Norwood Park 6,11.342075471698115,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMTRR1120,41.7264486,-87.60347733402,Burnside 1,11.37933962264151,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMVDY6300,41.82770135,-87.6859207505,McKinley Park 1,11.175047169811322,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMYFE2499,41.86563285,-87.70345920195,North Lawndale 3,11.154245283018867,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DMYYS7663,41.7770621,-87.65292944762,Englewood 6,11.862135416666666,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DNBEB5545,41.9286974,-87.73569501673,Hermosa 1,10.915943396226416,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DNBKU3560,41.78978595,-87.66959778168,West Englewood 1,10.767924528301888,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DNCCJ5144,41.962849,-87.78047373604,Portage Park 1,10.312216981132073,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DNEXF4696,41.85340285,-87.7191346,North Lawndale 4,11.927075471698114,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DNFCT5518,41.70134325,-87.63695104339,Roseland 6,11.478142857142856,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DNUKL3524,41.89463405,-87.65461125156,West Town 3,11.084809523809524,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DNVBM2851,41.764561,-87.65314835,Englewood 5,10.890188679245284,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DPBXQ5234,41.9761239,-87.7082665047,North Park 2,10.64367924528302,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DPCUT7707,41.88090137336,-87.61873552601,Loop 2,10.192735849056602,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DPDDG5192,41.9358392,-87.79903217638,Montclare 1,10.735660377358489,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DPMHQ8304,41.9758539,-87.67189334395,Uptown 1,10.656462264150944,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DPMWW4120,41.7872597,-87.78189702338,Garfield Ridge 3,10.051037735849055,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DPNPJ6846,41.81485945,-87.6515630055,New City 2,12.535592417061613,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DPPCP3370,41.66388775,-87.62119153511,West Pullman 4,10.73056603773585,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DPQLM7176,41.9486371,-87.67224304234,Lake View 1,10.219716981132075,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DPQMK5751,41.9413011,-87.71842453477,Avondale 1,10.514716981132075,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DPWHE0976,41.81472425,-87.63492704557,Fuller Park 1,10.26301886792453,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DQABT4506,41.66370695,-87.60544860892,Riverdale 2,11.492075471698111,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DQAJZ3770,41.92201145,-87.67250156058,Logan Square 2,11.203584905660376,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DQGPJ5322,41.70266025,-87.69255586271,Beverly 5,10.122830188679245,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DQIUL8061,41.7641265,-87.5857492,South Shore 1,10.430235849056604,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DQJDZ1252,41.67590428555,-87.65402778762,West Pullman 1,10.30882075471698,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DQJVA6225,41.9889689,-87.76288502645,Jefferson Park 1,10.479528301886791,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DQRVM2041,41.76433305,-87.67013475649,West Englewood 3,9.704433962264151,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DQTUI1287,41.6496509,-87.55276648075,Hegewisch 4,10.43693396226415,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DQUUS8611,41.8948325,-87.67276417878,West Town 4,11.502122641509434,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DQVFE3070,41.7643842,-87.63615245585,Englewood 4,11.175141509433963,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DQVGW1846,41.8403843,-87.71981834947,South Lawndale 3,11.890518867924529,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DQWCU6663,41.865808,-87.77006790729,Austin 6,10.067547169811322,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DQXJA8041,41.80260805,-87.72071352115,Archer Heights 3,11.856981132075472,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DQZEA3135,41.68798065,-87.58826181539,South Deering 8,10.749905660377358,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DQZIL1804,41.8150889,-87.68617463895,Brighton Park 2,11.071981132075473,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DRCQU4244,41.68869904102,-87.63708150084,Roseland 5,11.219103773584905,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DRCSL7614,41.97629145,-87.7806628029,Jefferson Park 3,11.983254716981131,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DRDMU5348,41.71400135,-87.63668979965,Washington Heights 3,10.314858490566039,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DRDZF3698,41.9157582,-87.76919201601,Austin 1,10.697405660377358,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DRHPF2920,41.68783235,-87.55325261923,South Deering 4,10.523679245283018,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DRILK5150,41.87824475,-87.71895694228,East Garfield Park 1,10.71654028436019,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DRJGY6541,41.7903099,-87.73683774404,West Elsdon 1,11.108557692307691,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DRJPX9457,41.6767009,-87.55354965902,South Deering 5,11.80683962264151,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DRQFY3540,41.84002135,-87.66866860578,Lower West Side 4,11.34984375,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DRRDD3500,41.66298535,-87.55350110056,Hegewisch 6,11.027061611374407,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DRUBP9408,41.7134615385,-87.55271837533,South Deering 2,8.532028301886792,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DRYBG8957,41.82758035,-87.66937111953,McKinley Park 2,11.128207547169811,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DRZTP3103,41.87855645,-87.77003805377,Austin 7,9.991839622641507,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DSHWY2305,41.9490356,-87.72654561437,Irving Park 3,10.886132075471696,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DSHYP2656,41.75200485,-87.65331955036,Auburn Gresham 2,10.458301886792452,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DSKDX3738,41.8283089,-87.63464506378,Armour Square 3,11.048396226415095,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DSKEW3707,41.72629795,-87.63656666475,Washington Heights 2,11.98306603773585,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DSMXS8409,41.7259095,-87.56951339891,Calumet Heights 2,11.604881516587678,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DSSQU9498,41.89454935,-87.63665349659,Near North Side 4,11.540280373831775,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DSZQR8376,41.67519010855,-87.53588600368,Hegewisch 1,10.527311320754716,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DTCRA7818,41.7772479,-87.73660460279,West Lawn 1,12.118342857142858,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DTFVD6048,41.67589005,-87.60362888146,Riverdale 1,11.39438679245283,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DTKNM4892,41.7059059,-87.65691952734,Beverly 3,9.806634615384617,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DTQTJ0507,41.8404121,-87.61910230081,Douglas 1,9.94398104265403,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DTUGZ9693,41.93498346759,-87.63645802882,Lake View 3,9.692830188679245,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DTVYY1142,41.85322215,-87.65232092746,Lower West Side 3,11.472830188679245,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DTYDP5264,41.9884148,-87.81462388174,Norwood Park 1,10.155330188679244,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DUBCZ6179,41.8910837,-87.73674123708,Humboldt Park 5,10.594454976303314,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DUDWN9545,41.75226525,-87.72071577079,Ashburn 2,11.495943396226417,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DUGYZ8163,41.7524136,-87.68538850711,Ashburn 4,9.897028301886793,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DUIZW8642,41.9764404,-87.81663050627,Norwood Park 5,9.228207547169811,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DUNKA8014,41.9803401,-87.74288842798,North Park 3,10.27570754716981,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DUSKD5383,41.9494264,-87.81722894476,Dunning 2,9.706132075471697,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DUUZN2841,41.9218112,-87.69063657846,Logan Square 3,12.443726415094343,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DUVHI0112,41.88099208346,-87.636806094,Loop 1,10.675,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DUXLQ7589,41.9752872,-87.72557704251,Albany Park 1,11.174198113207543,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DVCHA9392,41.78987765,-87.68662485,Gage Park 3,10.89080188679245,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DVCMB9343,41.9356698,-87.7630005645,Belmont Cragin 2,11.393867924528301,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DVNGV1890,41.71389143635,-87.61998237196,Roseland 2,13.168388625592415,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DVPEA0040,41.75224785,-87.66918975846,Auburn Gresham 1,11.807735849056602,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DVPZF1960,41.86523824401,-87.63522699006,Near West Side 4,12.115238095238094,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DVRBW4874,41.92963275,-87.71893702782,Logan Square 1,9.859952830188679,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DVWMK9661,41.89083265,-87.71959863711,Humboldt Park 4,11.040283018867925,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DWBTT8209,42.017003,-87.816509,Edison Park 1,8.077894736842106,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DWCTD3003,41.68755215,-87.53597050294,East Side 4,11.213923444976077,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DWEIE9311,41.8278059,-87.65209362443,Bridgeport 2,11.784764150943397,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DWEWU1433,41.9037571,-87.76961617758,Austin 9,10.497641509433961,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DWFRI5691,41.9036584,-87.7359956871,Humboldt Park 1,10.735592417061612,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DWGYM0810,41.7505205,-87.58579258994,Avalon Park 1,19.22969849246231,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DWMKK1484,41.802534,-87.68644672022,Gage Park 2,12.020000000000001,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DWMLU4849,41.94171985,-87.7524262436,Portage Park 4,12.035801886792454,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DWMUZ3935,41.96231835,-87.69021417612,Lincoln Square 2,11.024245283018868,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DWRMS8182,41.7514325,-87.56903725191,South Chicago 1,11.314245283018867,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DWTBK5575,41.81505595,-87.70319663856,Brighton Park 3,12.33004739336493,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DWTBM7891,41.77673266667,-87.60245566667,Woodlawn 1,10.830471698113206,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DWZPM1574,41.89110265,-87.68577505409,West Town 5,10.593962264150944,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DWZRL1539,41.916261,-87.73604474675,Hermosa 2,9.327924528301887,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DXEMM9791,41.7389797,-87.60272773313,Chatham 2,10.122216981132075,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DXHCB5919,41.97559665,-87.65386596903,Uptown 2,10.55091743119266,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DXHYE9278,41.64887855,-87.56940151087,Hegewisch 5,11.65504716981132,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DXIGM4223,41.73950785,-87.70388676765,Ashburn 6,11.889433962264151,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DXRZC4102,41.8149286,-87.66950393452,New City 1,11.757109004739336,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DXUQX7513,41.73966255,-87.73740646472,Ashburn 8,10.217311320754716,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DXWXZ1902,41.71372895,-87.56962240594,South Deering 1,11.160330188679245,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DXXAJ4778,41.7648253,-87.72039625876,West Lawn 3,11.537735849056604,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DYDVV6312,41.90346745,-87.71910871226,Humboldt Park 2,12.382352941176471,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DYGHJ0891,41.7742202,-87.799271931,Clearing 1,11.377264150943398,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DYHTK6723,41.73916155,-87.6202683,Chatham 1,10.641933962264151,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DYLLV9237,41.94900945,-87.76278188336,Portage Park 5,13.217238095238095,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DYRMT9480,42.01638365,-87.68983284926,West Ridge 2,9.748962264150942,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DYSHC8669,41.7772231,-87.68679669713,Chicago Lawn 2,10.465518867924526,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DYUGS4351,41.87840975,-87.70263428384,East Garfield Park 2,10.19509433962264,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DYWEY8508,41.9485634,-87.6540142756,Lake View 2,11.081273584905661,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DYWHJ8696,41.7773501,-87.7035278237,Chicago Lawn 1,10.648537735849056,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DYWWS0378,41.96225355,-87.67205436321,Uptown 4,7.877120418848167,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DYZXT2661,41.79001015,-87.61876673066,Washington Park 1,9.335896226415095,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DZBHR9476,41.85326985,-87.61952604024,Near South Side 2,9.545801886792454,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DZBKX0961,41.8130536,-87.60098186266,Kenwood 1,11.06563981042654,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DZCNZ4799,41.9487138,-87.6903309,North Center 1,9.663490566037735,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DZFFW4078,41.6503081,-87.5365747,Hegewisch 3,10.96274881516588,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DZFVS4727,41.96208095,-87.65418214875,Uptown 3,10.749481132075472,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DZIEF7974,41.7391003,-87.67021444445,Auburn Gresham 5,9.648254716981132,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DZIHS7092,41.81532825168,-87.71997399657,Archer Heights 2,10.30174528301887,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DZKWB0839,41.71325825,-87.53592341667,East Side 2,11.13174528301887,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DZLAV7766,41.8787019,-87.75315257212,Austin 4,14.238396226415095,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DZTFU6199,41.73968055,-87.72068312695,Ashburn 7,10.056462264150944,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
DZUWB2477,41.86579905,-87.73621350561,North Lawndale 1,12.652641509433963,Chicago LCS,Shared period,2025-09-01,2026-03-31,212
17-031-0001,41.670992,-87.732457,VILLAGE GARAGE,7.767648306603774,EPA AQS,Shared period,2025-09-01,2026-03-31,212
17-031-0022,41.687165,-87.539315,WASHINGTON HS,9.359102923444977,EPA AQS,Shared period,2025-09-01,2026-03-31,212
17-031-0052,41.965485,-87.749928,MAYFAIR PUMP STATION,9.220869685714286,EPA AQS,Shared period,2025-09-01,2026-03-31,212
17-031-0057,41.912739,-87.722673,SPRINGFIELD PUMP STATION,10.303421481132073,EPA AQS,Shared period,2025-09-01,2026-03-31,212
17-031-0076,41.7514,-87.713488,COM ED MAINTENANCE BLDG,9.2721764,EPA AQS,Shared period,2025-09-01,2026-03-31,212
17-031-1016,41.80118,-87.832349,VILLAGE HALL,10.300941683962265,EPA AQS,Shared period,2025-09-01,2026-03-31,212
17-031-3103,41.965193,-87.876265,IEPA TRAILER,9.89845841509434,EPA AQS,Shared period,2025-09-01,2026-03-31,212
17-031-3301,41.782766,-87.805377,GRAVES ES,9.071211084905661,EPA AQS,Shared period,2025-09-01,2026-03-31,212
17-031-4007,42.060285,-87.863225,REGIONAL OFFICE BUILDING,9.203852962264149,EPA AQS,Shared period,2025-09-01,2026-03-31,212
17-031-6005,41.864426,-87.748902,LIBERTY SCHOOL,8.623709018867926,EPA AQS,Shared period,2025-09-01,2026-03-31,212
