run_key,city,selection_strategy,selection_strategy_label,time_aggregation,sample_size,row_count,n_outer_draws,n_days,selected_ref_mdape_median_pct,full_ref_mdape_median_pct,mdape_delta_median_pctpt,selected_ref_abs_median_ugm3,full_ref_abs_median_ugm3,abs_delta_median_ugm3,reference_mean_delta_median_ugm3,mdape_delta_p95_pctpt,abs_delta_p95_ugm3
chicago_phase4_strategy_n50,Chicago,anti_cluster,Anti-cluster,period,9,20,20,0,2.3693229086952847,2.9635127370884526,0.6062849753140911,0.23472908019807237,0.3130852154743655,0.07925431898330615,0.647007807974795,0.9096767205753602,0.11216209018461397
chicago_phase4_strategy_n50,Chicago,anti_cluster,Anti-cluster,period,10,20,20,0,2.255333347898062,2.9998555573420154,0.7575211561620434,0.22375247691491262,0.3169247129624755,0.09468179948787281,0.647007807974795,0.946047777740961,0.11528836767978783
chicago_phase4_strategy_n50,Chicago,anti_cluster,Anti-cluster,period,11,20,20,0,2.1328328148058437,3.0003964848865,0.8719567141029769,0.21153148662944332,0.3169818601495624,0.10589422914277824,0.647007807974795,1.1686716020600607,0.13772634527438968
chicago_phase4_strategy_n50,Chicago,anti_cluster,Anti-cluster,period,12,20,20,0,2.0185185965047943,2.992093271751,0.97644908723866,0.19990758361047867,0.3161046534343277,0.11600850488439018,0.647007807974795,1.2607894876138934,0.14697147674332225
chicago_phase4_strategy_n50,Chicago,anti_cluster,Anti-cluster,period,13,20,20,0,1.9233455658890808,3.0332972264420466,1.1302420402124582,0.1908115009978606,0.32045771352797736,0.131685734492621,0.647007807974795,1.3915529042807988,0.15990409213787302
chicago_phase4_strategy_n50,Chicago,anti_cluster,Anti-cluster,period,14,20,20,0,1.8226085036530009,3.041986421453535,1.2331906340556578,0.18081751642340294,0.32137569793831045,0.1419591730944294,0.647007807974795,1.4637940728056038,0.16690056373703613
chicago_phase4_strategy_n50,Chicago,anti_cluster,Anti-cluster,period,15,20,20,0,1.7498575238782146,3.071166346202909,1.3317830034190652,0.17368004236149126,0.3244584594575537,0.15197012987190162,0.647007807974795,1.638541796334775,0.18503711108993928
chicago_phase4_strategy_n50,Chicago,anti_cluster,Anti-cluster,period,16,20,20,0,1.680786313066622,3.0862340370933388,1.4194031355149785,0.16656040207984812,0.3260503106381112,0.1606907430505995,0.647007807974795,1.664864081767544,0.1874887646122749
chicago_phase4_strategy_n50,Chicago,anti_cluster,Anti-cluster,period,17,20,20,0,1.6065044734326634,3.094244911930317,1.4952944863573876,0.15934643468075693,0.326896632789214,0.1683117879407381,0.647007807974795,1.7710346527351362,0.1980358611901513
chicago_phase4_strategy_n50,Chicago,anti_cluster,Anti-cluster,period,18,20,20,0,1.5363997160381426,3.108815086616958,1.577286578482696,0.1520895938169704,0.32843592304573166,0.17649188766849644,0.647007807974795,1.8281073753653077,0.20348713173050906
