dataset_key,city,period_type,period_label,period_sort,n_days,sample_size,n_sensors_available,n_draws_requested,n_draws_completed,seed_used,reference_mean_ugm3,reference_sd_ugm3,ape_median_pct,ape_p75_pct,ape_p95_pct,absolute_error_median_ugm3,absolute_error_p75_ugm3,absolute_error_p95_ugm3
chicago_lcs_corrected_no_collocation,Chicago,month,2025-09,202509,30,22,271,10000,10000,866207336,10.922613517069237,1.0618909113257253,1.1958636148036303,2.144270132277808,4.165715630555603,0.13061956083625414,0.23421033931065427,0.4550050185457323
chicago_lcs_corrected_no_collocation,Chicago,month,2025-09,202509,30,23,271,10000,10000,866207336,10.922613517069237,1.0618909113257253,1.171450105285153,2.093162320845744,4.055274995256281,0.12795296754559793,0.22862803059089742,0.4429420147861914
chicago_lcs_corrected_no_collocation,Chicago,month,2025-09,202509,30,24,271,10000,10000,866207336,10.922613517069237,1.0618909113257253,1.149927872852618,2.049010035886702,3.9447214808021696,0.12560217727674683,0.22380544714586614,0.43086668167283154
chicago_lcs_corrected_no_collocation,Chicago,month,2025-09,202509,30,25,271,10000,10000,866207336,10.922613517069237,1.0618909113257253,1.1271539206447985,2.0183367828599295,3.830283575614992,0.12311466649452463,0.22045512626463903,0.41836707157220604
chicago_lcs_corrected_no_collocation,Chicago,month,2025-09,202509,30,26,271,10000,10000,866207336,10.922613517069237,1.0618909113257253,1.1122673029423447,1.9742641889360504,3.7655116293513773,0.121488658777122,0.2156412471633864,0.4112922822143476
chicago_lcs_corrected_no_collocation,Chicago,month,2025-09,202509,30,27,271,10000,10000,866207336,10.922613517069237,1.0618909113257253,1.1052659227193118,1.9392320706565727,3.693854081821477,0.12072392507449958,0.21181482427687648,0.40346540524184643
chicago_lcs_corrected_no_collocation,Chicago,month,2025-09,202509,30,28,271,10000,10000,866207336,10.922613517069237,1.0618909113257253,1.0798249182474593,1.9004134917673687,3.577254569288362,0.11794510248117884,0.2075748209319901,0.3907296911250676
chicago_lcs_corrected_no_collocation,Chicago,month,2025-09,202509,30,29,271,10000,10000,866207336,10.922613517069237,1.0618909113257253,1.059173208292851,1.8654603536622538,3.490358902784471,0.11568939601817085,0.20375702474468094,0.38123841330976616
chicago_lcs_corrected_no_collocation,Chicago,month,2025-09,202509,30,30,271,10000,10000,866207336,10.922613517069237,1.0618909113257253,1.0472026186427148,1.8238765020383383,3.4407441749175742,0.11438189477497218,0.19921498134628912,0.3758191883373193
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,2,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,3.495505408010482,6.27459818744191,12.78112746904386,0.2606451612903231,0.4678704409525152,0.9530350097604903
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,3,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,2.9754313573956894,5.291779231855464,11.05778750800804,0.22186542303136925,0.3945857581106662,0.8245327848539358
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,4,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,2.6871627176489836,4.758709104041301,9.814479483515766,0.20037044095251533,0.3548369569430958,0.7318245258895228
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,5,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,2.4349560075072523,4.319418599988516,8.861675669737691,0.18156444554688722,0.32208090855600036,0.660777946144258
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,6,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,2.2182112495445985,3.962423526733325,8.329581282237925,0.16540269901703075,0.2954612849000866,0.6211019018349777
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,7,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,2.084308860474154,3.7065010855505776,7.784778712534637,0.15541816009557907,0.2763782230324019,0.5804782617381035
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,8,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.9481261905199494,3.4704820325573604,7.31960244268793,0.14526359020310586,0.2587792732513401,0.5457920204853299
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,9,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.846274313669546,3.3390836313413437,6.882314656848663,0.13766892340369008,0.24898144619040807,0.5131853063863706
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,10,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.7927156911274467,3.20317134392179,6.509564270407523,0.13367528180354205,0.2388470375882572,0.48539087517984625
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,11,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.7191932435866817,3.067822253088996,6.239802067748503,0.12819302159767698,0.22875462419082204,0.4652758404094917
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,12,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.6403207102359296,2.9579453457336076,5.976660173031757,0.12231182795698858,0.22056156456227827,0.44565445420493577
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,13,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.6016417020075686,2.8775244263935473,5.736783368850657,0.1194276967194492,0.21456491427975544,0.42776784811578206
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,14,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.5517467217173726,2.788142927634663,5.470630054395399,0.11570723753906487,0.2079001112137977,0.4079219129857236
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,15,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.5188525934135644,2.6882602704563463,5.318435983985029,0.11325446050785137,0.20045228085693778,0.396573440190163
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,16,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.4679057792212624,2.620744527202909,5.1613522741983875,0.10945557048984433,0.195417915368731,0.3848603675170114
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,17,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.4193940560415417,2.572270130867778,4.935891407567901,0.10583825498414567,0.19180338316910484,0.3680486973611336
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,18,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.3830736791081168,2.476970199977086,4.794660561840029,0.1031299969788102,0.18469726746948734,0.35751770619758055
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,19,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.363638736879548,2.423276269399362,4.652877466192033,0.10168081494057768,0.1806935365172564,0.34694553607628
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,20,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.3125534752065187,2.348447506570012,4.513015622556621,0.09787160147524832,0.17511386986529942,0.33651662565057344
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,21,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.2819801833635855,2.287318453907979,4.425403388436511,0.09559187947415637,0.17055573307795324,0.3299837492199119
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,22,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.2706604886274953,2.232115685373053,4.326662572022196,0.09474781736700466,0.16643949441458705,0.32262106113444405
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,23,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.239029564669835,2.1969803652963504,4.173645374617074,0.09238923217992046,0.16381960112322136,0.31121121121504386
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,24,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.226780303844584,2.166339020771531,4.0415641537310645,0.09147585623257726,0.16153480471938186,0.30136246915835485
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,25,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.2180625033161292,2.13229336387797,3.983624139013305,0.0908258064516132,0.1589961630362875,0.2970421255403287
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,26,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.1967486323505723,2.0959676742316122,3.861732371208705,0.08923652058674003,0.1562875088842557,0.2879531682162789
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,27,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.176726727342699,2.056192338265816,3.785609215645094,0.08774357119860365,0.15332162909061453,0.2822769841330454
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,28,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.1600806997799717,2.0357898757950545,3.700061153147951,0.08650234681686264,0.1518003031303614,0.27589802431323107
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,29,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.1408385303277098,1.9867627943969879,3.646066772120869,0.08506753903514186,0.1481445595262152,0.2718718900325277
chicago_lcs_corrected_no_collocation,Chicago,month,2025-10,202510,31,30,276,10000,10000,3766948784,7.45658011837187,0.767809939710527,1.1156454832536387,1.9512769175127385,3.5986353033087397,0.08318899929580459,0.14549852668563434,0.26833512455923075
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,2,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,4.136177540712321,7.391988523388115,15.893995575265857,0.40846616566653005,0.7299921676668042,1.5696036656665315
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,3,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,3.4850730772414975,6.224531234680203,12.8727691290191,0.3441666666666663,0.6147005010001361,1.2712439434443077
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,4,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,3.1509111066391786,5.610202002514482,11.268190929153992,0.3111666666666677,0.5540327217644361,1.11278461756679
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,5,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,2.858767462182495,5.055470643588097,10.092378897876841,0.28231616566653006,0.49925050100013557,0.9966678824332105
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,6,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,2.652199680816002,4.66324971321659,9.43003900671828,0.2619166666666679,0.46051691716673515,0.9312588343334687
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,7,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,2.456808705048148,4.351116499436691,8.76693674310339,0.24262092757129228,0.4296923561427204,0.8657744985191688
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,8,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,2.3414543634566183,4.148676568817231,8.124672181329814,0.23122916666666615,0.40970050100013644,0.8023479796357537
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,9,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,2.244024287617214,3.952783553872817,7.696471322392528,0.2216075077540589,0.3903551832743841,0.7600612157665447
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,10,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,2.1212043388389623,3.759825938698474,7.247092321815647,0.20947848450710893,0.3712997494999315,0.7156830150026857
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,11,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,2.0383777512553505,3.619915507138608,6.828096149869892,0.20129898584862183,0.3574829640855013,0.6743052554410973
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,12,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.9662589807673494,3.448450611477511,6.631462104128937,0.1941769323671494,0.3405500331878981,0.6548867575858353
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,13,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.9031233452265957,3.386408405377086,6.33782360482787,0.18794200393083038,0.33442308583472213,0.6258886329354788
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,14,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.850576798341033,3.268427395174293,6.004782368803232,0.18275279570316183,0.3227719295715654,0.5929993105239467
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,15,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.7767778269664192,3.1437037550707116,5.7280311112006865,0.17546481481481457,0.3104549082300907,0.5656688770685119
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,16,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.7537120072583734,3.0245324788273242,5.542756105760296,0.17318696120689658,0.2986862078332648,0.5473721356155207
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,17,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.7027766250063125,2.9621182956110617,5.3792382587581455,0.1681568627450991,0.2925225260641393,0.5312240115745224
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,18,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.654931918954639,2.849814116866014,5.132946853766959,0.16343198248161706,0.2814319824816174,0.5069016257863999
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,19,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.584387562368284,2.776157783908081,4.966093813125652,0.15646540946568255,0.2741580877795049,0.49042413634845394
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,20,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.553883007769451,2.706323148235528,4.839470555542783,0.15345294727572423,0.2672616029011081,0.47791951922310383
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,21,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.5121612309707158,2.6470461424720613,4.746232438168285,0.14933273385982737,0.261407731538462,0.46871183509372094
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,22,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.4807507162901414,2.5678715805220627,4.6378690080457705,0.14623080403043787,0.2535888868637062,0.4580104581907861
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,23,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.4469750249303002,2.5168138190152813,4.558095919433337,0.1428953023488262,0.24854670289918523,0.4501325063117463
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,24,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.418259976611974,2.4941141931556157,4.458563773581942,0.1400595619658116,0.2463050125835018,0.44030325851560853
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,25,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.400048288417603,2.443217291999078,4.371603900234211,0.13826107571278,0.24127871430324488,0.431715579267421
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,26,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.3781293865769229,2.39491579482834,4.253769606015676,0.13609648541114083,0.23650872385890676,0.4200789118686667
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,27,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.3632516976297873,2.367293748429627,4.129167338589442,0.1346272466034737,0.23378092233943848,0.40777387662586506
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,28,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.3419796879420205,2.318511581715169,4.015884934694064,0.13252653981619034,0.22896346361223685,0.396586728902834
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,29,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.3171521909861867,2.2704585388116727,3.949526179000947,0.13007471264367965,0.2242180091460777,0.3900335028312806
chicago_lcs_corrected_no_collocation,Chicago,month,2025-11,202511,30,30,274,10000,10000,2599894923,9.875450501000136,1.1170212570569658,1.2965328672904053,2.2403302225906976,3.8733521379555906,0.12803846153846177,0.22124270219089048,0.3825109731132349
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,2,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,4.960918378143965,8.597627726731172,16.29810920143746,0.6832258064516132,1.1840793759167525,2.2446023002205946
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,3,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,4.120435432901278,7.142444842965685,13.556543789463497,0.5674731182795689,0.9836692051557439,1.867029420209505
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,4,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,3.5733798010778486,6.234719358327721,11.58679607884658,0.49213172043010545,0.8586557642955288,1.5957525384890763
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,5,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,3.2635801625589242,5.712190828697393,10.3564622744537,0.4494656066722129,0.7866922791425592,1.4263089513068377
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,6,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,3.001346509966728,5.217997741622562,9.590128188646693,0.41335035842293877,0.7186311975599518,1.3207681655334704
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,7,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,2.800189586634538,4.862223645717142,8.86650140658955,0.38564669738863255,0.6696334062113838,1.2211090995994032
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,8,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,2.686949413821692,4.613843968229416,8.248548018119342,0.370051075268818,0.6354261501103,1.136003546553593
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,9,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,2.528899628201918,4.360448246100352,7.724911738853934,0.34828419986217707,0.600528076123485,1.063887500306067
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,10,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,2.429499895249022,4.163192406879818,7.324449917820857,0.3345947057945029,0.5733616787841358,1.0087352422415492
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,11,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,2.320040617386254,3.959084778426429,6.883483390035757,0.31951979472140835,0.5452516418064328,0.948004609604763
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,12,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,2.234675291406175,3.812513060141094,6.660428182187662,0.3077631421744327,0.5250655446374721,0.917285080951227
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,13,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,2.1143011136519823,3.6584344832160913,6.339277677868712,0.29118501320654033,0.5038455905982593,0.8730557073593663
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,14,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,2.022282036114384,3.528978295506904,6.113077923971054,0.27851199509430113,0.486016672340416,0.8419031066722122
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,15,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,1.988365926289636,3.3421098155548545,5.9051983267904955,0.27384101288487717,0.4602808391370097,0.8132735879818319
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,16,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,1.8893827912852226,3.26465405751864,5.764142908491534,0.2602088933691755,0.4496135052454142,0.7938472046842833
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,17,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,1.8289705625939527,3.130872019395975,5.52152251676052,0.2518888222611775,0.4311888237816377,0.7604331268529834
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,18,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,1.7910859883929655,3.05892869757359,5.293552001643514,0.24667129663636977,0.4212806716363695,0.7290366540296835
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,19,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,1.725667693735765,2.9934808001333977,5.181197757637772,0.23766178192216536,0.4122670799783936,0.7135630434765899
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,20,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,1.7053039811593664,2.9317672161790274,4.992262122887584,0.2348572580645154,0.40376778409156655,0.6875425183277889
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,21,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,1.632791437283931,2.845163914288601,4.852202427438665,0.2248707117255515,0.3918406354740567,0.6682532676124291
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,22,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,1.6005580665914134,2.7839868349679584,4.751415761618088,0.22043147910622984,0.3834152278843357,0.6543727628780223
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,23,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,1.5489529648758271,2.706451506362059,4.680094082058261,0.2133243399539344,0.3727369354035237,0.6445502243235828
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,24,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,1.5265598434199448,2.661120943248915,4.607286656162162,0.2102403225806455,0.3664939359870587,0.6345230663496315
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,25,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,1.5104656298528027,2.5897134495105596,4.472619018273444,0.20802380112121988,0.356659578963364,0.6159764186352064
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,26,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,1.484686164229019,2.5373615941688117,4.39302159717939,0.2044734108813202,0.34944959567827594,0.605014131398624
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,27,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,1.445558084503039,2.478496639279125,4.294674008380598,0.1990846276383902,0.34134261765311225,0.5914695403475685
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,28,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,1.425789403208176,2.436268775133441,4.213633345132973,0.196362052463666,0.3355269270215606,0.58030848743715
chicago_lcs_corrected_no_collocation,Chicago,month,2025-12,202512,31,29,277,10000,10000,1544432022,13.772163828811658,1.6180732552248065,1.4012378529523613,2.39811664765823,4.107566539287793,0.1929807727399222,0.3302725535214974,0.5657007931681644
