target_N_star,sample_size,value_median,value_p5,value_p25,value_p75,value_p95,value_mean,value_sd,n_outer_draws,baseline_ape_median_pct,baseline_absolute_error_median_ugm3
40,2,3.7538857417760525,3.001196816703785,3.486805617430187,4.178156752492407,4.614214990318028,3.829884652591014,0.5328350367141735,50,3.8367681867847345,0.3934026696980695
40,3,3.1457786146878113,2.499917947148266,2.8583718334915007,3.5748047416183892,4.129636937169311,3.243262917329535,0.5497860353204957,50,3.2222263260098707,0.3303906770781424
40,4,2.77972300102828,2.1265092216593118,2.4439148883185062,3.2283668542600448,3.7357240781697536,2.866887051091533,0.5462717430053191,50,2.8683276232093857,0.2941037064542886
40,5,2.482767525046738,1.9083572439752794,2.1924130364823844,3.105758110664179,3.4234518810143686,2.612241042599938,0.5519328488003881,50,2.586898030568394,0.2652473493101821
40,6,2.2750342933015753,1.735520112819239,1.931670464201983,3.005779453790728,3.3791136245032187,2.4215693633258097,0.5858528846524584,50,2.4415474940359254,0.2503438455460314
40,7,2.099211690134877,1.58143613078409,1.7800323809179246,2.8110364713175358,3.3110402445554046,2.2613497673583747,0.5905526814739906,50,2.271171585804873,0.232874367618959
40,8,1.914427684482657,1.4784962866595552,1.651112904343682,2.6533311727151467,3.196362339320041,2.1363032283468275,0.6212102775772025,50,2.11089497744792,0.2164404204665206
40,9,1.797427750422215,1.3485521899935833,1.5422932095983635,2.429852894959084,3.1979538417998,2.023968883040732,0.6337995971852514,50,2.022674001134049,0.2073946908535644
40,10,1.6668167524604178,1.2869327393327419,1.4476288068585033,2.3232023763966416,3.1056080193080806,1.9281222127431312,0.6429649877094904,50,1.904132930486043,0.1952400931839895
40,11,1.5569806840996907,1.1854604413720944,1.36019507991537,2.1617524109261383,3.011346842779056,1.8327294951007693,0.6471867127331644,50,1.867596209990154,0.1914938039412348
40,12,1.472811835962763,1.1198629652332825,1.281820566064087,2.0537234702751848,2.9601643195820007,1.761450559979851,0.6577406477609107,50,1.789536940324472,0.1834900039756979
40,13,1.384824715200887,1.0542976716465857,1.2129520861992324,1.9658952658508737,2.8660909144662634,1.6685390323965392,0.6444281540042287,50,1.732345827045306,0.1776259184871547
40,14,1.3124579520239739,1.0055584500250643,1.1369941968819992,1.8596065337909826,2.776421480579036,1.5960429669580471,0.6325413616105893,50,1.6846505958754872,0.172735492388778
40,15,1.2512355003177305,0.9492206326705139,1.0845553801920327,1.7624784729012242,2.6660543561041283,1.521622690533597,0.6157378255244289,50,1.6375478100610186,0.1679058126198898
40,16,1.1839789560532137,0.896222910975054,1.02876999181195,1.6776744285413754,2.571978105528682,1.4540372410223534,0.5982361868584806,50,1.5462803863352266,0.1585477158044863
40,17,1.1171287184340577,0.845835399559278,0.9733148265179421,1.6386261445941848,2.4620715449708688,1.3839870839037558,0.5763298711637705,50,1.573920041357609,0.1613817452652162
40,18,1.0700927401645135,0.8145592057380234,0.9257669207408448,1.5368952555918773,2.361463035786262,1.3182683935149555,0.5505251455661654,50,1.472096515009071,0.1509412794477711
40,19,1.0235279314534158,0.7758040406184246,0.8754865447364634,1.4485490770121765,2.260960258603844,1.2573943279897342,0.5281332188421379,50,1.4739702121958989,0.1511333988148058
40,20,0.9790668425870105,0.7416284041893247,0.8352097390462538,1.3972916456572877,2.1404887360958593,1.1965750545263445,0.5008001776270483,50,1.4162506069592076,0.1452151244524806
40,21,0.9238523551288627,0.7029786064543747,0.8111775374127551,1.323871296227268,2.0421035110353176,1.1382179932963101,0.4774818981907365,50,1.3633764521996798,0.1397936779048176
40,22,0.880579714558319,0.6719119375002216,0.7595558676669232,1.261669510020606,1.931369168119987,1.0800560240044097,0.45005565402104336,50,1.3362726998585834,0.1370145971757423
40,23,0.8165270896798007,0.6366310045213541,0.7164094025265416,1.1875518808080785,1.8174577295314696,1.0233440113960108,0.42500850496112086,50,1.3416040217731262,0.1375612437731117
40,24,0.7932645770776013,0.5997413035917081,0.6841567874362262,1.1196161018635533,1.7048023258836082,0.9653153158912434,0.3973102171400391,50,1.2889400607718842,0.1321613494229332
40,25,0.7474425565346516,0.5718746552536754,0.6533198561741362,1.0707318511015462,1.6052270748355437,0.9147159375963432,0.3713964242335828,50,1.2738591922726623,0.1306150339719778
40,26,0.7150877814523102,0.5355949135427172,0.6206425264247353,1.016442501311436,1.4758946648339977,0.8607597765182491,0.34026020980297467,50,1.251631663286919,0.1283359363517719
40,27,0.6720430535525765,0.5062086557167913,0.5833041770798995,0.932605295188458,1.3768346019979731,0.8034366708760067,0.308691692253684,50,1.2458772364423585,0.1277459067296984
40,28,0.6354589217167541,0.4804274960033614,0.5531528122198738,0.8932939248046203,1.2695380583194207,0.7514557218561383,0.27789106924235435,50,1.2102076943853255,0.124088533547634
40,29,0.5974422750136873,0.4571567971661527,0.5179510233523164,0.8300069894610159,1.1594879361214616,0.700593104193359,0.2508381545190099,50,1.1760842279468473,0.1205896870855287
40,30,0.5647688136408011,0.42818417685294624,0.4892214265230066,0.7792431311459751,1.0339087858378442,0.6450730133313687,0.21608713606455673,50,1.170584222613046,0.1200257445494319
