cluster,n_rows,latitude_mean,latitude_median,longitude_mean,longitude_median,period_mean_pm25_ugm3_mean,period_mean_pm25_ugm3_median,period_sd_daily_pm25_ugm3_mean,period_sd_daily_pm25_ugm3_median,record_uptime_pct_mean,record_uptime_pct_median,daily_availability_pct_mean,daily_availability_pct_median,longest_missing_gap_days_mean,longest_missing_gap_days_median,nearest_neighbor_km_mean,nearest_neighbor_km_median,scope,dataset_key,city,feature_set,optimal_k
0,263,41.829638652469846,41.81532825168,-87.6777345276838,-87.67276417878,10.25267144030143,10.243088235294117,5.148800698751118,5.187260452232426,99.20890263095586,99.63369963369964,99.20890263095586,99.63369963369964,1.4714828897338403,1.0,1.3500612233379465,1.370673677487226,sensor_level,chicago_lcs_corrected_no_collocation,Chicago,location_pm_uptime_density,2
1,14,41.838058990812854,41.85551591673,-87.66713971710287,-87.66426043766,10.26888132900884,10.227437007173771,4.978238284935716,4.780636150080297,59.811616954474104,63.00366300366301,59.811616954474104,63.00366300366301,74.0,64.0,1.279083275933154,1.3273206313607855,sensor_level,chicago_lcs_corrected_no_collocation,Chicago,location_pm_uptime_density,2
0,7,23.762701779999997,23.793826,90.44488857,90.447879,69.9889429797932,67.44195584743316,65.0774780007502,67.03809257002075,83.64644487932159,87.12328767123287,90.84148727984345,91.78082191780824,12.857142857142858,17.0,4.501323038932369,2.5090397250275633,sensor_level,dhaka_lcs,Dhaka,location_pm_uptime_density,2
1,28,23.76262884392857,23.7496811,90.39344775607142,90.39823082000001,51.43678738504371,52.13324520105667,43.40914072311652,46.23547918586532,86.33398564905416,87.81392694063928,90.5968688845401,92.6027397260274,21.035714285714285,20.0,1.5017405433432003,1.225212099816403,sensor_level,dhaka_lcs,Dhaka,location_pm_uptime_density,2
0,11,26.734451818181814,26.75155,80.9927790909091,80.97102,88.49298682063169,83.49762764430866,86.44668820338785,82.34577712534973,56.73931091739311,65.05707762557078,72.82689912826899,72.6027397260274,42.45454545454545,37.0,4.682247178278385,4.519462255631584,sensor_level,lucknow_lcs,Lucknow,location_pm_uptime_density,2
1,60,26.869571921666665,26.86504,80.92874160833335,80.932605,56.908939530272775,58.59685039319214,48.14697931307966,50.026355881480924,74.39402587519027,78.23630136986301,78.78995433789956,82.1917808219178,48.166666666666664,28.0,2.380537548386971,1.8486207165839579,sensor_level,lucknow_lcs,Lucknow,location_pm_uptime_density,2
