dataset_key,city,network,scenario,estimator,placement,time_aggregation,time_index,sample_size,n_sensors_available,n_draws_requested,n_draws_completed,reference_mean_ugm3,reference_sd_ugm3,seed_used,seed_scope,valid_sensor_set_hash,runtime_ms,pm_value,source_frequency,exclude_collocated,ape_mean_pct,ape_p25_pct,ape_median_pct,ape_p75_pct,ape_p95_pct,ape_min_pct,ape_max_pct,absolute_error_mean_ugm3,absolute_error_p25_ugm3,absolute_error_median_ugm3,absolute_error_p75_ugm3,absolute_error_p95_ugm3,absolute_error_min_ugm3,absolute_error_max_ugm3,subnet_mean_mean_ugm3,subnet_mean_p25_ugm3,subnet_mean_median_ugm3,subnet_mean_p75_ugm3,subnet_mean_p95_ugm3,subnet_mean_sd_ugm3,bias_ugm3,bias_pct,rse_normal_pct,rse_lognormal_pct,date,daily_reference_mean_ugm3,daily_reference_median_ugm3,daily_spatial_sd_ugm3,daily_spatial_cv,daily_valid_sensor_count,daily_missing_fraction,display_name,retained_sensor_count,convex_hull_area_km2,sensor_density_per_100_km2_hull,mean_pairwise_distance_km,median_pairwise_distance_km,p10_pairwise_distance_km,p90_pairwise_distance_km,median_nearest_neighbor_km,p10_nearest_neighbor_km,p90_nearest_neighbor_km,latitude_min,latitude_max,longitude_min,longitude_max,city_key,city_Dhaka,city_Lucknow,city_Chicago,log_pm25,log_spatial_sd,missing_pct,valid_sensor_fraction,log_sensor_density,log_retained_sensor_count,log_median_nearest_neighbor_km,month,season
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,S0_baseline,arithmetic_mean,random_srswor,daily,2025-09-01,5,270,10000,10000,8.712592592592591,1.8104678944877617,868093486,valid_sensor_set,a1827e3b9bd083a9,39.32354199059773,corrected_pm25,official_daily,True,7.158160091821119,2.7614351300799047,5.952219010372367,10.038258799523884,17.72874511137558,0.0068015643597861,48.842033667743614,0.6236613259259258,0.2405925925925913,0.5185925925925909,0.8745925925925917,1.5446333333333302,0.0005925925925911,4.255407407407409,8.7037738,8.164,8.665,9.19,10.038,0.8004939331982902,-0.0088187925925904,-0.1012189253528064,9.223700995252534,9.070068148701,2025-09-01,8.712592592592591,8.625,1.8104678944877617,0.2077989846589422,270,0.0252707581227437,Chicago corrected LCS (collocation excluded),277,695.8334436262294,39.80837692371567,15.618534559396998,13.946159277526831,4.989592959454108,29.089811375028795,1.3694120586091307,1.161120166464281,1.4841866507556116,41.64887855,42.017003,-87.85424652587339,-87.53549803584423,chicago,0,0,1,2.2734232489911905,1.0333509799781861,2.52707581227437,0.9747292418772563,3.708887377093252,5.627621113690637,0.8626418478347342,9,SON
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,S0_baseline,arithmetic_mean,random_srswor,daily,2025-09-02,5,270,10000,10000,10.006037037037038,1.5801271178801828,4291943353,valid_sensor_set,c97d8d7b22e3195d,9.505780490144389,corrected_pm25,official_daily,True,5.491966701583858,2.1783145730540423,4.6168424247583815,7.794923805258315,13.791303768465692,0.0003701469112937,31.780443658087904,0.5495282222222222,0.2179629629629627,0.4619629629629624,0.7799629629629639,1.3799629629629615,3.703703703550332e-05,3.179962962962964,10.0131642,9.556,10.017,10.478,11.138000000000002,0.692674283631694,0.007127162962961,0.0712286286426887,7.009575455934897,6.925407921020266,2025-09-02,10.006037037037036,9.98,1.5801271178801828,0.1579173764829563,270,0.0252707581227437,Chicago corrected LCS (collocation excluded),277,695.8334436262294,39.80837692371567,15.618534559396998,13.946159277526831,4.989592959454108,29.089811375028795,1.3694120586091307,1.161120166464281,1.4841866507556116,41.64887855,42.017003,-87.85424652587339,-87.53549803584423,chicago,0,0,1,2.398443943799726,0.94783866821597,2.52707581227437,0.9747292418772563,3.708887377093252,5.627621113690637,0.8626418478347342,9,SON
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,S0_baseline,arithmetic_mean,random_srswor,daily,2025-09-03,5,270,10000,10000,11.316259259259258,1.2161749437778495,4291943353,valid_sensor_set,c97d8d7b22e3195d,9.39340651166276,corrected_pm25,official_daily,True,3.282566153584322,1.1145876631133742,2.4412595446080356,4.310088073862928,8.786766992102454,0.0022910332232382,28.735120557441135,0.3714636962962963,0.1261296296296286,0.2762592592592572,0.4877407407407426,0.9943333333333304,0.0002592592592574,3.2517407407407433,11.3137566,11.022000000000002,11.286,11.57,12.096099999999998,0.5298504265393116,-0.0025026592592567,-0.0221156055364232,4.770401772379341,4.608597393341822,2025-09-03,11.316259259259258,11.215,1.2161749437778495,0.1074714634858461,270,0.0252707581227437,Chicago corrected LCS (collocation excluded),277,695.8334436262294,39.80837692371567,15.618534559396998,13.946159277526831,4.989592959454108,29.089811375028795,1.3694120586091307,1.161120166464281,1.4841866507556116,41.64887855,42.017003,-87.85424652587339,-87.53549803584423,chicago,0,0,1,2.510920280446349,0.7957827115171129,2.52707581227437,0.9747292418772563,3.708887377093252,5.627621113690637,0.8626418478347342,9,SON
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,S0_baseline,arithmetic_mean,random_srswor,daily,2025-09-04,5,270,10000,10000,13.181814814814816,1.1607176519023468,4291943353,valid_sensor_set,c97d8d7b22e3195d,9.389405506226469,corrected_pm25,official_daily,True,2.745671562112787,0.9392850419629686,2.077216367105099,3.670320222304019,7.660666069135652,0.001404853487812,20.07170372201884,0.3619293407407407,0.1238148148148141,0.273814814814818,0.4838148148148153,1.0098148148148152,0.0001851851851828,2.645814814814816,13.1788758,12.896,13.174,13.444,13.9701,0.5019426660669142,-0.0029390148148156,-0.022295980152236,3.908527552471508,3.8082528964280695,2025-09-04,13.181814814814816,13.155,1.1607176519023468,0.088054465049671,270,0.0252707581227437,Chicago corrected LCS (collocation excluded),277,695.8334436262294,39.80837692371567,15.618534559396998,13.946159277526831,4.989592959454108,29.089811375028795,1.3694120586091307,1.161120166464281,1.4841866507556116,41.64887855,42.017003,-87.85424652587339,-87.53549803584423,chicago,0,0,1,2.651960497034234,0.7704404127655967,2.52707581227437,0.9747292418772563,3.708887377093252,5.627621113690637,0.8626418478347342,9,SON
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,S0_baseline,arithmetic_mean,random_srswor,daily,2025-09-05,5,270,10000,10000,12.113444444444443,1.450003072252439,4291943353,valid_sensor_set,c97d8d7b22e3195d,9.3881565007905,corrected_pm25,official_daily,True,3.294304400069712,1.1107951679034205,2.3234055824107274,4.040505957567824,8.416268425349248,0.0045862723695295,35.55186615422715,0.3990537333333334,0.1345555555555542,0.2814444444444444,0.4894444444444463,1.0195000000000003,0.0005555555555538,4.306555555555553,12.1129628,11.794,12.068,12.355999999999998,12.86,0.6344561615101928,-0.000481644444445,-0.0039761146935047,5.313284432866607,4.976269849424596,2025-09-05,12.113444444444443,12.03,1.450003072252439,0.1197019624684414,270,0.0252707581227437,Chicago corrected LCS (collocation excluded),277,695.8334436262294,39.80837692371567,15.618534559396998,13.946159277526831,4.989592959454108,29.089811375028795,1.3694120586091307,1.161120166464281,1.4841866507556116,41.64887855,42.017003,-87.85424652587339,-87.53549803584423,chicago,0,0,1,2.5736379973970522,0.8960892785364367,2.52707581227437,0.9747292418772563,3.708887377093252,5.627621113690637,0.8626418478347342,9,SON
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,S0_baseline,arithmetic_mean,random_srswor,daily,2025-09-06,5,270,10000,10000,4.645407407407407,0.8547694860571292,1398670766,valid_sensor_set,6249069880f058dc,19.524604998878203,corrected_pm25,official_daily,True,4.63182513992314,1.5626744056256174,3.216239057292747,5.437469105289177,10.044169470444736,0.0127565257601971,69.80211439414478,0.215167148148148,0.0725925925925921,0.1494074074074074,0.2525925925925927,0.4665925925925931,0.000592592592592,3.242592592592594,4.652195799999999,4.460000000000001,4.582,4.731999999999999,5.086,0.394372960363089,0.0067883925925924,0.1461312646500695,8.167459635474987,7.328413131906397,2025-09-06,4.645407407407408,4.53,0.8547694860571292,0.1840031263337943,270,0.0252707581227437,Chicago corrected LCS (collocation excluded),277,695.8334436262294,39.80837692371567,15.618534559396998,13.946159277526831,4.989592959454108,29.089811375028795,1.3694120586091307,1.161120166464281,1.4841866507556116,41.64887855,42.017003,-87.85424652587339,-87.53549803584423,chicago,0,0,1,1.7308423663716057,0.6177604220612248,2.52707581227437,0.9747292418772563,3.708887377093252,5.627621113690637,0.8626418478347342,9,SON
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,S0_baseline,arithmetic_mean,random_srswor,daily,2025-09-07,5,270,10000,10000,6.542481481481481,1.0683225871493174,1398670766,valid_sensor_set,6249069880f058dc,19.408937994739972,corrected_pm25,official_daily,True,4.91725441134013,1.7045293721376673,3.6451227589486246,6.396372426364428,12.02194206524875,0.0073593098099538,48.53691259970451,0.3217104592592592,0.1115185185185194,0.2384814814814806,0.4184814814814803,0.7865333333333319,0.000481481481481,3.175518518518519,6.5455932,6.273999999999999,6.508,6.744,7.153999999999999,0.4869716425540867,0.0031117185185189,0.0475617474398165,7.248058724429017,6.940956469283497,2025-09-07,6.542481481481482,6.54,1.0683225871493174,0.1632901201437418,270,0.0252707581227437,Chicago corrected LCS (collocation excluded),277,695.8334436262294,39.80837692371567,15.618534559396998,13.946159277526831,4.989592959454108,29.089811375028795,1.3694120586091307,1.161120166464281,1.4841866507556116,41.64887855,42.017003,-87.85424652587339,-87.53549803584423,chicago,0,0,1,2.020551236825192,0.7267379343984854,2.52707581227437,0.9747292418772563,3.708887377093252,5.627621113690637,0.8626418478347342,9,SON
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,S0_baseline,arithmetic_mean,random_srswor,daily,2025-09-08,5,271,10000,10000,7.150479704797048,0.941481176693438,718124200,valid_sensor_set,b950c088a2faec4a,8.556517213582993,corrected_pm25,official_daily,True,4.444210281868942,1.6849177925254717,3.586888088431091,6.216082321006509,11.209322007658246,0.0067087079028545,32.075054959799346,0.3177823542435424,0.1204797047970482,0.2564797047970479,0.4444797047970477,0.8015202952029519,0.0004797047970477,2.293520295202951,7.154605999999999,6.886,7.128,7.4,7.838199999999996,0.413163873544917,0.0041262952029512,0.0577065507952292,5.844540833245544,5.6785248585085,2025-09-08,7.150479704797047,7.13,0.941481176693438,0.1316668553106759,271,0.0216606498194945,Chicago corrected LCS (collocation excluded),277,695.8334436262294,39.80837692371567,15.618534559396998,13.946159277526831,4.989592959454108,29.089811375028795,1.3694120586091307,1.161120166464281,1.4841866507556116,41.64887855,42.017003,-87.85424652587339,-87.53549803584423,chicago,0,0,1,2.09807678500492,0.6634511749035634,2.16606498194945,0.9783393501805054,3.708887377093252,5.627621113690637,0.8626418478347342,9,SON
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,S0_baseline,arithmetic_mean,random_srswor,daily,2025-09-09,5,271,10000,10000,7.190553505535057,0.8701562587944462,718124200,valid_sensor_set,b950c088a2faec4a,8.474308205768466,corrected_pm25,official_daily,True,3.893481597421793,1.4108301174151985,3.0394531570736785,5.264594794318105,10.36779497495688,0.0076976763281218,36.1786681993595,0.279962877490775,0.1014464944649429,0.2185535055350573,0.3785535055350566,0.7455018450184496,0.0005535055350565,2.601446494464941,7.1936794,6.956,7.160000000000001,7.386000000000001,7.824,0.3799249872214665,0.0031258944649428,0.0434722370473512,5.371664254536198,5.143080992662781,2025-09-09,7.190553505535055,7.11,0.8701562587944462,0.121013807647023,271,0.0216606498194945,Chicago corrected LCS (collocation excluded),277,695.8334436262294,39.80837692371567,15.618534559396998,13.946159277526831,4.989592959454108,29.089811375028795,1.3694120586091307,1.161120166464281,1.4841866507556116,41.64887855,42.017003,-87.85424652587339,-87.53549803584423,chicago,0,0,1,2.102981478674757,0.6260219882281267,2.16606498194945,0.9783393501805054,3.708887377093252,5.627621113690637,0.8626418478347342,9,SON
chicago_lcs_corrected_no_collocation,Chicago,LCS corrected,S0_baseline,arithmetic_mean,random_srswor,daily,2025-09-10,5,271,10000,10000,10.212435424354243,1.2189564337913017,718124200,valid_sensor_set,b950c088a2faec4a,8.47268320794683,corrected_pm25,official_daily,True,3.772523050907474,1.335973435179592,2.835411570439057,4.950480023992167,11.198744747196985,0.004263668127637,31.095076185968196,0.3852664804428045,0.1364354243542429,0.2895645756457572,0.5055645756457565,1.1436645756457549,0.0004354243542437,3.1755645756457564,10.216399399999998,9.8995,10.186,10.478,11.068,0.5350958733152442,0.003963975645755,0.0388151844397651,5.298254243356905,5.127881802773193,2025-09-10,10.212435424354242,10.14,1.2189564337913017,0.1193600138596107,271,0.0216606498194945,Chicago corrected LCS (collocation excluded),277,695.8334436262294,39.80837692371567,15.618534559396998,13.946159277526831,4.989592959454108,29.089811375028795,1.3694120586091307,1.161120166464281,1.4841866507556116,41.64887855,42.017003,-87.85424652587339,-87.53549803584423,chicago,0,0,1,2.417023468113413,0.7970370104955775,2.16606498194945,0.9783393501805054,3.708887377093252,5.627621113690637,0.8626418478347342,9,SON
