city,dataset_key,resolution,distance_bin_label,distance_bin_left_km,distance_bin_right_km,pair_count,median_distance_km,median_pearson_correlation,p10_pearson_correlation,p90_pearson_correlation,median_mean_abs_difference_ugm3,p10_mean_abs_difference_ugm3,p90_mean_abs_difference_ugm3,median_semivariance_ugm3_sq,p10_semivariance_ugm3_sq,p90_semivariance_ugm3_sq
Dhaka,dhaka_lcs,highest_hourly,20-50 km,20.0,50.0,26,23.536335023146364,0.7423508951123051,0.6824136980754218,0.8234662536913773,34.817701317335235,21.691345041492603,40.75817464741537,2177.426375675216,928.9274012067515,2899.1867868185363
Dhaka,dhaka_lcs,monthly,0-1 km,0.0,1.0,15,0.5002149727936732,0.9508236163415463,0.36788456585622814,0.9953784080512432,12.447864010419107,6.826022613261303,31.89912063643933,171.58532196007573,39.9105421578102,1196.1406652532303
Dhaka,dhaka_lcs,monthly,1-2 km,1.0,2.0,24,1.589382622534718,0.9617998245802983,0.663785421779101,0.9875738508242144,11.732374345011682,9.042513368596875,20.899968652617943,162.95934938770742,68.20781121367315,529.3344802133862
Dhaka,dhaka_lcs,monthly,2-5 km,2.0,5.0,133,3.7270082722906737,0.9718016905406317,0.8379249628388523,0.9922840775958509,12.002993707432742,6.487650610116057,27.71311959053585,137.76093700437576,36.185481814648156,787.2761238539437
Dhaka,dhaka_lcs,monthly,5-10 km,5.0,10.0,195,7.257033317283711,0.973288547893267,0.8862430375530592,0.9925695724272582,14.189535749607236,6.841258189621451,28.76575904874623,200.9940381110014,42.32168942897102,751.8510459204731
Dhaka,dhaka_lcs,monthly,10-20 km,10.0,20.0,202,13.7458088777659,0.9729311624068813,0.8647497267003986,0.9929238925018042,12.854161619533013,6.6199783427830585,30.5214064422778,172.88320937459832,35.859774556168695,960.8081505022739
Dhaka,dhaka_lcs,monthly,20-50 km,20.0,50.0,26,23.536335023146364,0.9634148557399453,0.9301143150745441,0.988978528221899,23.303905929572508,10.289081688941387,35.21147059168395,682.0462732772544,85.74798282123417,1433.6285385280175
Dhaka,dhaka_lcs,total_period,0-1 km,0.0,1.0,15,0.5002149727936732,,,,11.004791916916375,2.177038173664202,28.240202087064077,60.55272256731399,2.441581302962667,399.5916569328971
Dhaka,dhaka_lcs,total_period,1-2 km,1.0,2.0,24,1.589382622534718,,,,9.595872157395771,2.036656584786733,20.184065132136396,46.44386212261926,2.141204932589983,214.27292294107014
Dhaka,dhaka_lcs,total_period,2-5 km,2.0,5.0,133,3.7270082722906737,,,,7.540472812882101,1.3375289656492697,25.51387438277722,28.42936512090705,0.8948944259866453,325.5484226645231
Dhaka,dhaka_lcs,total_period,5-10 km,5.0,10.0,195,7.257033317283711,,,,10.959493073248481,1.6932600215020248,29.251073767527615,60.05524421129072,1.4364409801164086,427.92935116466765
Dhaka,dhaka_lcs,total_period,10-20 km,10.0,20.0,202,13.7458088777659,,,,9.770569349286614,2.4734854019440853,27.453700110846246,47.73201333584338,3.059075447788265,376.9032359950343
Dhaka,dhaka_lcs,total_period,20-50 km,20.0,50.0,26,23.536335023146364,,,,19.063668963193763,4.823458156221488,34.51072752907953,181.72913707945895,11.777198090735137,597.0356684651574
Dhaka,dhaka_lcs,weekly,0-1 km,0.0,1.0,15,0.5002149727936732,0.9368188930349309,0.41168534268548734,0.993163733605641,14.655905598997029,7.724769790558565,33.4967269668619,207.0923335889639,50.88297341327588,1309.5796396187231
Dhaka,dhaka_lcs,weekly,1-2 km,1.0,2.0,24,1.589382622534718,0.9456831516043054,0.6950930167813705,0.9704186884580643,12.70975115485178,9.796443841274172,22.920152188921634,166.07678089229097,106.71117117840815,630.1528236820253
Dhaka,dhaka_lcs,weekly,2-5 km,2.0,5.0,133,3.7270082722906737,0.9600680560948389,0.8710512042312596,0.9837387668121014,12.341375999171978,7.813067003372784,29.916718309718892,157.47223679149585,61.736300935890526,938.6196610785448
Dhaka,dhaka_lcs,weekly,5-10 km,5.0,10.0,195,7.257033317283711,0.953122852674648,0.8868491544804299,0.981514822796432,14.23624620954745,7.8697209171561004,31.453452379568386,217.48552051407304,71.3682343547569,956.7493988551997
Dhaka,dhaka_lcs,weekly,10-20 km,10.0,20.0,202,13.7458088777659,0.9518757596633589,0.8805588403619885,0.9810628702418788,14.407728434060497,8.063863179441014,32.26226756907434,209.87575296021072,64.95027591770234,1154.7230033696578
