dataset_key,city,network,sample_size,n_sensors_available,n_draws_completed,reference_mean_ugm3,best_ape_pct,ape_median_pct,ape_p95_pct,worst_ape_pct,best_absolute_error_ugm3,absolute_error_median_ugm3,absolute_error_p95_ugm3,worst_absolute_error_ugm3
lucknow_lcs,Lucknow,LCS,13,71,10000,61.802242631595966,0.0004115596363769529,4.7927167824910155,13.543964387992801,25.639567401009135,0.0002543530850473985,2.962006454560317,8.370473733004262,15.84582765486325
lucknow_lcs,Lucknow,LCS,14,71,10000,61.802242631595966,0.0010560211345626092,4.624872707384435,12.925004504389648,26.931500894541355,0.0006526447438233163,2.85827505202019,7.987942643947598,16.644271527174887
lucknow_lcs,Lucknow,LCS,15,71,10000,61.802242631595966,0.0035256306591801467,4.270163298206924,12.383821294657915,27.409835671327436,0.0021789188142804505,2.6390566823232042,7.6534792835877345,16.939893146515523
lucknow_lcs,Lucknow,LCS,16,71,10000,61.802242631595966,6.277511148915464e-05,4.132439577260514,11.867456573259833,23.543520068678912,3.879642671478223e-05,2.5539403341426414,7.334354305605326,14.55042339686343
lucknow_lcs,Lucknow,LCS,17,71,10000,61.802242631595966,0.0012492783686229786,3.9023306894661953,11.230040931233365,23.185535614893578,0.0007720820485204172,2.41172788099113,6.940417143948384,14.329180976151626
lucknow_lcs,Lucknow,LCS,18,71,10000,61.802242631595966,0.0016211732546986969,3.86965589734964,11.113181220136912,21.64330240730059,0.0010019214283474298,2.391534126687887,6.868195221757971,13.376046267249961
lucknow_lcs,Lucknow,LCS,19,71,10000,61.802242631595966,0.0010219765452655321,3.71198043395444,10.463399814448268,19.855836918995447,0.0006316044241430063,2.294087154229892,6.4666157408392815,12.271352509211574
lucknow_lcs,Lucknow,LCS,20,71,10000,61.802242631595966,0.000725025298421066,3.6092826048656796,10.365688640466708,20.903439142263302,0.0004480818940706399,2.2306175927190743,6.406228044017016,12.91879417704957
lucknow_lcs,Lucknow,LCS,21,71,10000,61.802242631595966,2.09907342545856e-06,3.377056458192568,9.722767793612782,20.611833021030506,1.2972744514172518e-06,2.087096626098152,6.008888542315241,12.73857505447669
lucknow_lcs,Lucknow,LCS,22,71,10000,61.802242631595966,0.00010648281094081758,3.320105031335766,9.59507230664317,21.20801320198378,6.580876517858769e-05,2.0518993670899555,5.929969867628683,13.107027776430918
lucknow_lcs,Lucknow,LCS,23,71,10000,61.802242631595966,0.0013625798525197423,3.299415346795855,9.292532695271284,19.45419137951142,0.0008421049065034936,2.0391126780508877,5.742993602951943,12.023126558380675
lucknow_lcs,Lucknow,LCS,24,71,10000,61.802242631595966,0.0006891497253680779,3.145186825084545,8.810745965410556,16.7571142232189,0.0004259099853669568,1.9437959928557405,5.445238599196585,10.356272390287423
lucknow_lcs,Lucknow,LCS,25,71,10000,61.802242631595966,0.0002670232848798788,3.075812853471529,8.69516912834588,18.70202765400549,0.00016502637840432044,1.9009213225962895,5.373809521927948,11.558272507756648
lucknow_lcs,Lucknow,LCS,26,71,10000,61.802242631595966,0.00040229552657087945,2.9038782048780516,8.524358762259217,15.066807555435313,0.00024862765742739157,1.794661853904767,5.268244885039151,9.311624962245766
lucknow_lcs,Lucknow,LCS,27,71,10000,61.802242631595966,1.105420654205638e-05,2.864189263420114,8.310545519642254,17.26078721115476,6.831747548119438e-06,1.77013319800702,5.136103506058533,10.667553592361351
lucknow_lcs,Lucknow,LCS,28,71,10000,61.802242631595966,0.00012136590839783537,2.7876045474484297,7.928501215333458,14.43572356750964,7.500685318007072e-05,1.7228021260234812,4.899991558149419,8.921600904818789
