dataset_key,city,network,sample_size,dates_evaluated,n_sensors_available_min,n_sensors_available_median,n_sensors_available_max,best_ape_min_over_days_pct,best_ape_median_over_days_pct,median_ape_median_over_days_pct,p95_ape_median_over_days_pct,worst_ape_median_over_days_pct,worst_ape_max_over_days_pct,best_absolute_error_min_over_days_ugm3,best_absolute_error_median_over_days_ugm3,median_absolute_error_median_over_days_ugm3,p95_absolute_error_median_over_days_ugm3,worst_absolute_error_median_over_days_ugm3,worst_absolute_error_max_over_days_ugm3,date_at_best_ape,date_at_worst_ape,date_at_worst_absolute_error
chicago_lcs_corrected_all,Chicago,LCS corrected,4,272,265,279.0,283,0.0,0.005846261658889298,3.9051254168658147,12.714150567134217,38.073334803213285,299.93269797602665,0.0,0.0005405422954058992,0.3449024822695037,1.1690212375157847,3.8427076145310197,16.5309476534296,2025-10-19,2026-03-13,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,5,272,265,279.0,283,0.0,0.005673372547291994,3.5324259231826023,11.453746334948447,33.42302417961506,239.25106438724043,0.0,0.0005135382602996508,0.31103424357288434,1.0643096072931248,3.1984132841328403,13.186447653429603,2025-10-19,2026-03-13,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,6,272,265,279.0,283,0.0,0.004448515608086753,3.2352925961784633,10.454213294167369,28.285887745420386,200.3993362590336,0.0,0.0004601784326982994,0.2883325426944974,0.9923314715961501,2.8123859151121926,11.045114320096268,2025-09-13,2026-03-13,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,7,272,265,279.0,283,0.0,0.0036574789644929413,3.0292869316156406,9.718997441487428,26.034033658841775,173.52936773058602,0.0,0.00035842754367854113,0.266374124669958,0.9176361992100428,2.6002843057400513,9.564161939143888,2025-10-19,2026-03-13,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,8,272,265,279.0,283,0.0,0.00312441685781377,2.8640148828991743,9.154911235016279,24.111119626214105,153.96656186546141,0.0,0.00031196774029407237,0.2534220406360428,0.8653644255210984,2.3006758832565284,8.485947653429601,2025-10-19,2026-03-13,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,9,272,265,279.0,283,0.0,0.002819055966683832,2.7212968754398004,8.613660553139413,22.192693867536725,133.48937068331844,0.0,0.0002823680870243095,0.2400217477263742,0.8024213192896452,2.0892610757016663,7.357336542318492,2025-10-19,2026-03-13,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,10,272,265,279.0,283,0.0,0.0026519767095720386,2.5959054060901776,8.210316690239484,20.60772555323387,119.57516211436432,0.0,0.0002654222175166865,0.2293652561821511,0.7625084827453259,2.005172866243651,6.590447653429603,2025-10-19,2026-03-13,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,11,272,265,279.0,283,0.0,0.002648816426018193,2.4839308110947105,7.919101489148182,19.274715632109952,116.73484699619496,0.0,0.0002606712284114465,0.22144175297482516,0.7304027607031147,1.8189085791184567,6.433902198884146,2025-10-19,2026-03-13,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,12,272,265,279.0,283,0.0,0.002194917864760084,2.3861898305398626,7.54612775961964,18.424342158002645,98.74920853256481,0.0,0.00021352583586420337,0.21121865631402947,0.6949410095579454,1.7296276609511483,5.44261432009627,2025-09-13,2026-03-13,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,13,272,265,279.0,283,0.0,0.0019812192656354236,2.3023450947708497,7.41721652489874,17.629383617183805,95.60313597452523,0.0,0.00020156157424455756,0.20229546559564682,0.6890757623372942,1.6851200334363141,5.269216884198833,2025-10-18,2026-03-13,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,14,272,265,279.0,283,0.0,0.001892783420647121,2.236538346063774,7.152963641299727,16.134934161579658,89.00560499302887,0.0,0.00018370793059130364,0.19604798200153262,0.6860299325823518,1.5900550604407342,4.905590510572461,2025-10-19,2026-03-13,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,15,272,265,279.0,283,0.0,0.001800046095856312,2.141091875894476,6.896019047015795,15.574734249771481,85.46498984738324,0.0,0.0001666666666646499,0.18983333333333308,0.6639156333409585,1.479573811918208,4.710447653429602,2025-10-19,2026-03-13,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,16,272,265,279.0,283,0.0,0.0014875951227508784,2.084918664221347,6.667189031488277,14.990671951586627,78.27305728699892,0.0,0.00014919845381022867,0.18466831023454278,0.6527049366740839,1.4434949663688452,4.2359476534296014,2025-10-19,2026-03-16,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,17,272,265,279.0,283,0.0,0.0014405193244663276,2.0444333603637532,6.422225193645957,14.529940710706768,72.41859604914866,0.0,0.00014653170388179149,0.18064697217512915,0.6267489277264682,1.359240154809819,4.1416139836717605,2025-10-19,2026-03-13,2025-12-02
chicago_lcs_corrected_all,Chicago,LCS corrected,18,272,265,279.0,283,0.0,0.0012830277603834252,1.9747082244010563,6.274394150154843,13.871353703462331,68.88768804174578,0.0,0.00014268012037677025,0.17561976593898754,0.6074660973084886,1.3195586111755762,3.7967809867629345,2025-09-13,2026-03-13,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,19,272,265,279.0,283,0.0,0.0012877087052887855,1.9237613403047797,6.089621815967666,13.555098640174226,67.16085261296297,0.0,0.00012782117924281522,0.1722300446688687,0.5896051203864598,1.2679833380664514,3.7016055481664463,2025-10-19,2026-03-13,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,20,272,265,279.0,283,0.0,0.00111776240871662,1.8772494854171629,5.940118504495045,13.227824729828013,64.626259981673,0.0,0.00011403912006269223,0.17025436212533052,0.5725647867420356,1.2357091488099834,3.4139476534296023,2025-10-19,2026-03-16,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,21,272,265,279.0,283,0.0,0.0012326487456411441,1.825471077982996,5.731146302468298,12.58204793585342,58.93024793594647,0.0,0.0001229266793014716,0.16483199135756177,0.5573609190988218,1.1667080194991222,3.2479714629534104,2025-12-29,2026-03-13,2026-03-13
chicago_lcs_corrected_all,Chicago,LCS corrected,22,272,265,279.0,283,0.0,0.0010701823830306782,1.7846915564966563,5.573051767150977,12.224631708353218,55.09572041896664,0.0,0.00011323339780577868,0.16194081098757396,0.5404521141451148,1.1577291300097747,3.1541922825376076,2025-10-19,2026-03-13,2026-02-05
chicago_lcs_corrected_all,Chicago,LCS corrected,23,272,265,279.0,283,0.0,0.0012168255092366576,1.7552630665092304,5.472382854745268,11.84691791569632,54.229412116500185,0.0,0.0001108802245211038,0.1582518442944605,0.531845198752358,1.1239694841207544,3.2689302471066632,2025-10-19,2026-03-13,2026-02-05
chicago_lcs_corrected_all,Chicago,LCS corrected,24,272,265,279.0,283,0.0,0.0009956815713688298,1.7217688850193729,5.313464171923207,11.565809140729952,52.679308312045606,0.0,9.895693822592477e-05,0.1551045841103571,0.5164804416418827,1.0919466198905323,3.0635357142857096,2025-09-13,2026-03-13,2026-03-05
chicago_lcs_corrected_all,Chicago,LCS corrected,25,272,265,279.0,283,0.0,0.0011421643650008947,1.6849166004589113,5.199758787855968,10.985757777896037,50.549236916224515,0.0,0.00010752688171944413,0.1517155307724094,0.5012902150537639,1.0555245955427677,2.969625899280576,2025-10-19,2026-03-13,2026-02-05
chicago_lcs_corrected_all,Chicago,LCS corrected,26,272,265,279.0,283,0.0,0.0008935000401635667,1.6557072323430944,5.087426148294889,11.00813599602342,47.0896503771332,0.0,9.357398873577338e-05,0.14870109214501426,0.48234166325453015,1.0403513964503373,2.861862852450038,2025-10-18,2026-03-13,2025-12-02
chicago_lcs_corrected_all,Chicago,LCS corrected,27,272,265,279.0,283,0.0,0.0010107989608348195,1.620935685977513,4.9493748365928685,10.529390063472459,48.086262066087826,0.0,9.562353687941894e-05,0.14666693312017154,0.4716835390642748,1.0159906527072033,2.9247394179894144,2026-04-01,2026-03-13,2026-03-05
chicago_lcs_corrected_all,Chicago,LCS corrected,28,272,265,279.0,283,0.0,0.0009180466525808113,1.592708347823867,4.890499524638155,10.323717542126673,44.832154319774666,0.0,9.609296893087205e-05,0.1439230656592292,0.4643136383086837,0.9613863560577478,2.8978739040742596,2025-10-19,2026-03-13,2025-12-12
chicago_lcs_corrected_all,Chicago,LCS corrected,29,272,265,279.0,283,0.0,0.0009052573174402103,1.5541909235690596,4.763209798512728,10.096378034185495,43.54176124749575,0.0,9.125907629936592e-05,0.1408739413520652,0.4519287521158158,0.966574937981509,3.5431381791118888,2025-10-19,2026-03-13,2026-03-04
chicago_lcs_corrected_all,Chicago,LCS corrected,30,272,265,279.0,283,0.0,0.0008064563419964326,1.530134276418095,4.655493301277904,9.790536165712659,43.97591979081702,0.0,8.289163721997284e-05,0.1390465302847983,0.44546311629989443,0.9192470023980823,2.841702380952377,2025-09-13,2026-03-16,2026-03-05
chicago_lcs_corrected_all,Chicago,LCS corrected,31,272,265,279.0,283,0.0,0.0009379065364446845,1.525769553541926,4.568773277654824,9.581871022227567,39.30856559689146,0.0,8.995538258194102e-05,0.13718029742892046,0.4376710878329355,0.9230040799206907,2.7818194476676723,2025-10-19,2026-03-13,2026-02-05
