target_N_star,sample_size,value_median,value_p5,value_p25,value_p75,value_p95,value_mean,value_sd,n_outer_draws,baseline_absolute_error_median_ugm3
100,8,0.21957449929502593,0.18466836629268824,0.20141412631436428,0.2351572892639493,0.24598449582980142,0.21820672452729903,0.02065892577591096,100,0.2164404204665206
100,9,0.2085655007867091,0.1727207070817677,0.1895506395503206,0.22385214585897817,0.23724402200092348,0.20713311006974883,0.021361061866239414,100,0.2073946908535644
100,10,0.19938127051041832,0.16574454792314866,0.1791139081262545,0.21605536007471793,0.22601104045761486,0.1981089266634523,0.021209747177838113,100,0.1952400931839895
100,11,0.19146725943522114,0.15724583932093536,0.17149531329915435,0.2079749069131671,0.22131348412708834,0.19021045812254528,0.02166616004077462,100,0.1914938039412348
100,12,0.1832437146228738,0.14873595681919963,0.16304727967885002,0.2013213281112618,0.21303829226266005,0.18253047963449742,0.02170957285567881,100,0.1834900039756979
100,13,0.1773060626433498,0.14199465790182786,0.1573075362869658,0.19654866151617822,0.20757962575200195,0.1762578515272702,0.0221072840421866,100,0.1776259184871547
100,14,0.16987023372978127,0.13636990863325155,0.1487185563117721,0.19003790656223907,0.20099665086718757,0.1700199134477108,0.022040416566193488,100,0.172735492388778
100,15,0.16554572933191114,0.13183974748309205,0.1439477541330938,0.18640490750523786,0.19692466927047284,0.16502240584881786,0.022541551251885363,100,0.1679058126198898
100,16,0.16036999815215935,0.12438949931038343,0.13744905301908195,0.18127566651032523,0.1914997685752043,0.1601754940975432,0.022862176178422584,100,0.1585477158044863
100,17,0.15588339686258212,0.12223026166767932,0.13294892396180913,0.1773722358910561,0.18613609251016777,0.15545112870255826,0.02260926760990676,100,0.1613817452652162
100,18,0.15151967564626423,0.11722191983780403,0.1288162377773605,0.17261637759829407,0.1844849100730027,0.1515704033113944,0.023045143986584558,100,0.1509412794477711
100,19,0.14566233110305538,0.11333700324802413,0.12620058558829617,0.16979369109583597,0.17878085179570238,0.14759847941336662,0.022974408883973618,100,0.1511333988148058
100,20,0.14315292844238714,0.11177405410787969,0.12081456172369931,0.1650379664349899,0.1737270434606333,0.1437640003934155,0.022691316997718425,100,0.1452151244524806
