dataset_key,city,scenario,n,period_mdape_pct,daily_fraction_days_mdape_le_10,daily_valid_days_evaluated,period_seed,daily_seed
dhaka_lcs,Dhaka,S6_period_50pct,3,7.807054302444638,0.3041095890410959,365,2805108823,1988350199
dhaka_lcs,Dhaka,S6_period_50pct,5,6.070775675315003,0.7068493150684931,365,213289207,140684061
dhaka_lcs,Dhaka,S6_period_50pct,7,4.984181097246912,0.8821917808219178,365,3165128521,4024901156
dhaka_lcs,Dhaka,S6_period_50pct,10,4.040733915647132,0.9671232876712329,365,2929609901,1637587119
dhaka_lcs,Dhaka,S6_period_50pct,15,2.8876143909722196,0.989041095890411,365,2183802945,1978696272
dhaka_lcs,Dhaka,S6_period_50pct,20,2.1373802152716554,0.9971014492753624,345,1455172207,4090812445
dhaka_lcs,Dhaka,S6_period_50pct,30,1.0036208745074067,1.0,320,3563965807,912018865
lucknow_lcs,Lucknow,S0_baseline,1,15.523853332223403,0.1095890410958904,365,649397565,4005220886
lucknow_lcs,Lucknow,S0_baseline,2,11.903499052758235,0.4904109589041096,365,20242754,2427505851
lucknow_lcs,Lucknow,S0_baseline,3,9.81498810460749,0.7726027397260274,365,4072838903,1066509830
lucknow_lcs,Lucknow,S0_baseline,5,7.716220510156933,0.9232876712328767,365,3531744616,787964288
lucknow_lcs,Lucknow,S0_baseline,7,6.35061852591971,0.9643835616438357,365,4196254558,2491036972
lucknow_lcs,Lucknow,S0_baseline,10,5.199302522659089,0.9726027397260274,365,2426582692,2002258092
lucknow_lcs,Lucknow,S0_baseline,15,4.087548573122207,0.9780821917808219,365,1155385086,1606226688
lucknow_lcs,Lucknow,S0_baseline,20,3.286578229418833,0.9780821917808219,365,2267391521,1570772175
lucknow_lcs,Lucknow,S0_baseline,30,2.4288226608368655,0.9863013698630136,365,916120756,199426287
lucknow_lcs,Lucknow,S0_baseline,40,1.8926599053264699,1.0,364,2119286257,903938451
lucknow_lcs,Lucknow,S0_baseline,50,1.3514896041583966,1.0,303,284793299,3184280877
lucknow_lcs,Lucknow,S1_daily_18h,1,17.04621060099693,0.13972602739726028,365,3810721948,2012959895
lucknow_lcs,Lucknow,S1_daily_18h,2,13.810458998145412,0.6383561643835617,365,1795822209,1476873309
lucknow_lcs,Lucknow,S1_daily_18h,3,11.978539334711638,0.8547945205479452,365,2635845815,735279027
lucknow_lcs,Lucknow,S1_daily_18h,5,9.778847428901292,0.9808219178082191,365,4187915484,1258393306
lucknow_lcs,Lucknow,S1_daily_18h,7,8.587969850335147,0.9945205479452055,365,1044891877,850873763
lucknow_lcs,Lucknow,S1_daily_18h,10,6.98782596308623,0.9972602739726028,365,1594701284,2076467023
lucknow_lcs,Lucknow,S1_daily_18h,15,5.421516333344284,0.9972602739726028,365,2351684510,4059629057
lucknow_lcs,Lucknow,S1_daily_18h,20,4.487835032994198,0.9972602739726028,365,4131819916,2534551253
lucknow_lcs,Lucknow,S1_daily_18h,30,3.335325066418545,1.0,365,3359951365,1745731076
lucknow_lcs,Lucknow,S1_daily_18h,40,2.4960362158995135,1.0,346,1586641962,2511113287
lucknow_lcs,Lucknow,S1_daily_18h,50,1.8469596230917922,1.0,212,1419656194,3040166605
lucknow_lcs,Lucknow,S2_daily_12h,1,18.186303139975013,0.136986301369863,365,3895948669,1164270085
lucknow_lcs,Lucknow,S2_daily_12h,2,13.581183254691581,0.5945205479452055,365,3837417360,2792422013
lucknow_lcs,Lucknow,S2_daily_12h,3,11.066594183937433,0.8465753424657534,365,1778987755,1136872327
lucknow_lcs,Lucknow,S2_daily_12h,5,8.547602757254289,0.9726027397260274,365,1402844512,1002579549
lucknow_lcs,Lucknow,S2_daily_12h,7,7.1726384105826515,0.989041095890411,365,1170353890,3154210615
lucknow_lcs,Lucknow,S2_daily_12h,10,5.9039541150296495,0.9917808219178083,365,2016449362,2431653854
lucknow_lcs,Lucknow,S2_daily_12h,15,4.591025708555929,0.9917808219178083,365,1605942601,571676542
lucknow_lcs,Lucknow,S2_daily_12h,20,3.700841251883382,0.9917808219178083,365,2696676045,3506556572
