target_N_star,selection_strategy,selection_strategy_label,time_index,sample_size,value_median,value_p5,value_p25,value_p75,value_p95,value_mean,value_sd,n_outer_draws
50,anti_cluster,Anti-cluster,2025-09-01,5,6.12062518561587,6.0205547953289456,6.080236444943377,6.176129398844534,6.283269662554713,6.132336060786679,0.09589535398421156,20
50,anti_cluster,Anti-cluster,2025-09-01,10,4.083394800646493,4.0076655011532,4.053907539264456,4.121972439010018,4.156179414777347,4.086439899990328,0.05158581763580614,20
50,anti_cluster,Anti-cluster,2025-09-01,20,2.497496042394925,2.451932493996244,2.468287750971253,2.5239224654778205,2.5569351120391266,2.5008576273427763,0.03755222850337758,20
50,anti_cluster,Anti-cluster,2025-09-02,5,5.262572829843053,5.163972554680717,5.213217335947279,5.336638327774918,5.479779622322997,5.283395122640217,0.09972624266922044,20
50,anti_cluster,Anti-cluster,2025-09-02,10,3.6430472810242227,3.574684358567449,3.6216587646605616,3.656821881156149,3.722830491619031,3.6405445108807215,0.047004553612471266,20
50,anti_cluster,Anti-cluster,2025-09-02,20,2.2497740900760888,2.215992743062162,2.2261762247798367,2.27300506626756,2.30847563134334,2.2528352985372893,0.03271152855520813,20
50,anti_cluster,Anti-cluster,2025-09-03,5,3.0885109591591497,3.0504183510019427,3.0711094049631975,3.1211078993441177,3.2147500601929795,3.1054051816153443,0.05792069159372602,20
50,anti_cluster,Anti-cluster,2025-09-03,10,2.5389266868734177,2.4950629986635056,2.5134002300777123,2.551932661052504,2.573593330234925,2.5374403569414223,0.035682042331598864,20
50,anti_cluster,Anti-cluster,2025-09-03,20,1.7818445649744081,1.7339593150025565,1.7619874303940894,1.8124370510411694,1.8240176684674085,1.7822565558302657,0.029126653710429273,20
50,anti_cluster,Anti-cluster,2025-09-04,5,2.9554339327599735,2.901593363135139,2.9375570782903955,2.9800354575935604,3.017084172836092,2.96019135390083,0.04056197001008201,20
50,anti_cluster,Anti-cluster,2025-09-04,10,2.439544873825038,2.3889889594548297,2.4077913605619283,2.4491160289530933,2.4845389008802736,2.4332646168284113,0.03298775389522539,20
50,anti_cluster,Anti-cluster,2025-09-04,20,1.6797160772049218,1.649171947695059,1.6674478986513424,1.6888193901485657,1.6940584052488217,1.675499275722537,0.01769335489246644,20
50,anti_cluster,Anti-cluster,2025-09-05,5,3.2208096329518687,3.1763851521500843,3.208675002890146,3.2498789702628685,3.2995764258010194,3.232051075403328,0.04882580258512286,20
50,anti_cluster,Anti-cluster,2025-09-05,10,2.5189752297413186,2.467031155230807,2.484914261916768,2.550373435065283,2.578398028440782,2.5211309024561355,0.038625882931680906,20
50,anti_cluster,Anti-cluster,2025-09-05,20,1.6763252227220429,1.6567621299231585,1.6681175048220998,1.6858986258406914,1.6993566791757617,1.6768827381887181,0.01452533521972848,20
50,anti_cluster,Anti-cluster,2025-09-06,5,2.2534506606438125,2.2027809209565987,2.2327807848556045,2.294327308195785,2.407885852461418,2.277332562136008,0.07602392202689252,20
50,anti_cluster,Anti-cluster,2025-09-06,10,1.5064391959321668,1.475817290453491,1.4855430489204964,1.5321193304337846,1.5902034203570905,1.5178538453240464,0.03964640648876567,20
50,anti_cluster,Anti-cluster,2025-09-06,20,0.9203606953156633,0.8946061983421949,0.9055590965373226,0.9349568623121709,0.977604026365789,0.9259213272130136,0.029496884571366375,20
50,anti_cluster,Anti-cluster,2025-09-07,5,4.168821764766733,4.105400044121735,4.150258866075392,4.196185532732381,4.3379175619485695,4.193807604941214,0.11843225027351846,20
50,anti_cluster,Anti-cluster,2025-09-07,10,2.7666731744055824,2.7388916468777103,2.7536651951403712,2.785766008068685,2.861617679926724,2.7885380093932506,0.08690410028876745,20
50,anti_cluster,Anti-cluster,2025-09-07,20,1.6806290995688427,1.6505394331971155,1.666423058283617,1.7046483326454795,1.7584895437147896,1.6964643054167428,0.06331922091382657,20
50,anti_cluster,Anti-cluster,2025-09-08,5,3.180205356862503,2.9148597239932137,3.1469212170691336,3.261748070826882,3.454800761381716,3.2103586041640155,0.1550465597681779,20
50,anti_cluster,Anti-cluster,2025-09-08,10,2.292365808303651,2.1104766657187857,2.2586114861682476,2.3389745336726895,2.450213748556815,2.289731776138957,0.10032954215266057,20
50,anti_cluster,Anti-cluster,2025-09-08,20,1.444168727222197,1.3294011215131953,1.4208559675950834,1.4601839295222336,1.4956997571131798,1.4347137452458059,0.05313795034044548,20
50,anti_cluster,Anti-cluster,2025-09-09,5,2.734588146352843,2.6330627581641446,2.678128348595534,2.7717012974459196,2.8078420066311027,2.728408890758606,0.06235086388866375,20
50,anti_cluster,Anti-cluster,2025-09-09,10,1.988517274231551,1.9114367894684936,1.9679414297629425,2.0216986353615756,2.055059837211551,1.9921320506949887,0.04473288723395523,20
50,anti_cluster,Anti-cluster,2025-09-09,20,1.2484657134322874,1.2227472420985297,1.2358722358722243,1.263305057422738,1.2902662125183768,1.2513661906170304,0.022999806707868,20
50,anti_cluster,Anti-cluster,2025-09-10,5,3.0354397569693274,2.966046785833616,3.0087128202927063,3.1131872719598226,3.171212592815247,3.067079822046425,0.08770724413370354,20
50,anti_cluster,Anti-cluster,2025-09-10,10,2.347364547478775,2.2974376582685934,2.3281765161468675,2.374518653697348,2.431589276146276,2.37361251739961,0.114697003262094,20
50,anti_cluster,Anti-cluster,2025-09-10,20,1.5694759934503697,1.5352405156801137,1.5593419979672518,1.5837057295506054,1.6431078156998773,1.610077891189643,0.18314015865579467,20
50,anti_cluster,Anti-cluster,2025-09-11,5,3.433044788937822,3.2933834605185455,3.381037113632142,3.463702463886646,3.5375501046167837,3.42187261841152,0.08064257367665795,20
50,anti_cluster,Anti-cluster,2025-09-11,10,2.6589626740783956,2.587121722074971,2.62148075085269,2.669787201322535,2.7082521933133736,2.649481256595846,0.047881332158288006,20
50,anti_cluster,Anti-cluster,2025-09-11,20,1.7514687490939294,1.7246890994782573,1.741063117936974,1.7644521955347527,1.8066113498254979,1.757024005107811,0.024378933032292233,20
50,anti_cluster,Anti-cluster,2025-09-12,5,3.7423846823324527,3.6573212846417027,3.7211187556657332,3.8262377915252475,3.9781561645032024,3.776930845558109,0.10189136309510538,20
50,anti_cluster,Anti-cluster,2025-09-12,10,2.816050410267531,2.7418904885337816,2.7748151407363864,2.839862376310522,2.8904419226142672,2.8142681762091755,0.050036196794948536,20
50,anti_cluster,Anti-cluster,2025-09-12,20,1.840085225891081,1.8051524281597382,1.8166966964315459,1.8559773148027092,1.8735052866658402,1.8385049272950695,0.0244582813548661,20
50,anti_cluster,Anti-cluster,2025-09-13,5,2.7254487772271174,2.6706925265838137,2.6931262589502434,2.7444291403149035,2.7913040580537354,2.7314899972081794,0.060642811429867584,20
50,anti_cluster,Anti-cluster,2025-09-13,10,2.249388534380528,2.1973064551064265,2.232615034790834,2.269975037044472,2.2924367827883114,2.250512087167912,0.03348958665216598,20
50,anti_cluster,Anti-cluster,2025-09-13,20,1.4680382643646182,1.4399106780449584,1.4546127516307434,1.4831711389058189,1.4968916053809158,1.4687890067920217,0.0192829254871563,20
50,anti_cluster,Anti-cluster,2025-09-14,5,3.1585783087960375,3.080841182372281,3.1230389111724968,3.1970827200659255,3.2359538186685146,3.168086779793067,0.09895255794893587,20
50,anti_cluster,Anti-cluster,2025-09-14,10,2.666987590460426,2.6000475737736313,2.6418323184345582,2.690687344116493,2.7414300207789806,2.668629849696534,0.05076395799891093,20
50,anti_cluster,Anti-cluster,2025-09-14,20,1.9459438213068943,1.9178911271179744,1.9268644761921496,1.9612790401076112,1.971801750403612,1.9458570939031556,0.021248340820114946,20
50,anti_cluster,Anti-cluster,2025-09-15,5,3.2031548924797946,3.0384993818052535,3.165710439226567,3.261191388021752,3.324102143187563,3.2056722333444454,0.10890459600969762,20
50,anti_cluster,Anti-cluster,2025-09-15,10,2.5933894730523734,2.536027205885492,2.580159421775507,2.623016766968099,2.670318877477246,2.601007280110896,0.05270980339937401,20
50,anti_cluster,Anti-cluster,2025-09-15,20,1.7913975955231933,1.756509236141882,1.7766335896545635,1.8079306978137106,1.8278710926699557,1.7921198858071334,0.023675531966223032,20
50,anti_cluster,Anti-cluster,2025-09-16,5,4.101945517923875,3.9931320707170066,4.052827877004615,4.14556846267378,4.174240551012576,4.094617198776086,0.06497948782384634,20
50,anti_cluster,Anti-cluster,2025-09-16,10,3.088474027269365,3.030003959069418,3.0652490129888603,3.1016256724706124,3.141152825789842,3.0873109091165194,0.037553732365189274,20
50,anti_cluster,Anti-cluster,2025-09-16,20,1.9927276211295233,1.9696969199383674,1.9820033351289386,2.011565702019234,2.048195782524262,1.9980193584623964,0.02378161229314741,20
