target_N_star,selection_strategy,selection_strategy_label,sample_size,value_median,value_p5,value_p25,value_p75,value_p95,value_mean,value_sd,n_outer_draws
30,anti_cluster,Anti-cluster,27,0.5201054958246114,0.4674895521660692,0.4792013038737507,0.5382841014207285,0.543537496553317,0.5082838110898782,0.031006312577548795,20
30,anti_cluster,Anti-cluster,28,0.3890870798001037,0.35219400016395547,0.36007044938523963,0.4042339923588949,0.4163886796575028,0.383863455631934,0.024447459289942568,20
30,anti_cluster,Anti-cluster,29,0.22696030879486728,0.206885439152361,0.21486349918745384,0.25514400942805743,0.29668156098383236,0.2410152627416549,0.03625064197730214,20
30,anti_cluster,Anti-cluster,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
30,circumferential,Circumferential,2,4.396059699632076,3.4312715818642023,3.9123447987099222,4.749409726397622,5.3160213005232615,4.369086107300017,0.5892627455596045,20
30,circumferential,Circumferential,3,3.5049400310960515,2.8265651797980564,3.2506122607271353,4.077425856690445,4.23540792216316,3.584884005662466,0.5131633792330526,20
30,circumferential,Circumferential,4,2.930422315212094,2.4242958796802148,2.736379215317049,3.6939138507485847,3.8925197451871165,3.1144859003487877,0.5415740647930801,20
30,circumferential,Circumferential,5,2.592243908340759,2.189837025389939,2.3902895916675195,3.3820366650455216,3.5315352827048043,2.7954937428908084,0.5417039052022744,20
30,circumferential,Circumferential,6,2.289664853784384,1.9729439774858388,2.154711538668061,3.1295188105162213,3.3389819874724815,2.534164649973265,0.5283086702940131,20
30,circumferential,Circumferential,7,2.079808439893358,1.7725625134376306,1.946387466189749,2.929312408105275,3.027115127942972,2.31411437498451,0.5100519385194799,20
30,circumferential,Circumferential,8,1.88654311923514,1.627566889685759,1.788255548507401,2.7209135569960994,2.819529745894563,2.1295879700886244,0.49087865730364916,20
30,circumferential,Circumferential,9,1.7573576526844574,1.5087770041806512,1.6371523836877073,2.5657541300844926,2.663740445868315,1.9882475068819985,0.48223050631776937,20
30,circumferential,Circumferential,10,1.6203678694794394,1.39833754985567,1.509143026842342,2.419508141196129,2.4701251873661976,1.8479641806150127,0.4599233402240322,20
30,circumferential,Circumferential,11,1.4928462120274608,1.3073276779431746,1.4089385449956504,2.248860006335149,2.307481956519707,1.717118875265232,0.43221956847193427,20
30,circumferential,Circumferential,12,1.3868509355493028,1.1916188879928777,1.3101234027318134,2.1192862401069874,2.157210351234142,1.6081654984968856,0.40838927895478155,20
30,circumferential,Circumferential,13,1.3031024863485206,1.114821650732332,1.2155172308637303,1.9724539484659744,2.026610689003396,1.4998973578124355,0.381604237857919,20
30,circumferential,Circumferential,14,1.2236180045411729,1.0648581549410414,1.1232218514422656,1.849555655605756,1.8800560213739255,1.4044368412942685,0.35714142674950455,20
30,circumferential,Circumferential,15,1.1489559096755542,1.000775943330234,1.0689752173424614,1.7406748758931307,1.7774026387811543,1.3174385180567953,0.33798337564191083,20
30,circumferential,Circumferential,16,1.090382928134328,0.9396417040081332,1.0133694768933434,1.617620901482891,1.6398568619089535,1.233416976943162,0.30923771045557796,20
30,circumferential,Circumferential,17,0.9960268946547485,0.865097451158137,0.9364326468995462,1.51102814584863,1.5698585984989073,1.150754130080261,0.2984191712648397,20
30,circumferential,Circumferential,18,0.9314023849468778,0.8138993845803776,0.8611431476902542,1.410376922717466,1.4384159703640569,1.0696029723784384,0.27218207828819885,20
30,circumferential,Circumferential,19,0.8751718173264418,0.74503714597976,0.8110366391879555,1.3151962818919394,1.3278281311102376,0.9958625319649093,0.25029100907758156,20
30,circumferential,Circumferential,20,0.8066606947202317,0.6933446961581923,0.7666400385779687,1.198424835800763,1.2302009036834343,0.9220932926630857,0.22566351493250905,20
