target_N_star,selection_strategy,selection_strategy_label,time_index,selected_mean_abs_error_median_vs_full_ugm3,selected_mean_abs_error_p5_vs_full_ugm3,value_p25,value_p75,selected_mean_abs_error_p95_vs_full_ugm3,selected_mean_abs_error_mean_vs_full_ugm3,selected_mean_abs_error_sd_vs_full_ugm3,n_outer_draws,selected_mean_ape_median_vs_full_pct,selected_mean_ape_p5_vs_full_pct,selected_mean_ape_p95_vs_full_pct
50,circumferential,Circumferential,2026-02-12,0.3837363506288103,0.11237291964756109,0.30145165675125574,0.48108328940431777,0.5784914526696243,0.3663388975387174,0.1543389844059461,20,3.463209126889336,1.014162250464205,5.220868117992934
50,circumferential,Circumferential,2026-02-13,0.4235671296296264,0.12440875830237373,0.2349733796296265,0.4920567129629636,0.6251102346375921,0.3800193768795929,0.1805476027039763,20,2.8042824460050397,0.8236647101055601,4.1386253445708325
50,circumferential,Circumferential,2026-02-14,0.37844387755102105,0.027632950680275138,0.1644051398337103,0.5789111866969048,0.8120070625472476,0.38004240835223085,0.2657022604741756,20,2.180055321574124,0.15918175654250744,4.677629690609124
50,circumferential,Circumferential,2026-02-15,0.4056692677070757,0.13899399759903447,0.24883049219688136,0.5564345738295291,0.9161896758703427,0.45239038065225845,0.2457289790950522,20,1.5442388224077668,0.5291007829783828,3.4876086970181266
50,circumferential,Circumferential,2026-02-16,0.8285082725715203,0.21288260767790154,0.3886438746847034,0.921813698465276,1.2644746569976368,0.726479985916432,0.3851104873089383,20,3.5187421763285798,0.9041297896978799,5.37032695239879
50,circumferential,Circumferential,2026-02-17,0.2683212396069532,0.014914583333337906,0.15703935185185047,0.3737240882464121,0.453157974300834,0.26012998299319834,0.15369417152520887,20,1.7134340870231348,0.09524089674944265,2.8937564581573354
50,circumferential,Circumferential,2026-02-18,0.09105442176870415,0.01312833576739525,0.045354744360571964,0.12571455836051904,0.2412473700862127,0.09944599438814512,0.0699373807055774,20,0.6717395566953189,0.09685221516137789,1.7797642144966461
50,circumferential,Circumferential,2026-02-19,0.7120240740740735,0.5578181216931204,0.6399139975434596,0.8097237339380201,0.9219054941421029,0.7258419227135293,0.11580845585893383,20,8.49528055926256,6.655423064151806,10.999411546649453
50,circumferential,Circumferential,2026-02-20,0.4146558988764042,0.2377793791195659,0.3881532393019369,0.46322305313172496,0.5308782813076387,0.4092333118836982,0.11121593863814513,20,4.173569958382336,2.3932829030174347,5.343364588390012
50,circumferential,Circumferential,2026-02-21,0.2587689271805358,0.013702408612138851,0.12754341697645177,0.34996243383851944,0.4804172753495919,0.2478580276541118,0.1563768532281332,20,2.298360691519404,0.12170347373780722,4.267019975006528
50,circumferential,Circumferential,2026-02-22,0.2952418648686259,0.11550816904611394,0.20108565738563033,0.3800105542592751,0.4514320968124678,0.28354086715727295,0.12360552606333232,20,3.8954126009613628,1.5240114318354652,5.956181990600097
50,circumferential,Circumferential,2026-02-23,0.22444436463187722,0.11994175933443958,0.1836828579015255,0.25483400586070926,0.28562282750638823,0.2183243092693064,0.059892086283838034,20,4.572276090026655,2.4433976736286507,5.8185752496625005
50,circumferential,Circumferential,2026-02-24,0.22027998306340546,0.12167309349906744,0.1682897348364536,0.36703315374657075,0.44121376351360625,0.260857452904255,0.11497323239601874,20,1.9975649402267983,1.1033680971035604,4.001058711206676
50,circumferential,Circumferential,2026-02-25,0.21353008117745276,0.02946332868649222,0.09837701995296211,0.33853220702779385,0.5407450182160994,0.23888911985794073,0.17757619490435678,20,1.3720619973087613,0.18931999361419102,3.474619058996953
50,circumferential,Circumferential,2026-02-26,0.4454465697718142,0.24793697793507602,0.32947718201670995,0.6331598350779393,0.865691467730993,0.4961172075269145,0.23417111862171477,20,2.6090550597098576,1.4522083470124256,5.070499712655137
50,circumferential,Circumferential,2026-02-27,0.31948979591836846,0.05054069083023354,0.15190533485699032,0.4048325477960697,0.47886828025820044,0.28840086247882024,0.16693104781375662,20,1.925810389766712,0.30464756230186396,2.886506928335796
50,circumferential,Circumferential,2026-02-28,0.31876345441482856,0.22835569822724477,0.2932153921047982,0.349703436684331,0.41716571505312533,0.32507873502707285,0.0625719482350993,20,4.379513424327289,3.137394930494036,5.731468974692056
50,circumferential,Circumferential,2026-03-01,0.12868973231940872,0.08641886732447471,0.10713849480312587,0.1685117941228531,0.2220796585026482,0.1392993498472711,0.05175013303416163,20,3.1386601260196327,2.1077008096799186,5.416380595246555
50,circumferential,Circumferential,2026-03-02,0.1643729686318971,0.028344907407407673,0.09707824074073823,0.23148393801965272,0.279271352985637,0.1574435808767943,0.08553702763800138,20,2.292060111689023,0.3952488792943207,3.894233546084347
50,circumferential,Circumferential,2026-03-03,0.32030442019982,0.013537841704945387,0.07950722632226359,0.41095067870321733,0.5345412399277083,0.2783777795140211,0.1878330188817905,20,1.9555441432045937,0.08265214398609078,3.2635172202426537
50,circumferential,Circumferential,2026-03-04,0.5329668158713385,0.06601031076929208,0.297010693422358,0.7497226832182795,0.8554220879801792,0.5111554128101105,0.26783785483109446,20,2.0711644366505837,0.2565229279689627,3.3242591361966487
50,circumferential,Circumferential,2026-03-05,0.568270954138109,0.0376699762469487,0.18770125762482337,0.8438383010768788,0.98857707658709,0.5324008364397368,0.37374684476170567,20,2.4703152441326957,0.16375413153060434,4.297416583603377
50,circumferential,Circumferential,2026-03-06,0.5719375661375654,0.12580083144368912,0.27530083144369044,0.6974783824640971,0.8594334845049132,0.5183982208994704,0.27392029703997345,20,3.0894082160569676,0.6795324267184972,4.642361378908478
50,circumferential,Circumferential,2026-03-07,0.10483214475381164,0.014031384347418907,0.04651581822320083,0.22457066516197566,0.33563273999190724,0.1361246733309712,0.1133630019732937,20,1.8115029092621833,0.24246278301390023,5.799744785979602
50,circumferential,Circumferential,2026-03-08,0.3407952584018701,0.17937684582407018,0.30150447826002424,0.40239570709198125,0.468413727065929,0.34032168100282373,0.08865076678202573,20,4.317146954357941,2.2723209450248305,5.933799973230586
50,circumferential,Circumferential,2026-03-09,0.2384639303482574,0.11048795245710137,0.198936004816342,0.2874607099111477,0.30912549497410896,0.2346520055038514,0.07168860051412633,20,3.750092908808517,1.7375377752645358,4.86131938252187
50,circumferential,Circumferential,2026-03-10,0.48770195578231235,0.36399468085106407,0.4395758928571438,0.5751264880952403,0.672165653495442,0.5048356768345648,0.10276626602969181,20,4.721219320254717,3.5236658359251116,6.50692791379905
50,circumferential,Circumferential,2026-03-11,0.23639430399025496,0.014386888897351425,0.18104367437670588,0.29894745024875724,0.4758111470572692,0.23254778209743807,0.14161374845879288,20,3.1661322686577744,0.19268989317685242,6.372746724672317
50,circumferential,Circumferential,2026-03-12,0.12585531290006813,0.003967128548835142,0.0883745952255437,0.1979736802470069,0.2789124557572093,0.139377154404197,0.0911336905775806,20,1.8622529209119656,0.05870071399820492,4.127005236759546
50,circumferential,Circumferential,2026-03-13,0.4296875000000009,0.19235925982333132,0.3318820914559848,0.5644029850746279,0.6393923467767554,0.43424334642275114,0.14962756425223142,20,7.790407798779597,3.4875510176468905,11.592441308647828
50,circumferential,Circumferential,2026-03-14,0.10074658441443374,0.006339655564826829,0.04479133364312382,0.1335675878157947,0.18038901638722318,0.09365401215132811,0.058674388932519785,20,2.0220879251091355,0.12724343005270827,3.62059373009036
50,circumferential,Circumferential,2026-03-15,0.06933498959285123,0.014360074626864661,0.047116966189460374,0.11003959590346035,0.13857882462686458,0.08085896616569746,0.045172995247407144,20,1.0051484432445192,0.20817781528240617,2.0089754200339547
50,circumferential,Circumferential,2026-03-16,0.10160024346353413,0.009302238805969898,0.059246116356990286,0.15639191013020015,0.2542120043913076,0.11758507130813574,0.08448578780481796,20,2.8356607529682627,0.2596252981056552,7.09505193306504
50,circumferential,Circumferential,2026-03-17,0.10796938775510245,0.0023873771730917428,0.04857870370370465,0.21925578703703685,0.37649792139077964,0.15200832766439948,0.1319536269597838,20,1.925719521860581,0.042580762231374504,6.715138542849531
50,circumferential,Circumferential,2026-03-18,0.08535460992907762,0.01063437136127874,0.06097795596485778,0.2124418300783315,0.3284866766709926,0.13145573053958878,0.09933571501959045,20,0.9360283595076929,0.11662021756017997,3.6022992236736453
50,circumferential,Circumferential,2026-03-19,0.41060180736501906,0.055365540358215524,0.18536915430378897,0.5998181338956279,0.7321752767527717,0.40456885668474296,0.24515944652924881,20,1.9573275014893736,0.2639260052784353,3.4902593690358072
50,circumferential,Circumferential,2026-03-20,0.23703105638166022,0.07653131796398487,0.10875763409452777,0.3346479781503717,0.5063552485585329,0.2509679667703521,0.15737874019743625,20,1.2435877244479276,0.4015229439073478,2.6566019699260477
50,circumferential,Circumferential,2026-03-21,0.47257950680272387,0.2407957057823122,0.3278027210884371,0.6486849489795912,0.8164902210884327,0.4953909523809523,0.21175402838654747,20,2.533395018777334,1.2908529311799732,4.377024879856506
50,circumferential,Circumferential,2026-03-22,0.3101947800495637,0.22216285610977743,0.2840446950155502,0.3581497120223527,0.4462200776686111,0.32213121223946095,0.07084686284373451,20,3.34325901633649,2.3944567077028234,4.809330762102395
50,circumferential,Circumferential,2026-03-23,0.12573932175100433,0.04632626902991568,0.09160985746528993,0.15842460996203434,0.2111911237483994,0.1278296175608178,0.06183431233259753,20,2.4637887555010174,0.9077362525164854,4.138167032452394
50,circumferential,Circumferential,2026-03-24,0.43386851419534445,0.15075626929738445,0.270820555011674,0.5803644325626913,0.8066950448075898,0.4596784886851409,0.2069441518798293,20,5.15382651495754,1.7907998220196188,9.582549033604959
50,circumferential,Circumferential,2026-03-25,0.13776110444177903,0.03951585784313725,0.07898559423769402,0.2406692677070832,0.3874243697478965,0.1712540451180474,0.12068561428299479,20,0.9856022454433615,0.28271345804487646,2.7718007220563687
50,circumferential,Circumferential,2026-03-26,0.14434417837795088,0.053250192189422486,0.09627594557195707,0.285978309583621,0.5221998503275879,0.21194830259303873,0.16351322423914907,20,0.7731709997257481,0.28523148486723526,2.7971324155328148
50,circumferential,Circumferential,2026-03-27,0.21066329067545864,0.09903474457616887,0.15570478998795112,0.2922455601790048,0.34130491753897085,0.220419924775908,0.07841303064344131,20,3.8785116188083357,1.823323875141259,6.283748269510588
50,circumferential,Circumferential,2026-03-28,0.23552940733489347,0.14845606549815962,0.17359169474985858,0.2822332763825104,0.32319267264101426,0.23168569985190005,0.0641544842347096,20,3.003607869319272,1.8931980155855008,4.121540769941312
50,circumferential,Circumferential,2026-03-29,0.15397959183673482,0.014165462018140663,0.07760763888888933,0.24887301587301636,0.4467624716553275,0.17420532029478472,0.12864627808575405,20,1.4762986721464708,0.13581314587387583,4.283391297523142
50,circumferential,Circumferential,2026-03-30,0.06577551020408201,0.002544166666665504,0.03204528061224465,0.1397227393617011,0.21467023809523778,0.09065064734404374,0.07526673477306456,20,0.631727912063792,0.024434946856180407,2.061757953277351
50,circumferential,Circumferential,2026-03-31,0.10870802238806121,0.006330030333025327,0.047323575349479174,0.2231606159254751,0.2808698131681986,0.13446357250331245,0.1018671238208772,20,0.7687492083931542,0.04476399901974763,1.9862236640071462
50,circumferential,Circumferential,2026-04-01,0.2311573601662884,0.059378752352003565,0.12401662887377252,0.2619920956562287,0.33628171788810074,0.2040072183022143,0.09916008932479634,20,4.249187249875605,1.0915137516112339,6.18160713977895
50,circumferential,Circumferential,2026-04-02,0.1106452114427876,0.006833793135389232,0.0324543100822452,0.264144496795228,0.34993593204191503,0.1431040580910051,0.12561292148589198,20,0.8753085909557512,0.05406178687916953,2.76832520455509
50,circumferential,Circumferential,2026-04-03,0.07608232651796865,0.029689894545180985,0.04376845553534259,0.10249389114381846,0.13411564356819225,0.07836438487915967,0.03529398384467523,20,1.3083010511422504,0.5105432762047448,2.3062338585748345
50,circumferential,Circumferential,2026-04-04,0.3347649281934988,0.11648495370370329,0.21148207249803042,0.5030844434996227,0.6378465608465617,0.3604275497740465,0.18470299748037566,20,3.4660867499154313,1.206061091213077,6.604131218164834
50,circumferential,Circumferential,2026-04-05,0.2319455782312927,0.12273714539007084,0.19721343537414948,0.26711458333333415,0.2833667091836731,0.22189794923288447,0.05389318909792712,20,4.489558905051153,2.3757109243835894,5.484870814575259
50,circumferential,Circumferential,2026-04-06,0.35674885157014824,0.2384816321823935,0.30928966789668033,0.39010280565178124,0.4122110114340919,0.3384837580327334,0.06842607153629136,20,5.012777786301827,3.350972043731555,5.792092090251674
50,circumferential,Circumferential,2026-04-07,0.13889583333333366,0.08416347789115641,0.12160522959183773,0.17542176418439737,0.21101982920827847,0.14555983481690554,0.04259572129695263,20,3.1126279226114963,1.8860867533687102,4.728912285238182
50,circumferential,Circumferential,2026-04-08,0.20067947803656683,0.08857684341137323,0.13208391418835186,0.25447974752168623,0.3187039678324876,0.19990106283504466,0.08721642950771007,20,2.1413665321341746,0.9451663411673932,3.4007563556174922
50,circumferential,Circumferential,2026-04-09,0.08074731937384971,0.016322459885444916,0.03872783753856046,0.12699838229901728,0.18685656094281597,0.08975897589198781,0.05720473444019563,20,0.8367694567252572,0.16914661683724921,1.936359797428847
50,circumferential,Circumferential,2026-04-10,0.24473750094833502,0.14785867441772185,0.18225636221624608,0.32526833030135016,0.35016615831553716,0.24798597160255342,0.08390491031915646,20,2.5002520880290655,1.5105325420649796,3.5773171871619307
50,circumferential,Circumferential,2026-04-11,0.16031485594237616,0.0384650735294148,0.10228016206482282,0.2175830957382927,0.31701358043217087,0.1673124969987981,0.08921635685873722,20,1.5641539709064216,0.37529458607296856,3.0930262061457015
50,circumferential,Circumferential,2026-04-12,0.12943766911968968,0.04608902966390573,0.08941252076247608,0.18236602796322687,0.2469519711170891,0.13194854153248511,0.06440725779063482,20,1.1648996146924722,0.4147872351393161,2.2224925553614088
50,circumferential,Circumferential,2026-04-13,0.12982388510959764,0.02302307728647084,0.06951701635145668,0.16116669883083112,0.2028868102796656,0.11803270227239757,0.06460990368429786,20,1.867989479215945,0.33127082981684464,2.9192657942269413
50,circumferential,Circumferential,2026-04-15,0.13160328337977534,0.04358950302269049,0.0894034653980944,0.25381908056580316,0.3617649138991377,0.18082121287264274,0.11258198952611051,20,1.7014607914622384,0.563556078600318,4.677153950253867
50,circumferential,Circumferential,2026-04-16,0.1942337599120676,0.12778154360000998,0.16653309501845093,0.21981753379396163,0.2556060116851185,0.18934318403277972,0.042347255011591756,20,3.0808740275893944,2.026830140449202,4.054341135407668
50,circumferential,Circumferential,2026-04-17,0.47265778342623754,0.16043359215398595,0.28355647534981854,0.6264446918066109,1.1177182887453843,0.5111824347767688,0.30849818969031173,20,4.058498124536941,1.3775705292522478,9.597340269636549
50,circumferential,Circumferential,2026-04-18,0.11112244897959167,0.008655053191487428,0.035825798877469506,0.16277893518518627,0.1918578457446808,0.10120876342853902,0.06822670252250096,20,1.723709574487665,0.1342554829457262,2.976061171144817
50,circumferential,Circumferential,2026-04-19,0.08513480392156936,0.00921813725490317,0.041096063425369866,0.14456144957983108,0.21113007703081335,0.09388599839936021,0.06972649304288857,20,1.3487879935152671,0.14604265563873733,3.3449271020986826
50,circumferential,Circumferential,2026-04-20,0.07142857142857117,0.012551299019607854,0.033524347238895746,0.11351121698679334,0.20280283363345408,0.083312226390556,0.06342607918875982,20,0.8918488945664074,0.15671407018413633,2.5321727618730434
50,circumferential,Circumferential,2026-04-21,0.13868140341243196,0.02694779507547858,0.08484937725090314,0.20981004901960887,0.2506405011472712,0.1453798152665343,0.07649582021128562,20,1.7634788538815016,0.34266935295578704,3.187155687954716
50,circumferential,Circumferential,2026-04-22,0.33404061624649817,0.1513892557022798,0.2691443577431003,0.37803721488595254,0.47862990196078403,0.32357998699479695,0.10398182437070795,20,2.8995100720911253,1.3140757451819025,4.154561313930727
50,circumferential,Circumferential,2026-04-23,0.47246257822277826,0.25134081132453323,0.3450108793517428,0.7002989320728261,0.844164085314982,0.5152558773615832,0.2097563326841897,20,3.054695582477506,1.6250380483834652,5.457922851790251
50,circumferential,Circumferential,2026-04-24,0.20944457257072635,0.14402174093807327,0.1643404059040594,0.23548836508773352,0.3300498473934219,0.21250561179492652,0.06219900589443492,20,2.2913680984484612,1.5756284281707578,3.610815414945595
50,circumferential,Circumferential,2026-04-25,0.0994895597127754,0.021048980496455805,0.06346064814814878,0.18857693668484,0.2280002975185349,0.11720167788391982,0.07580436957053034,20,1.5574084602533256,0.32950050638004796,3.5691141193184386
50,circumferential,Circumferential,2026-04-26,0.32529561824729925,0.18453943627450914,0.24640318627451174,0.4296078631452587,0.541486094437775,0.35127896008403364,0.12052365517687619,20,3.0377661865795558,1.723317586094816,5.056656333242058
50,circumferential,Circumferential,2026-04-27,0.09107993197278841,0.005476310195043954,0.04303541793110943,0.14459799678720753,0.18238614252946309,0.09877572452027224,0.06596747355661808,20,0.8352367830978837,0.0502197971768492,1.6725486247997374
50,circumferential,Circumferential,2026-04-28,0.07665001548946737,0.019143185629864057,0.05458825727554362,0.12200684173060128,0.16926324642013682,0.0885534527522152,0.04848043078974572,20,1.7062231922435123,0.4261257755334049,3.767786278871018
50,circumferential,Circumferential,2026-04-29,0.5301934602837415,0.4080718571212001,0.4875696408091439,0.5599372953177562,0.6905304120857391,0.5301812918062676,0.09225209655830224,20,7.931951526710667,6.104953064430354,10.330670154725002
50,circumferential,Circumferential,2026-04-30,0.2648021220569987,0.12010021602863051,0.20768731709246113,0.35386462205699987,0.39979170539033415,0.2701750115851514,0.09393860650234667,20,3.1168048986104315,1.413617605230642,4.705675075806963
50,circumferential,Circumferential,2026-05-01,0.36244694822373313,0.22994286840031447,0.2817634873393784,0.4173204601284983,0.4534526880196513,0.3501901011764044,0.08437690310892623,20,5.170618452650963,3.2803334232303674,6.468893854863647
50,circumferential,Circumferential,2026-05-02,0.5759749762789284,0.48150529452324553,0.5034882289204101,0.6102025462962968,0.6566625803099031,0.5637027690130425,0.06716153080627851,20,8.145253036287055,6.809293152875542,9.286311205115823
50,circumferential,Circumferential,2026-05-03,0.3718049513564803,0.25030495135648057,0.31794902068634046,0.4400148949083693,0.47211966766853924,0.3725176596937471,0.07829184440297711,20,4.5607757548003,3.070386097033369,5.791294402646528
50,circumferential,Circumferential,2026-05-04,0.22899872448979286,0.14372916666666496,0.1813884064263971,0.25892857142856873,0.3163469387755089,0.2260330411419864,0.05548644002801285,20,3.0111600853358693,1.889929870699079,4.159723060821945
50,circumferential,Circumferential,2026-05-05,0.2016974559340463,0.11224678923119406,0.1808779406279235,0.22451208178438486,0.25697615491363696,0.19664084951488242,0.04477344553629851,20,3.7943281288906148,2.1115841436138023,4.834229804870717
50,circumferential,Circumferential,2026-05-06,0.20975784132841335,0.1291120079950816,0.15892875969576115,0.23016281581821074,0.30202718656651045,0.20366427840324444,0.05226223777849882,20,3.505233705370908,2.1575725576041878,5.047133721374134
50,circumferential,Circumferential,2026-05-07,0.25174294625599414,0.11814446510821384,0.1769262216938292,0.2957916282287847,0.31466046326279645,0.23637609450465558,0.0703478433267897,20,3.2078061669099664,1.5054425531948104,4.009525547979924
50,circumferential,Circumferential,2026-05-08,0.8013412865146039,0.2829756402561023,0.4945343137254876,0.983383165766305,1.2501282763105241,0.7666799429771894,0.3555577826641301,20,5.233337173301167,1.8480352406801512,8.164240243088422
50,circumferential,Circumferential,2026-05-09,0.2795708712192413,0.123894654941794,0.21866987252188874,0.31336049345111094,0.3511516354398187,0.26223569109029654,0.08034971374928528,20,3.0650437098284584,1.3583050736101774,3.8498113437460177
50,circumferential,Circumferential,2026-05-10,0.0847145084971257,0.024807258327683,0.03962567225406288,0.11704722216769836,0.13814052890528733,0.08263570559337752,0.042179090154480736,20,1.3820657152579339,0.40471534135620724,2.2536787650024905
50,circumferential,Circumferential,2026-05-11,0.09088340891912372,0.02783333333333222,0.05389361300075679,0.17244286840031497,0.36194488670172364,0.12874740693892922,0.10847189854675926,20,1.4656863223129497,0.44887110261615704,5.837123366949312
50,circumferential,Circumferential,2026-05-12,0.17179629629629556,0.12364424824303204,0.1410543745275883,0.19565046296296207,0.2223526313303117,0.16981427791447534,0.035923393863500595,20,2.9976863819666915,2.1574777056159298,3.8798476410909
50,circumferential,Circumferential,2026-05-13,0.16767096894519806,0.11365911846032209,0.1321443126304982,0.215609617808997,0.23641118098746258,0.17016221008781618,0.04498365632234685,20,2.9481332535628653,1.9984510664636015,4.156781991347633
50,circumferential,Circumferential,2026-05-14,0.2659842608630174,0.13455696494465216,0.2264561996385268,0.30961946494464865,0.3382329853528123,0.2569978578017924,0.06974884505080951,20,4.320384958965586,2.185610101833527,5.493921699738802
50,circumferential,Circumferential,2026-05-15,0.08702344767694425,0.03808687943262381,0.06512166095752603,0.1467650462962966,0.1696418439716308,0.09800093566694823,0.04682407101975764,20,1.3832355619330028,0.6053900124692213,2.696452940413877
50,circumferential,Circumferential,2026-05-16,0.2816048752834446,0.22418516910310018,0.24334140199403764,0.32139952718675735,0.3740792700945594,0.2886807742369209,0.057160988979201875,20,3.324907351233177,2.646953168115737,4.416752067340585
50,circumferential,Circumferential,2026-05-17,0.20117186922050045,0.015487327318637424,0.11168858654572755,0.3200679422773818,0.4430947596532708,0.2184409432701015,0.1498280363652287,20,1.611973215776989,0.1240986471833742,3.5504809264824813
50,circumferential,Circumferential,2026-05-18,0.07616804168475788,0.013656816390862315,0.020296416911919746,0.17219604511426612,0.26241604348595543,0.1044642869466644,0.09159939613253354,20,0.7730819438866777,0.1386124407195312,2.6634412611630776
50,circumferential,Circumferential,2026-05-19,0.24895946611504982,0.18359315791276787,0.22990332105064026,0.27784656084655923,0.31696263227513166,0.25127802095372964,0.04292484829910961,20,3.7918169529126358,2.7962449449128086,4.827550047626023
50,circumferential,Circumferential,2026-05-20,0.09861753590325062,0.018203999211977396,0.05975412640901734,0.12420047120503064,0.14693662603930474,0.09144186967237308,0.04068509095360446,20,2.376241338450896,0.43863492487853156,3.5405152007614435
50,circumferential,Circumferential,2026-05-21,0.23649601063829762,0.14821228926353275,0.19709183673469455,0.25352040816326626,0.2754839339991317,0.22540135759437976,0.04432212592901449,20,4.4370733703245335,2.7807183726741598,5.16855410880172
50,circumferential,Circumferential,2026-05-22,0.19162911500297497,0.11032611800630292,0.1581347598140912,0.22562281886750024,0.25660914105595073,0.19071874093197763,0.04692481727004513,20,3.4425537144152,1.9819722453642366,4.609898405476343
50,circumferential,Circumferential,2026-05-23,0.3003175547996979,0.16363295409771497,0.26675356670445916,0.34145348257506325,0.37983884948778657,0.29277937425227085,0.07669102834570903,20,4.4032919062883344,2.3992059433924364,5.569242639708407
50,circumferential,Circumferential,2026-05-24,0.4339954648526074,0.09351780437352213,0.38604293601498485,0.5701844710401907,0.719891252955081,0.4626463237276102,0.20150335724717755,20,3.28003088910547,0.7067845446971434,5.44076087820741
50,circumferential,Circumferential,2026-05-25,0.12179548415110553,0.043401507092198435,0.10419660346408399,0.34826658464804305,0.4919660165484626,0.21128596706721617,0.16452479461765304,20,0.9359923469498854,0.3335384621813187,3.780734808504819
50,circumferential,Circumferential,2026-05-26,0.12384963046556896,0.03844443565609405,0.0549596861899857,0.2213116365445944,0.3067987819346672,0.14495131880944795,0.09836299786638855,20,1.5665079227003793,0.4862631629390194,3.8805341668669175
50,circumferential,Circumferential,2026-05-27,0.13175069380203563,0.023348931489070246,0.07006483723277235,0.22141465977048513,0.32154093174088316,0.15250123327231613,0.09957329735619005,20,1.2262323978627163,0.21731358994128136,2.992651471969275
50,circumferential,Circumferential,2026-05-28,0.30046547496638487,0.1845132387527529,0.2634083755308667,0.34743681669456605,0.4062449519167403,0.3029429924766274,0.07074684253390354,20,4.737980700273024,2.9095528005446116,6.405996369400501
50,circumferential,Circumferential,2026-05-29,0.26104086562161255,0.1908019355791955,0.23969267139479822,0.3035069444444449,0.35765011820330883,0.26612787347054206,0.05585062124998152,20,4.266922976016188,3.118811151857536,5.846078939029747
50,circumferential,Circumferential,2026-05-30,0.1774080811068366,0.03388617021276676,0.11594722664479473,0.2655499187854793,0.3977591115051215,0.19704870481546372,0.12483423201394293,20,1.687570925230882,0.32233771574392095,3.7836309802453765
50,circumferential,Circumferential,2026-05-31,0.20728016206482458,0.129521446078429,0.16835477941176236,0.23534138655462078,0.2534549069627834,0.20217663315325995,0.04325555242234526,20,3.618592494665342,2.261120060930041,4.424687895529538
50,cluster_concentrated,Cluster-concentrated,2025-09-01,0.7956122448979581,0.14516402116402044,0.5463567649281922,1.1537189210950083,1.2848919727891175,0.7937640838282067,0.38692314372333386,20,9.131750812891038,1.6661403551388168,14.747527319038506
50,cluster_concentrated,Cluster-concentrated,2025-09-02,0.6187755102040828,0.04966704459561733,0.1644370370370325,1.3097629629629655,1.675966789493577,0.7390066838028255,0.5988320150563851,20,6.184021785185328,0.4963707850748133,16.749556125867194
50,cluster_concentrated,Cluster-concentrated,2025-09-03,0.17055918367347012,0.05574985928177538,0.07905925925926027,0.29893613804859953,0.5847815570672709,0.22604517205993285,0.17618410450633937,20,1.507204631547427,0.4926527221100859,5.167622477266835
50,cluster_concentrated,Cluster-concentrated,2025-09-04,0.19219999999999882,0.026727341149225127,0.0720892668178359,0.2898569311679875,0.4835525321239623,0.19996060583041952,0.1508836053120514,20,1.4580693379487362,0.20275919154308497,3.668330491037591
50,cluster_concentrated,Cluster-concentrated,2025-09-05,0.2708901643990913,0.04471632653061182,0.17957709750567163,0.3838390022675746,0.4791200000000005,0.27719308028437994,0.17428783156430439,20,2.236276937096359,0.3691462551026925,3.955274671852216
50,cluster_concentrated,Cluster-concentrated,2025-09-06,0.14830000000000076,0.02173185185185349,0.07704157218442931,0.18220982615268322,0.2327613681027975,0.13724505628729058,0.0821355338641762,20,3.1924002997783716,0.4678136909413073,5.010569530061973
50,cluster_concentrated,Cluster-concentrated,2025-09-07,0.47151851851851756,0.09377361412650131,0.2558000755857879,0.552918518518517,0.8358688284202546,0.4424226783100938,0.25698330739218744,20,7.2070287069692505,1.4333034704328607,12.776021312191475
50,cluster_concentrated,Cluster-concentrated,2025-09-08,0.16852029520295364,0.06826738347062063,0.09615498908050446,0.2667120016727753,0.48055090744785245,0.21451252679158936,0.15290058182945465,20,2.3567690862740065,0.9547245260317576,6.7205408208552075
50,cluster_concentrated,Cluster-concentrated,2025-09-09,0.20361836734693917,0.08134551848783814,0.1288951201144648,0.32311670723090136,0.5656199638527005,0.25954434593052655,0.16970826421263008,20,2.831748170571297,1.131283126190786,7.866153327658358
50,cluster_concentrated,Cluster-concentrated,2025-09-10,0.23269649053937513,0.03363542435424449,0.0954354243542408,0.44524832442201756,0.6224829429926958,0.2857634737577833,0.21146210010924776,20,2.2785602147794157,0.3293575230256239,6.095342757401641
50,cluster_concentrated,Cluster-concentrated,2025-09-11,0.2345477370283895,0.05270092250922547,0.0986143374677364,0.45825368250621024,0.5714872407560777,0.28308390325915705,0.20853293460437666,20,2.164778293606164,0.48640764795433916,5.27459010918487
50,cluster_concentrated,Cluster-concentrated,2025-09-12,0.35414459400781784,0.028987279579180923,0.2366243128247616,0.4006562994201408,0.4317004161523448,0.3041415782816381,0.15045149378368572,20,3.086004115053896,0.25259418209161016,3.7618229481916248
50,cluster_concentrated,Cluster-concentrated,2025-09-13,0.24467872340425512,0.057889307897074097,0.09513333333333174,0.42740602836879305,0.5967074829931983,0.2756684369316639,0.20166587792262658,20,1.7184505916253432,0.4065736244673353,4.190852040219115
50,cluster_concentrated,Cluster-concentrated,2025-09-14,0.3799457229700405,0.026633333333336395,0.1478351851851869,0.6021826908541152,0.7207877777777763,0.3898633755085948,0.25295612421155267,20,2.1618077739663235,0.1515378212355427,4.101124258484613
50,cluster_concentrated,Cluster-concentrated,2025-09-15,0.1327541666666674,0.025085149386046713,0.09006458460249522,0.30188699124060303,0.6105240633566843,0.21917780943937784,0.19771062904367545,20,1.0199036993293982,0.19272040418361874,4.690442239079211
