target_N_star,selection_strategy,selection_strategy_label,sample_size,n_outer_day_rows,n_days,daily_mdape_median_across_draw_days_pct,daily_mdape_p5_across_draw_days_pct,daily_mdape_p95_across_draw_days_pct,daily_abs_error_median_across_draw_days_ugm3,daily_abs_error_p5_across_draw_days_ugm3,daily_abs_error_p95_across_draw_days_ugm3,selected_mean_abs_error_vs_full_median_across_draw_days_ugm3,selected_mean_abs_error_vs_full_p5_across_draw_days_ugm3,selected_mean_abs_error_vs_full_p95_across_draw_days_ugm3,selected_mean_ape_vs_full_median_across_draw_days_pct,selected_mean_ape_vs_full_p95_across_draw_days_pct
50,anti_cluster,Anti-cluster,5,5440,272,4.846379909163769,2.819804478606319,8.429891272830998,0.43051480815923515,0.22233302354398998,1.0090135531135533,0.3056530351993181,0.040539022831352155,0.9370497448979519,3.5743530310079903,7.622032236926123
50,anti_cluster,Anti-cluster,10,5440,272,4.045212586438015,2.332699303932916,7.606883556626176,0.37144484995944893,0.17499814814814846,0.9012710622710608,0.3056530351993181,0.040539022831352155,0.9370497448979519,3.5743530310079903,7.622032236926123
50,anti_cluster,Anti-cluster,20,5440,272,3.6800954939847204,1.7723380959826196,7.627062994999916,0.31734537853742717,0.12501412639405116,0.9317757737050049,0.3056530351993181,0.040539022831352155,0.9370497448979519,3.5743530310079903,7.622032236926123
50,circumferential,Circumferential,5,5440,272,4.191977114119781,2.4254299355741455,7.689890516563778,0.3764814814814823,0.1833373537105873,0.9060500000000007,0.22687499999999972,0.026107372026827936,0.6923678450256775,2.615677022803525,6.409203851513196
50,circumferential,Circumferential,10,5440,272,3.393303164161556,1.8151567042160053,6.685045440068042,0.30725969991317514,0.14254962207986374,0.7485540262172287,0.22687499999999972,0.026107372026827936,0.6923678450256775,2.615677022803525,6.409203851513196
50,circumferential,Circumferential,20,5440,272,2.8648746855483047,1.2647107362512793,6.469863132730068,0.25614705882352995,0.10483325645756443,0.6891878057947237,0.22687499999999972,0.026107372026827936,0.6923678450256775,2.615677022803525,6.409203851513196
50,cluster_concentrated,Cluster-concentrated,5,5440,272,4.149987766175716,2.2783215231432288,10.464377475760207,0.38693557358367814,0.15977670493371554,1.2344072047849002,0.28143696786406736,0.023278886992267944,1.2070917974399542,3.1878176775635816,10.543980835903609
50,cluster_concentrated,Cluster-concentrated,10,5440,272,3.5428873843005197,1.6778428497437292,10.461694829221997,0.3350000000000004,0.12128333333333308,1.213782103321033,0.28143696786406736,0.023278886992267944,1.2070917974399542,3.1878176775635816,10.543980835903609
50,cluster_concentrated,Cluster-concentrated,20,5440,272,3.2373565440135392,1.1423585155446234,10.518643371870882,0.2941552156193197,0.08335690329105609,1.2086154411764711,0.28143696786406736,0.023278886992267944,1.2070917974399542,3.1878176775635816,10.543980835903609
50,equidistant,Spatially balanced,5,13600,272,4.04411112947029,2.4955250496683523,6.785826224765614,0.3605724156992811,0.18335031667355114,0.8531131679650109,0.18221287835200384,0.020281201814059457,0.6021646521160184,2.1374250041947613,4.925372311760458
50,equidistant,Spatially balanced,10,13600,272,3.182790974431289,1.880721955612152,5.62977329974998,0.28770111655773434,0.13844259259259234,0.6796760147601456,0.18221287835200384,0.020281201814059457,0.6021646521160184,2.1374250041947613,4.925372311760458
50,equidistant,Spatially balanced,20,13600,272,2.5936430741971486,1.315363087347175,5.122318924784925,0.23493518518518552,0.0994962962962954,0.6022607202432028,0.18221287835200384,0.020281201814059457,0.6021646521160184,2.1374250041947613,4.925372311760458
50,kmeans_stratified,k-means stratified,5,13600,272,3.5417946366303443,2.257239606851532,5.912480807194575,0.31756695935572576,0.16161598513011266,0.766404721631157,0.10026947205307657,0.008923329791121093,0.4070788469959513,1.1122692405072856,4.027960261518964
50,kmeans_stratified,k-means stratified,10,13600,272,2.5843641125466794,1.5786064713040235,4.505614757062839,0.23292164179104446,0.11570185185185222,0.5593295379719037,0.10026947205307657,0.008923329791121093,0.4070788469959513,1.1122692405072856,4.027960261518964
50,kmeans_stratified,k-means stratified,20,13600,272,1.8153127457016418,1.0214672101926896,3.8751709477072565,0.16773935326918998,0.07590733778891665,0.4257150735294124,0.10026947205307657,0.008923329791121093,0.4070788469959513,1.1122692405072856,4.027960261518964
50,random,Random,5,13600,272,3.495496833083175,2.1939416188182506,5.853112394909381,0.31202973977695136,0.15734813922137306,0.7726735889025517,0.1095703540043873,0.010079183673469095,0.40773111560008135,1.2315670261712817,3.9611583684137175
50,random,Random,10,13600,272,2.578462401880926,1.5694043839649872,4.535747557091546,0.2330441176470588,0.11449381577149027,0.5698518518518478,0.1095703540043873,0.010079183673469095,0.40773111560008135,1.2315670261712817,3.9611583684137175
50,random,Random,20,13600,272,1.8593960879641833,1.0324487044667205,3.9900003982824956,0.17236496829214953,0.07669672102235672,0.4379572968490869,0.1095703540043873,0.010079183673469095,0.40773111560008135,1.2315670261712817,3.9611583684137175
