target_N_star,selection_strategy,selection_strategy_label,sample_size,value_median,value_p5,value_p25,value_p75,value_p95,value_mean,value_sd,n_outer_draws
30,anti_cluster,Anti-cluster,15,0.17274741936842997,0.16931525201372627,0.17146452752611352,0.17597703693585776,0.17738809649801568,0.17349346789586845,0.0030483597613633383,20
30,anti_cluster,Anti-cluster,16,0.16189370700546268,0.15879198020387175,0.16055370468782382,0.16423655404106285,0.16679241269762043,0.1624580257835305,0.0028097890263008136,20
30,anti_cluster,Anti-cluster,17,0.15144913700873985,0.14809890958789035,0.1495198532189499,0.15299058695656975,0.15475779749037716,0.15156187453853867,0.0029011503535457876,20
30,anti_cluster,Anti-cluster,18,0.14046340755985076,0.1383416873139983,0.1394725013727416,0.14271866238855146,0.1435716704604982,0.1411133474871764,0.0024297322756395836,20
30,anti_cluster,Anti-cluster,19,0.13143924149895625,0.12814711436692705,0.13014606694333586,0.13220267471905567,0.1342762327495585,0.13144672593405088,0.0022486923684395636,20
30,anti_cluster,Anti-cluster,20,0.12079139201278055,0.11716237947057637,0.11915625148515474,0.12280119042229698,0.12497752956764056,0.12116338819426668,0.0026665704521705684,20
30,anti_cluster,Anti-cluster,21,0.11300494814502438,0.10853705193439386,0.11070313168327739,0.11450697814072175,0.11533281230564754,0.11250368384161327,0.002421940133944492,20
30,anti_cluster,Anti-cluster,22,0.10140196106576171,0.09756390862653905,0.09944716272675791,0.10348302241539242,0.10541353343181555,0.10151095576579738,0.002663527163685754,20
30,anti_cluster,Anti-cluster,23,0.09095488674703489,0.08890997313682783,0.08972667432574433,0.0940977558595868,0.09565667483792217,0.09195222753087787,0.0028178547221858726,20
30,anti_cluster,Anti-cluster,24,0.08328975761408408,0.07881581909087357,0.0796253913729863,0.08457361429805954,0.08512099978153684,0.08220407010938961,0.0026044761825300303,20
30,anti_cluster,Anti-cluster,25,0.07245283365285271,0.06823657655859487,0.06916309255696973,0.07441927669952175,0.07538278807450856,0.07193762794610321,0.002758133147782658,20
30,anti_cluster,Anti-cluster,26,0.06164904184028375,0.057156344004783664,0.05809579387359709,0.06331925289361262,0.0643575396460947,0.060864573354817875,0.0030224681397515007,20
30,anti_cluster,Anti-cluster,27,0.05035692149579862,0.04551181472785424,0.046769847613223225,0.052068943452959315,0.05271775143339426,0.049402214451559213,0.002926103894250051,20
30,anti_cluster,Anti-cluster,28,0.037746643184500606,0.03426562763914927,0.035136129270058714,0.039267276727475764,0.040101597017592375,0.03730871062978007,0.0023026043455929655,20
30,anti_cluster,Anti-cluster,29,0.022057255022800426,0.02016492911758787,0.02096673388305481,0.024739380529808397,0.0288024729530072,0.023420070355023536,0.0034626214739948485,20
30,anti_cluster,Anti-cluster,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
30,circumferential,Circumferential,2,0.43307573484237416,0.3440716792539228,0.38965843299318426,0.46639416462618843,0.5194268054126557,0.4322996343222233,0.05461141328400684,20
30,circumferential,Circumferential,3,0.3441488818577856,0.28343178722352685,0.3246361804538871,0.3992034580077104,0.41866839138382117,0.3547117620248688,0.04798755736284427,20
30,circumferential,Circumferential,4,0.28960850108202285,0.24309160756289447,0.2729477180560673,0.36270420436538187,0.3803365127944224,0.3081134942177558,0.05121959747280736,20
30,circumferential,Circumferential,5,0.25707172601993244,0.21957572559901872,0.2385615196082742,0.33505223117603533,0.34723136450968334,0.27651202882896264,0.05146362462352546,20
30,circumferential,Circumferential,6,0.22782371292032932,0.19783002399424232,0.21501353943609236,0.30524256788860993,0.32625091802911976,0.25065508355160204,0.050390042668135994,20
30,circumferential,Circumferential,7,0.20545654432848615,0.1777378057865359,0.19349579532498806,0.28766021874055747,0.29557118900523693,0.228871687166669,0.048762695432161926,20
30,circumferential,Circumferential,8,0.1867620327043258,0.16319605126228218,0.1775463551029779,0.26550984080719475,0.27527693681642007,0.21060629983332174,0.047002485076338786,20
30,circumferential,Circumferential,9,0.17286306388775685,0.14936786316978606,0.1626728192579998,0.2523442526641346,0.2600667835608865,0.1966073993078759,0.046204061184272636,20
30,circumferential,Circumferential,10,0.16013381317544084,0.14021084427702032,0.15094586138806387,0.23644619447370552,0.24244804826175007,0.18274029162233632,0.04419159370027379,20
30,circumferential,Circumferential,11,0.14804921149491035,0.12942337287716837,0.14092334390049155,0.22167862395476878,0.22576851758420655,0.1698069497001456,0.04158528676223493,20
30,circumferential,Circumferential,12,0.13787524879678292,0.11796980853635963,0.1310395563244382,0.20903821734723982,0.21209492848107248,0.15902268660469138,0.03924697242202545,20
30,circumferential,Circumferential,13,0.12843202696408085,0.11037023308555671,0.12068192072904971,0.1926659026053419,0.19913324649807157,0.14832716599629175,0.0367318379207413,20
30,circumferential,Circumferential,14,0.12105118796228753,0.10541780002727816,0.11257222505430398,0.18142420880930143,0.186461043293558,0.13887818784772557,0.03434008692524482,20
30,circumferential,Circumferential,15,0.11358882561959538,0.09949088252407065,0.10613323411540909,0.1699392800919961,0.17587157014464827,0.1302737484917956,0.032511201953622115,20
30,circumferential,Circumferential,16,0.10849486784711582,0.09302246108975129,0.10134831220124063,0.1584848510609005,0.16125875601162118,0.12197595222700275,0.029756597046473404,20
30,circumferential,Circumferential,17,0.09876723462598358,0.08621289588886216,0.0936631958321208,0.1476101035989319,0.15446259308146945,0.11379104484183719,0.02873181653469369,20
30,circumferential,Circumferential,18,0.09223412634569206,0.08057560110185573,0.08601350392840557,0.13796927367407075,0.14271065368334818,0.10576901979304529,0.02617277302773213,20
30,circumferential,Circumferential,19,0.08679489429193898,0.07375812168329236,0.08111919425823011,0.12846821498269345,0.13152546277500096,0.09847749622157895,0.024055440397916912,20
30,circumferential,Circumferential,20,0.07951637378478305,0.06864006898734476,0.076679850183073,0.1171201508192492,0.12036422909872635,0.09118704171187217,0.021680473667720218,20
30,circumferential,Circumferential,21,0.07443702944278341,0.06399240190396216,0.06971180919975661,0.10816174783610122,0.11130329218954538,0.08404873673691685,0.019930908442504152,20
30,circumferential,Circumferential,22,0.06803171527691765,0.0590057913478967,0.0646364061153224,0.09743641557551208,0.10102131372960495,0.07701334996065405,0.017430647072622683,20
30,circumferential,Circumferential,23,0.061705256116526996,0.052910209963027685,0.059074657506630546,0.08733703158070183,0.08999794054891375,0.06952117546496347,0.014942986523200122,20
30,circumferential,Circumferential,24,0.05689885898035163,0.04862607690996619,0.052969014820994254,0.07731162254881108,0.07985703096977295,0.06240075974773762,0.012847687989162436,20
30,circumferential,Circumferential,25,0.051228030814174375,0.043832451627767055,0.04716797786648397,0.06629639861222847,0.0687617637434474,0.055115190343870114,0.010029302396922096,20
30,circumferential,Circumferential,26,0.04487317075952424,0.03755142309364627,0.04195082055449695,0.05575999335442838,0.05805291822387298,0.04732576316805455,0.007777198695536276,20
30,circumferential,Circumferential,27,0.03810697991555889,0.031453974934742224,0.03612888162241634,0.0436961719693405,0.04582724702623797,0.039261092168509704,0.005208305534352833,20
30,circumferential,Circumferential,28,0.03101864308750324,0.024141550523725373,0.027976974082911887,0.0333580724625091,0.037272774584798454,0.03098369895590656,0.004034236810563282,20
30,circumferential,Circumferential,29,0.020168686564541183,0.015324289947295266,0.019281431849730524,0.022072050651691377,0.025444240934436025,0.020559721831229717,0.002995744316151375,20
30,circumferential,Circumferential,30,0.0,0.0,0.0,0.0,1.7763568394002505e-15,1.7763568394002506e-16,5.467510988409184e-16,20
30,cluster_concentrated,Cluster-concentrated,2,0.39052632851042546,0.34035532374439625,0.36012189015443985,0.4253306473413545,0.43162470031480354,0.3885997758412181,0.04054039865075579,20
30,cluster_concentrated,Cluster-concentrated,3,0.31867219018235327,0.2694621611765372,0.2993661858508625,0.348719621720887,0.4026599449029359,0.32512726958051286,0.046302698758462844,20
30,cluster_concentrated,Cluster-concentrated,4,0.28255864978529344,0.23012543764050303,0.25282058567294596,0.30658246429923697,0.3546611519112118,0.2842465954511807,0.04307350219356501,20
30,cluster_concentrated,Cluster-concentrated,5,0.25155075950232364,0.19916397763661253,0.22582990596338015,0.28157868944715814,0.32421555308376465,0.2579364552254996,0.04922717992600515,20
30,cluster_concentrated,Cluster-concentrated,6,0.2279739322953449,0.17858936892376795,0.20015903634601862,0.25483050497683,0.3115872733968463,0.23582522195303413,0.052976993072252974,20
30,cluster_concentrated,Cluster-concentrated,7,0.20851529991375584,0.16235672625499764,0.18299572593329128,0.23015073942359487,0.2934706164423558,0.21856178839352722,0.056551497854454624,20
30,cluster_concentrated,Cluster-concentrated,8,0.19157016354371947,0.1483051748758395,0.1674902726009515,0.21079246002601093,0.28002654585494907,0.20247728616285285,0.05999339684890324,20
30,cluster_concentrated,Cluster-concentrated,9,0.17667561350123062,0.135325189600422,0.15610481307200574,0.1964806605387055,0.26894297770627856,0.1902479100606481,0.06129984203994922,20
30,cluster_concentrated,Cluster-concentrated,10,0.16505162949879226,0.12487587907824835,0.1430471581952375,0.18196760506123089,0.25559634774827894,0.1779332592368585,0.0610495250551139,20
30,cluster_concentrated,Cluster-concentrated,11,0.1554618138257342,0.1172065804717298,0.13564592515658624,0.167985219996861,0.2428617396894977,0.1669337759130601,0.058184079238646554,20
30,cluster_concentrated,Cluster-concentrated,12,0.14433540654602517,0.10935682189686138,0.1241846066045218,0.1558814794985932,0.22610138485056447,0.15568364063524404,0.05640774032468298,20
30,cluster_concentrated,Cluster-concentrated,13,0.13172308843536573,0.10249054478007365,0.11895964210346843,0.14644032485083014,0.21370937919299626,0.14579605475826085,0.053544195980661284,20
30,cluster_concentrated,Cluster-concentrated,14,0.12648029473095024,0.09488572292745694,0.108528428530549,0.13959512089489912,0.2024324431937017,0.13634802409341423,0.05046937219838903,20
30,cluster_concentrated,Cluster-concentrated,15,0.11801058779572093,0.08991658980484929,0.10234200533615523,0.129627255173153,0.1852933128763005,0.1271235174415947,0.047417526936687035,20
30,cluster_concentrated,Cluster-concentrated,16,0.10954266476318031,0.08381050758157146,0.09581798194057156,0.121132500343756,0.1752027291105521,0.11912421975394408,0.04404967410080102,20
30,cluster_concentrated,Cluster-concentrated,17,0.10328150426038629,0.07757454966506465,0.08853682459252332,0.11235931191380222,0.16135374592222218,0.11099875225690603,0.040784326204557644,20
30,cluster_concentrated,Cluster-concentrated,18,0.09664532955422933,0.07224030469805479,0.08327389330686397,0.10477278259336509,0.15059528264767075,0.1036261073924416,0.03675642174687912,20
30,cluster_concentrated,Cluster-concentrated,19,0.08910625731835964,0.06838198699907938,0.07719073958630873,0.09805301544756517,0.13693818354993495,0.0959914446146862,0.03396415331351794,20
30,cluster_concentrated,Cluster-concentrated,20,0.08292448426722432,0.06193266509458613,0.07064932228553844,0.09136731960518851,0.12631174559962327,0.08870744627057973,0.02999102555515206,20
30,cluster_concentrated,Cluster-concentrated,21,0.07635224970138532,0.05870613019385398,0.06600877873478384,0.08465593036665742,0.11467873446802974,0.08147599696519921,0.025679940988687134,20
30,cluster_concentrated,Cluster-concentrated,22,0.06973989307560258,0.05310105096072393,0.06116707029986612,0.07786677060281622,0.10291572861122987,0.07377920866215852,0.021478925318719835,20
30,cluster_concentrated,Cluster-concentrated,23,0.0631880135834817,0.04920655006118424,0.055540613065577116,0.07087892415650776,0.0897630505417238,0.06618666065713183,0.017378878726308795,20
30,cluster_concentrated,Cluster-concentrated,24,0.05631500655144128,0.044364962356638095,0.050387537059562115,0.06428566922536083,0.07536667143785485,0.05873899862270622,0.013027143908745153,20
30,cluster_concentrated,Cluster-concentrated,25,0.05038934795025529,0.04014679642311325,0.04485811671906248,0.05638331669023655,0.06451407370861918,0.05144000398598192,0.0095802108341162,20
30,cluster_concentrated,Cluster-concentrated,26,0.04307471438770527,0.035566408686582916,0.03898804560059821,0.04743692567101987,0.05357663752048013,0.04399036428677383,0.006965365862525247,20
30,cluster_concentrated,Cluster-concentrated,27,0.0355327912256711,0.029967620031054264,0.03388992270471958,0.03858371634394109,0.0439382509587126,0.03615602874071748,0.004819189880503843,20
30,cluster_concentrated,Cluster-concentrated,28,0.028125453012328716,0.023774658103590873,0.025603365576540416,0.030244738253245362,0.030883369965463103,0.027696286710600936,0.0028993210901459296,20
30,cluster_concentrated,Cluster-concentrated,29,0.0184324796939892,0.014494645691940899,0.01686285539782384,0.01977555400788722,0.021571700578732235,0.01818799048163351,0.0025152338670924746,20
30,cluster_concentrated,Cluster-concentrated,30,0.0,0.0,0.0,4.440892098500626e-16,1.7763568394002505e-15,4.440892098500626e-16,7.8916723523882e-16,20
30,equidistant,Spatially balanced,2,0.4663683437191919,0.3504074296688871,0.41785044878357214,0.509932231690307,0.5709773420257829,0.46311392029814485,0.06557849583981308,50
30,equidistant,Spatially balanced,3,0.3856020430164331,0.30405952633618194,0.3458609501420664,0.43393836644808426,0.4920980966320651,0.39189386089434963,0.05888233735935107,50
30,equidistant,Spatially balanced,4,0.34044732874480843,0.2684256135994599,0.2977035921898745,0.38733713565626404,0.43646765487123074,0.34524370216071654,0.055330079403550524,50
30,equidistant,Spatially balanced,5,0.311946488117925,0.23686826839591962,0.26107116325689805,0.35732402338150115,0.39614257798957064,0.31121231946886974,0.05542680020615401,50
30,equidistant,Spatially balanced,6,0.2794246838455039,0.21360501046092684,0.2366903560464244,0.3333094056562933,0.36622259461739015,0.28552443469733135,0.05540521217847384,50
30,equidistant,Spatially balanced,7,0.25325214152912645,0.1951928218704447,0.2122344245148049,0.3106920107860105,0.3334864639347872,0.2633706965666817,0.05638605869193368,50
30,equidistant,Spatially balanced,8,0.2353708300101811,0.17835258958334893,0.19418343006391225,0.2848379650692452,0.30761552846121387,0.24453911512024856,0.056810120216321786,50
30,equidistant,Spatially balanced,9,0.2149280556901365,0.16327399068234755,0.181201398905517,0.26634645931761236,0.2869988722218143,0.22780865681713358,0.05648443916319583,50
30,equidistant,Spatially balanced,10,0.20026591787502745,0.15192902056190802,0.16791119941679833,0.24658483862174596,0.2643920361489166,0.21322167879055842,0.05577646954130505,50
30,equidistant,Spatially balanced,11,0.18606747084469344,0.1408795100761882,0.15537160029016994,0.23044685070978743,0.25018762004834455,0.1994415059337225,0.054054249934157854,50
30,equidistant,Spatially balanced,12,0.17221109560466275,0.13034883730968677,0.14515153029463268,0.21850350915739747,0.233445160571013,0.18690122769746176,0.05208051381812971,50
30,equidistant,Spatially balanced,13,0.1615924837375271,0.12306029410251536,0.13512747554949978,0.20349528805947137,0.21828975017890995,0.17498747514921767,0.04894496680960468,50
30,equidistant,Spatially balanced,14,0.15227685908319133,0.11601597940795597,0.1260192646483531,0.18929929586648497,0.20541141469813085,0.164118630327305,0.046353603572993105,50
30,equidistant,Spatially balanced,15,0.14288527874249368,0.10638285146621111,0.11829813518564225,0.1780602438458665,0.19149738770389418,0.1531865331568566,0.0434349666486917,50
30,equidistant,Spatially balanced,16,0.13356754618906352,0.1012746166788343,0.11137105940858794,0.16555333782235837,0.18107619454955665,0.14345916939849063,0.04050967562971169,50
30,equidistant,Spatially balanced,17,0.12404404529726598,0.0934186343607906,0.10318492529953827,0.1555929683572954,0.16922427590808542,0.13396622239819847,0.037801903974418606,50
30,equidistant,Spatially balanced,18,0.11542321858241156,0.08856089430066061,0.09662291856230065,0.14445441045565977,0.15373525368599963,0.12438653433229581,0.03436261163773448,50
30,equidistant,Spatially balanced,19,0.10690105744655476,0.08162172892863814,0.09011417415951839,0.13415600232542646,0.14441965409194482,0.1157679392009187,0.03150429991377596,50
30,equidistant,Spatially balanced,20,0.10014022829082858,0.07645708091494545,0.0837727999722706,0.12320355308124809,0.13250680670960366,0.10666919753354911,0.02738769948916439,50
30,equidistant,Spatially balanced,21,0.092487830701391,0.06995208440697542,0.0777820241114271,0.11456448555313048,0.12264058979187017,0.09795222679309845,0.02450729598891502,50
30,equidistant,Spatially balanced,22,0.08562480806648409,0.06550019462535173,0.07128834714658572,0.10337585198547283,0.1122655632890208,0.08909217630278504,0.020567333689936504,50
30,equidistant,Spatially balanced,23,0.07835481473078953,0.05777690069918613,0.06504445773357181,0.09405615821521018,0.10215253672909616,0.08034245503729216,0.017265142799052485,50
30,equidistant,Spatially balanced,24,0.07046109983996729,0.053600205702633644,0.05969629927608011,0.08327851196794622,0.09081429902074652,0.07145459517648088,0.013804855223124555,50
30,equidistant,Spatially balanced,25,0.06186551578544819,0.047746273119424434,0.05211773361445515,0.07203786017403613,0.07869054807900917,0.06224535327406594,0.011048005696358712,50
30,equidistant,Spatially balanced,26,0.05263291311380991,0.04108752854337276,0.04563818340288628,0.06030047875893896,0.06663129170894164,0.05310971553781641,0.008523287779204794,50
30,equidistant,Spatially balanced,27,0.042399867101205135,0.03379081715409944,0.038586133580978954,0.048599472598014115,0.05442220646048054,0.04359309094738721,0.006527446391665475,50
30,equidistant,Spatially balanced,28,0.0330828178311231,0.025420753492318406,0.030084544992883266,0.036593815438860755,0.04067383013975307,0.033136384927163434,0.004645867498257288,50
30,equidistant,Spatially balanced,29,0.02073069235392655,0.016291309144537892,0.017896862541283642,0.023502073556716407,0.026197993279047614,0.020814990904007118,0.0033920210848260982,50
30,equidistant,Spatially balanced,30,0.0,0.0,0.0,0.0,1.7763568394002505e-15,2.1316282072803005e-16,5.831081798023446e-16,50
30,kmeans_stratified,k-means stratified,2,0.40143392475281203,0.30078294563252345,0.35475219397347457,0.46743271805891773,0.5371444255817356,0.41353995298966806,0.07735961289043837,50
30,kmeans_stratified,k-means stratified,3,0.3404846230465264,0.25156982823500995,0.2963793994549606,0.4118318313266769,0.48899657922339823,0.3554815632745835,0.075984108249439,50
30,kmeans_stratified,k-means stratified,4,0.2967963363845696,0.21557480231562526,0.253504633807881,0.37678856153476636,0.46971365429965556,0.3185926949276232,0.08024790279688855,50
30,kmeans_stratified,k-means stratified,5,0.2700122247832146,0.195295625660704,0.22725512624861222,0.3323757693030962,0.4532241497423682,0.29373319636626716,0.08402809827824242,50
30,kmeans_stratified,k-means stratified,6,0.24548184433998088,0.1738539063806762,0.20184565403009036,0.30123328455793597,0.4497171877368016,0.2732956512508497,0.08994426646740102,50
30,kmeans_stratified,k-means stratified,7,0.2256158163195563,0.16025984423291595,0.18301346590955747,0.27167349620545944,0.43436793333194845,0.2572757479022787,0.09393188111257816,50
30,kmeans_stratified,k-means stratified,8,0.2054674928100817,0.14704434607933714,0.16873697468311288,0.2540926476186758,0.42416784793626583,0.24328383868575063,0.09744306087884398,50
30,kmeans_stratified,k-means stratified,9,0.1899281066495706,0.13466373431230888,0.1553987643820538,0.22736114633552762,0.4123206334361467,0.2295250261179266,0.09840622962257908,50
30,kmeans_stratified,k-means stratified,10,0.17752043691498587,0.12519547262512049,0.1439320219475586,0.2113516103437294,0.39594594326946914,0.21615732154565787,0.09724597353228528,50
30,kmeans_stratified,k-means stratified,11,0.16495433491074163,0.11666889151953966,0.13512720578180137,0.19953094709978125,0.37712071008255404,0.20318668283472388,0.09419279953907882,50
30,kmeans_stratified,k-means stratified,12,0.15443443242612975,0.10853992219809076,0.12487576349674501,0.18808000766055377,0.35930828473350795,0.19150747477477034,0.09079445102004494,50
30,kmeans_stratified,k-means stratified,13,0.1442766689450865,0.10228178132826211,0.11699306729919945,0.171949823310249,0.338260595556387,0.17997127135515137,0.08594831266511475,50
30,kmeans_stratified,k-means stratified,14,0.13577428692859206,0.09370257634230654,0.1091522792906241,0.16140463813018902,0.31889399919152195,0.16846578156927572,0.08119595483699545,50
30,kmeans_stratified,k-means stratified,15,0.12637902429575743,0.08833685122672193,0.10289797794117628,0.15213739216554245,0.29774092117676776,0.15789121902908074,0.07609307986038916,50
30,kmeans_stratified,k-means stratified,16,0.11887968793961168,0.0823749528704218,0.09463940069640908,0.1416815865186123,0.2807645435065522,0.1473495990088222,0.07159560407038516,50
30,kmeans_stratified,k-means stratified,17,0.11041646694639295,0.07858176900553424,0.0890411569014149,0.13273068933537346,0.2591246649938782,0.1377911834448203,0.06584001277905291,50
30,kmeans_stratified,k-means stratified,18,0.10243922195727961,0.07242787067043541,0.08390860829725177,0.1231810103795079,0.2367183742283908,0.1273154049797923,0.059948428058073724,50
30,kmeans_stratified,k-means stratified,19,0.09544022015098896,0.06749450694863576,0.0769853279933268,0.11511493276600504,0.21793355789300187,0.11767057279936333,0.05455853760757063,50
30,kmeans_stratified,k-means stratified,20,0.08784339700537558,0.06257014756974706,0.07127347512370252,0.10815009791453511,0.19807702458434542,0.10821976549440551,0.048815690038538424,50
30,kmeans_stratified,k-means stratified,21,0.08198514395129797,0.058640874582426596,0.06689266324829402,0.09831822330359508,0.1783643911847855,0.09860225160492514,0.04240448919408868,50
30,kmeans_stratified,k-means stratified,22,0.07453494909855607,0.0529741875496839,0.06137889191139623,0.09055783647193683,0.15486093919430668,0.08816508196158751,0.03555880861016893,50
30,kmeans_stratified,k-means stratified,23,0.068931635841321,0.048185650247296555,0.05557138285005481,0.0830181008376214,0.13078379491721853,0.07822585744083932,0.028652276254067507,50
30,kmeans_stratified,k-means stratified,24,0.061134320318042334,0.0441548069852951,0.05029278236861612,0.07512104607216541,0.11133399408210617,0.06824239959823565,0.022401326419225483,50
30,kmeans_stratified,k-means stratified,25,0.05464821303786005,0.03867472715095568,0.044950323311208296,0.0668040673695296,0.09049760933049304,0.058622877308264536,0.016692157669757263,50
30,kmeans_stratified,k-means stratified,26,0.04594842837792923,0.0334663907695405,0.04016202711952532,0.0576566465389059,0.07339699142279699,0.04919717619826919,0.012230137584322013,50
30,kmeans_stratified,k-means stratified,27,0.036993768913458513,0.027979054800304225,0.03281358275775448,0.04546135469261259,0.054587125025799696,0.03938807207212602,0.008386311014906033,50
30,kmeans_stratified,k-means stratified,28,0.028919410879337804,0.021337524477961445,0.025670426780090683,0.03328103820930384,0.038201634750145264,0.029660462451630457,0.005481163728408253,50
30,kmeans_stratified,k-means stratified,29,0.01841715361629781,0.0127048956369471,0.01632550252710141,0.021030730198911662,0.026736035294042535,0.018928030615495927,0.004346935776613015,50
30,kmeans_stratified,k-means stratified,30,0.0,0.0,0.0,0.0,1.7763568394002505e-15,3.1974423109204507e-16,7.772014311420379e-16,50
30,random,Random,2,0.39883411267711866,0.30481251032247975,0.3533453388621921,0.4488749638390277,0.5290259770714368,0.40339702006010697,0.07094885153693194,50
30,random,Random,3,0.3321627198451518,0.23852537393541856,0.293970735153946,0.37278904911582167,0.4639223835806967,0.33738711770767965,0.06813236103084885,50
30,random,Random,4,0.2913541507162716,0.20083940519563298,0.24141037731004955,0.32850893179692675,0.4276381645999679,0.2955233270239548,0.06962715398499007,50
30,random,Random,5,0.25646202003711993,0.17409257671367576,0.21504176213543436,0.2975876007048004,0.4166322921593288,0.2691581161550998,0.07326162243868822,50
30,random,Random,6,0.22970267332080496,0.15301852063911472,0.19336997237983722,0.2752503153677437,0.4148162676453175,0.2482269737185942,0.07826077533527584,50
30,random,Random,7,0.2083406203712812,0.1403536640752756,0.17464333384648034,0.26410006841337186,0.408054570548048,0.23193400774857145,0.08275411378338506,50
30,random,Random,8,0.19027498485983552,0.12946707443521036,0.16179603619236937,0.23844559626877726,0.4027702637794764,0.21855370814574293,0.0859886590245117,50
30,random,Random,9,0.1754172682219366,0.11703797118042396,0.14587201306279107,0.22104328478667035,0.39719092711751336,0.20538563988073627,0.08751090661856666,50
30,random,Random,10,0.16234073143539218,0.10836122465547074,0.135702412984249,0.20409802681497546,0.38198634655828717,0.19286044774200042,0.0867070559444617,50
30,random,Random,11,0.15212848737763007,0.10077270866884987,0.12660632772722558,0.18793867656896412,0.3670062781859583,0.18132024294041804,0.08317580837757688,50
30,random,Random,12,0.14015591456267495,0.0935614377996166,0.11798008369533508,0.17720586939709593,0.34667863422045586,0.17031597347356567,0.07978905394328796,50
30,random,Random,13,0.13219502330191846,0.08817459304352729,0.10995139247719932,0.16269778457005168,0.32791896430518924,0.15990119847729578,0.07659606159350896,50
