dataset_key,city,strategy,sample_size,time_aggregation,time_index,n_days_total,n_days_evaluated,ape_mean_pct,ape_median_pct,ape_p75_pct,ape_p95_pct,absolute_error_mean_ugm3,absolute_error_median_ugm3,absolute_error_p75_ugm3,absolute_error_p95_ugm3,median_subset_valid_sensors,min_subset_valid_sensors,reference_mean_ugm3,subset_mean_ugm3,n_reference_valid,n_subset_valid,ape_pct,absolute_error_ugm3,n_draws,daily_p95_ape_median_across_fixed_subsets_pct,daily_p95_absolute_error_median_across_fixed_subsets_ugm3,strategy_label
chicago_lcs_corrected_no_collocation,Chicago,max_ess,10,daily,all_days,273.0,272.0,8.917259851268488,8.843018310036065,10.883958731885762,13.666576505416133,0.9700258490364374,0.7789494195688227,1.2767139434488013,2.4111644048107155,10.0,8.0,,,,,,,,,,Max ESS
chicago_lcs_corrected_no_collocation,Chicago,min_pred_var,10,daily,all_days,273.0,272.0,2.111700691998428,1.6896592032754856,3.0239072532940696,4.979280660193971,0.21059707508613373,0.1472183633601043,0.2839883533705456,0.5552908492243039,10.0,9.0,,,,,,,,,,Min Pred. Var.
chicago_lcs_corrected_no_collocation,Chicago,min_ess,10,daily,all_days,273.0,272.0,4.962767077440358,3.6358153352000793,6.264792034363752,14.577226442513517,0.4811322224561902,0.28853923998347764,0.6260317460317466,1.5077187212760204,10.0,9.0,,,,,,,,,,Min ESS
chicago_lcs_corrected_no_collocation,Chicago,random_fixed,20,daily,all_days,273.0,272.0,1.686642969797143,1.2862639005895142,2.3571251963287154,4.507209081730645,0.1702053263617407,0.1253578425991977,0.22658121643948892,0.44700200386954086,20.0,19.0,,,,,,,,,,Random
chicago_lcs_corrected_no_collocation,Chicago,max_ess,20,daily,all_days,273.0,272.0,8.566338281209244,8.402468903526252,9.691346545784745,12.011879698527569,0.8900439357667436,0.7768163198027755,1.1324157687348255,1.9312190420837922,20.0,18.0,,,,,,,,,,Max ESS
chicago_lcs_corrected_no_collocation,Chicago,min_pred_var,20,daily,all_days,273.0,272.0,1.7477251442767345,1.5036507493281381,2.404126403765184,3.867499872118647,0.17215954102946096,0.13292826655651746,0.21949119582043242,0.4643154572519379,20.0,19.0,,,,,,,,,,Min Pred. Var.
chicago_lcs_corrected_no_collocation,Chicago,min_ess,20,daily,all_days,273.0,272.0,4.622022210780523,3.313794920563235,5.876823717744467,13.868031653449647,0.45659867410273364,0.2866238987025349,0.59606027203544,1.4224840010473938,19.0,18.0,,,,,,,,,,Min ESS
dhaka_lcs,Dhaka,random_fixed,5,period,study_period,,,,,,,,,,,,,55.14721850399361,66.87123916677436,35.0,5.0,21.25949591080778,11.724020662780752,,,,Random
dhaka_lcs,Dhaka,max_ess,5,period,study_period,,,,,,,,,,,,,55.14721850399361,62.224883001758485,35.0,5.0,12.834127794228342,7.077664497764879,,,,Max ESS
dhaka_lcs,Dhaka,min_pred_var,5,period,study_period,,,,,,,,,,,,,55.14721850399361,60.90726939478003,35.0,5.0,10.444862038453122,5.760050890786424,,,,Min Pred. Var.
dhaka_lcs,Dhaka,min_ess,5,period,study_period,,,,,,,,,,,,,55.14721850399361,48.354421386047264,35.0,5.0,12.317569774537999,6.792797117946343,,,,Min ESS
dhaka_lcs,Dhaka,random_fixed,10,period,study_period,,,,,,,,,,,,,55.14721850399361,60.551699042282124,35.0,10.0,9.800096332867886,5.404480538288517,,,,Random
dhaka_lcs,Dhaka,max_ess,10,period,study_period,,,,,,,,,,,,,55.14721850399361,59.92654911229063,35.0,10.0,8.666494408871985,4.779330608297023,,,,Max ESS
dhaka_lcs,Dhaka,min_pred_var,10,period,study_period,,,,,,,,,,,,,55.14721850399361,56.8402375076375,35.0,10.0,3.0699989039724396,1.6930190036438901,,,,Min Pred. Var.
