dataset_key,city,sample_size,time_aggregation,strategy,strategy_label,ape_value_pct,random_mc_ape_value_pct,random_baseline_strategy,ape_delta_vs_random_pct_points,absolute_error_value_ugm3,random_mc_absolute_error_value_ugm3,absolute_error_delta_vs_random_ugm3,beats_random_by_ape
lucknow_lcs,Lucknow,10,daily,random_fixed,Random,5.732379032130224,5.0777536004632555,random_fixed_mc,0.6546254316669682,2.3941403817881763,1.8808389603353017,0.5133014214528746,False
lucknow_lcs,Lucknow,10,daily,max_ess,Max ESS,5.982128253245227,5.0777536004632555,random_fixed_mc,0.9043746527819714,2.327942751535037,1.8808389603353017,0.4471037911997353,False
lucknow_lcs,Lucknow,10,daily,min_pred_var,Min Pred. Var.,5.09218660158343,5.0777536004632555,random_fixed_mc,0.014433001120174538,2.1539332245854013,1.8808389603353017,0.2730942642500995,False
lucknow_lcs,Lucknow,10,daily,min_ess,Min ESS,4.1286134329224025,5.0777536004632555,random_fixed_mc,-0.9491401675408531,1.4982046512040696,1.8808389603353017,-0.3826343091312321,True
lucknow_lcs,Lucknow,10,period,random_fixed,Random,9.568391883763978,5.58347524884827,random_fixed_mc,3.9849166349157077,5.9134807679457495,3.4507129205683142,2.4627678473774353,False
lucknow_lcs,Lucknow,10,period,max_ess,Max ESS,10.98247497736581,5.58347524884827,random_fixed_mc,5.3989997285175395,6.787415832465932,3.4507129205683142,3.3367029118976177,False
lucknow_lcs,Lucknow,10,period,min_pred_var,Min Pred. Var.,1.303916654178376,5.58347524884827,random_fixed_mc,-4.2795585946698935,0.805849734329108,3.4507129205683142,-2.6448631862392062,True
lucknow_lcs,Lucknow,10,period,min_ess,Min ESS,4.025742817272916,5.58347524884827,random_fixed_mc,-1.5577324315753538,2.487999343655055,3.4507129205683142,-0.9627135769132593,True
lucknow_lcs,Lucknow,20,daily,random_fixed,Random,4.319382620030638,3.3577375473277318,random_fixed_mc,0.9616450727029067,1.4590801237380404,1.2405108365264397,0.21856928721160074,False
lucknow_lcs,Lucknow,20,daily,max_ess,Max ESS,3.4968554338757665,3.3577375473277318,random_fixed_mc,0.1391178865480347,1.5066353657012002,1.2405108365264397,0.2661245291747605,False
lucknow_lcs,Lucknow,20,daily,min_pred_var,Min Pred. Var.,4.053565170540463,3.3577375473277318,random_fixed_mc,0.6958276232127316,1.6512135186958616,1.2405108365264397,0.41070268216942196,False
lucknow_lcs,Lucknow,20,daily,min_ess,Min ESS,3.7854099044978327,3.3577375473277318,random_fixed_mc,0.4276723571701009,1.5771391888139306,1.2405108365264397,0.3366283522874909,False
lucknow_lcs,Lucknow,20,period,random_fixed,Random,9.983865152712454,3.6028449074158715,random_fixed_mc,6.3810202452965825,6.17025256569071,2.226638951321256,3.943613614369454,False
lucknow_lcs,Lucknow,20,period,max_ess,Max ESS,4.192636486761772,3.6028449074158715,random_fixed_mc,0.5897915793459001,2.591143374209331,2.226638951321256,0.36450442288807494,False
lucknow_lcs,Lucknow,20,period,min_pred_var,Min Pred. Var.,4.235234718740693,3.6028449074158715,random_fixed_mc,0.6323898113248214,2.617470036893714,2.226638951321256,0.39083108557245794,False
lucknow_lcs,Lucknow,20,period,min_ess,Min ESS,2.4534092457323444,3.6028449074158715,random_fixed_mc,-1.149435661683527,1.516261934793512,2.226638951321256,-0.7103770165277439,True
