dataset_key,city,date,n_valid_sensors,mean_ugm3,median_ugm3,sd_ugm3,skewness_original,excess_kurtosis_original,jarque_bera_original,jarque_bera_original_p,shapiro_wilk_original,shapiro_wilk_original_p,qq_correlation_original,skewness_log,excess_kurtosis_log,jarque_bera_log,jarque_bera_log_p,shapiro_wilk_log,shapiro_wilk_log_p,qq_correlation_log,preferred_scale_by_jb_p,preferred_scale_by_shapiro_p
dhaka_lcs,Dhaka,2022-04-11,16,27.06016945954106,25.057291666666664,5.90638218425051,0.9349548421562734,-0.16563598787677547,2.349331671977176,0.30892219312121955,0.885906187102831,0.04800822818395842,0.9433694948376754,0.6244749295391104,-0.6947498927635216,1.361702109324288,0.5061860170301125,0.9299873240111236,0.24367774823560526,0.9679550562401656,log,log
dhaka_lcs,Dhaka,2022-04-12,16,30.692274305555557,29.583333333333336,7.437263893246326,1.207143019651682,1.0556049994874819,4.628719329678727,0.09882944771525827,0.882128565345904,0.041888579928788104,0.9356265347041685,0.6771728889721984,-0.05092639646420816,1.2245639893950953,0.5421123589465979,0.9497241677586459,0.48532975420056235,0.9733701058608344,log,log
dhaka_lcs,Dhaka,2022-04-13,15,20.965395637342144,20.78125,4.769446820520878,1.1210280109937787,0.9031629144850268,3.651574034894849,0.1610908129467375,0.8758741282550401,0.041193335799097855,0.9323959665920528,0.6263530011586057,-0.22962749762636658,1.0137506974423227,0.602374852599144,0.9313981904239895,0.2862982159887217,0.9643719534400882,log,log
dhaka_lcs,Dhaka,2022-04-14,15,21.234611579040923,18.743055555555554,7.153820181620971,1.5753724119019912,1.4108685703442632,7.448589417195533,0.024130113188000953,0.7495083757651181,0.0008870585808832555,0.8607371117715811,1.117629497140536,0.4699770715103755,3.260788262037436,0.19585236742004017,0.8519086720344139,0.01848278628141698,0.9199092734962272,log,log
dhaka_lcs,Dhaka,2022-04-15,15,20.782082978118787,19.510416666666668,5.394355957817561,1.4134226577282298,1.4545066041475678,6.3166524368918875,0.042496811965324774,0.8400357706799022,0.012588645283587248,0.910291978647912,0.9019292296193467,0.27619691716246475,2.0813687987606517,0.35321286055412315,0.9235562150474586,0.21819644044691527,0.9566379640096351,log,log
dhaka_lcs,Dhaka,2022-04-16,15,22.760753105590062,20.854166666666668,7.234651037750303,1.7223135991571752,2.2942806206105644,10.705737563422604,0.004734549110415583,0.7573047956265962,0.0010952252244892068,0.8618425721858542,1.155688956995959,0.8898796514271532,3.8339710345710887,0.1470495730698531,0.8691869886306298,0.03282677376707847,0.9260236255122858,log,log
dhaka_lcs,Dhaka,2022-04-17,15,19.546391908212563,17.020833333333332,8.046575017449204,1.8610576362254,2.9947010082175787,14.263985143769297,0.0007991254850632164,0.7455764224523967,0.000798497142757974,0.8544198488218205,1.1219647216155582,0.7853838942398914,3.5325295047068277,0.17097041445122255,0.8880226365110802,0.06260172213613521,0.9368862555755317,log,log
dhaka_lcs,Dhaka,2022-04-18,15,21.140343915343916,18.28125,10.806640742045618,1.9988465535819582,3.519567682827554,17.730566783168754,0.00014120703776987506,0.716455425941196,0.0003747736468233623,0.8373971174299554,1.137330803413346,0.788578857874354,3.622463775411131,0.16345265740908538,0.887677842354209,0.06185645747330186,0.9385260983528463,log,log
dhaka_lcs,Dhaka,2022-04-19,15,24.93208534621578,22.864583333333332,6.480950712752083,1.4804208887255277,1.143486027291984,6.296340203569706,0.042930613687054094,0.7632896080062846,0.0012902724235315725,0.8691954064542211,1.0900436075930127,0.4783338294007575,3.1134896988542202,0.21082121026374745,0.84662983456753,0.015564654373325947,0.9168216377820303,log,log
dhaka_lcs,Dhaka,2022-04-20,15,26.522275793497027,25.806818181818183,4.308903472311266,-0.03441888389153469,-0.9575801601465845,0.5760615008623214,0.7497385371012917,0.985374912985974,0.9936588347453486,0.9931386838361554,-0.3379523760296281,-0.7494872074645538,0.6366114425058123,0.7273803787779121,0.9759214540043578,0.9340288003121142,0.9877093309312249,original,original
dhaka_lcs,Dhaka,2022-04-21,31,35.88092602037202,34.575,6.604042379239607,0.8763607660311803,0.3856782825444225,4.160174821001032,0.12491929246346128,0.929581623638276,0.04271007403990079,0.9635514803223499,0.4908996063145652,-0.45344953902063523,1.5106638137113924,0.4698546408710874,0.9631151163860066,0.3518777260892415,0.9819934729542278,log,log
dhaka_lcs,Dhaka,2022-04-22,31,27.219484356353217,26.072916666666668,8.230219520501542,2.163995996450529,5.738873056225275,66.73548075119197,3.2253324148715086e-15,0.7629497888934802,1.1427582725106362e-05,0.8677024951586133,1.2294762937646577,1.657144282668563,11.357076043343536,0.0034185526416771125,0.8820579310617608,0.002646510591837024,0.9374503318399467,log,log
dhaka_lcs,Dhaka,2022-04-23,31,35.07801432097978,32.677083333333336,6.931250888600858,1.1251051272259542,1.344018692946782,8.873533563464912,0.01183413908576228,0.8950706585987592,0.005441749960183343,0.9442961562613337,0.6537035769798927,-0.1450886879855644,2.2350537500751897,0.32708772397117153,0.940428443806864,0.08480078448433777,0.9700639081908822,log,log
dhaka_lcs,Dhaka,2022-04-24,31,24.096548439969727,23.4375,4.368193331216757,1.0350766302954866,1.0140551410563017,6.863713037274282,0.03232686959264876,0.905508311774235,0.009920760686320208,0.9509191479891921,0.6078390901874691,-0.20245293348103832,1.961861645164948,0.37496191334522494,0.9415188802284978,0.09090413824035326,0.9715750896993771,log,log
dhaka_lcs,Dhaka,2022-04-25,31,26.447725944579027,25.645833333333332,6.24590705958161,0.9274298934324814,0.05137113397530868,4.447394103848916,0.10820831664142834,0.889923473335462,0.00407684283483996,0.9447877650190615,0.5812024993003679,-0.7694975499335954,2.5101111526624695,0.2850600051949384,0.9234823074069481,0.029233682433957128,0.9641437626678395,log,log
dhaka_lcs,Dhaka,2022-04-26,31,29.019742480910082,28.416666666666668,6.19911955384174,1.1418101407576253,1.1756168437416123,8.52112054818918,0.014114392266098907,0.8896529348628778,0.004015964556603565,0.942206433975026,0.6774403200591438,-0.21541687921130315,2.4310535585546176,0.29655375476789875,0.9347461991843121,0.059114598100682356,0.9679735449238648,log,log
dhaka_lcs,Dhaka,2022-04-27,31,32.15359591709521,30.958333333333332,7.984444178942555,1.4364444530678526,1.8024733612639317,14.857267809873951,0.0005939984161989157,0.8378142835183972,0.00028170375013731886,0.9144304382662741,0.925417430060089,0.22812445451259444,4.4919393263193825,0.10582487612296339,0.9045628718766594,0.009387741073001258,0.9522837116193497,log,log
dhaka_lcs,Dhaka,2022-04-28,31,35.500720217510604,32.1875,11.816868632165157,1.413517308914851,1.4373515441563587,12.991717914532588,0.001509677907399491,0.8086373657637378,7.490068205810481e-05,0.8994479507635051,0.88877483139295,-0.18518841104224748,4.125554337037217,0.12710049979226073,0.8804177991244279,0.0024218252160596843,0.9407859766172247,log,log
dhaka_lcs,Dhaka,2022-04-29,31,32.68486404166835,30.608695652173914,6.407577483460536,1.2101812945625259,1.0318283257242564,8.941981977278935,0.01143597730965597,0.8741202451153197,0.0017301044295186412,0.9344546763924877,0.8402374972786496,-0.09402888123435593,3.659081948874781,0.16048721860588475,0.9180161449326989,0.02091837227635984,0.9594327119656667,log,log
dhaka_lcs,Dhaka,2022-04-30,31,24.804691500256016,23.104166666666668,4.878328865561999,1.9921666388315826,4.48278979128697,46.46165814129933,8.146651242186286e-11,0.7796227751194984,2.2143772264462378e-05,0.878205356409102,1.4342009486632743,2.0564187600621757,16.089758933374508,0.0003207400850590909,0.8594793748766569,0.0008120130109275115,0.9248375946239239,log,log
dhaka_lcs,Dhaka,2022-05-01,31,31.306702411563034,28.645833333333332,6.356787760442549,1.2294471315842774,1.3464793018729857,10.151424697595141,0.006246635071371429,0.872276803000722,0.001569886914776034,0.9325389575802328,0.8014812167500461,-0.06306473216059683,3.324059893054408,0.1897533996254561,0.9175283823430451,0.020307903189560057,0.9584619295658835,log,log
dhaka_lcs,Dhaka,2022-05-02,31,22.373280933458005,19.802083333333332,7.188886004576012,1.9946887973476086,3.4782040189023933,36.18350585396307,1.3894775552687617e-08,0.7222828939474244,2.5208004779132684e-06,0.8478624516806366,1.4209583707212934,1.493654110021665,13.31384559733184,0.0012850947876260268,0.8304316977144037,0.00019940231676398283,0.911644244820785,log,log
dhaka_lcs,Dhaka,2022-05-03,31,23.377847891355955,20.229166666666668,10.49301638585575,2.098789320320312,4.472278206173579,48.59371261379601,2.8054942201923107e-11,0.7123602837648706,1.7779240239583224e-06,0.8397131704466231,1.315854046077947,0.9722644651550287,10.16694816034093,0.006198338044705327,0.8304927405447349,0.00019996683660457404,0.9114121791798344,log,log
dhaka_lcs,Dhaka,2022-05-04,31,20.13071723546829,19.083333333333332,5.599847425440714,1.8356255949095865,3.4695079499281345,32.95761217142749,6.971808485840056e-08,0.7849807069359727,2.7546798582485486e-05,0.8826423589824985,1.2172812058298332,1.0357536791179687,9.041511434260364,0.010880797755460369,0.8749077166907246,0.0018037511150804663,0.9350088144452895,log,log
dhaka_lcs,Dhaka,2022-05-05,31,22.66432744343859,19.84375,7.710490329885561,2.3636143207688205,5.594380028042167,69.28988059806073,8.992772407514253e-16,0.6875646903749268,7.656397692569917e-07,0.8235716637949313,1.6212607501583969,2.4900267917590178,21.589148008938572,2.051049186463121e-05,0.819980582051063,0.00012376944593072038,0.9030594742265649,log,log
dhaka_lcs,Dhaka,2022-05-06,30,24.532021953489345,22.098011363636363,7.1330416463058475,2.2205181615471585,5.238588441147957,58.95701559846509,1.576328501400528e-13,0.7254069927078073,3.7364452728637308e-06,0.8466197099405597,1.5192675381467995,2.14433934745575,17.288608308641873,0.00017612718985050252,0.8349061751187651,0.0003043014517778028,0.9121967853708128,log,log
dhaka_lcs,Dhaka,2022-05-07,30,40.64098839717046,37.515625,8.651811306443586,1.3004693244172452,1.098256027138679,9.963810195184275,0.006860979263902364,0.8415455080979048,0.0004145705617610661,0.9183899522764454,0.9235137030266642,0.03997711564590478,4.266385510609317,0.11845848050302843,0.8946970220271954,0.006245555625583267,0.9483520664277528,log,log
dhaka_lcs,Dhaka,2022-05-08,30,43.93470490551292,40.564538043478265,12.783135900236276,1.1776047400127425,0.276212923044461,7.029131592073351,0.029760722372668812,0.8216817828928614,0.0001672005857701697,0.9100028944319919,0.8373924457690661,-0.4938627714538679,3.811006087440611,0.14874779715317993,0.8754246143586197,0.002217248291166857,0.9404557884150693,log,log
dhaka_lcs,Dhaka,2022-05-09,33,17.248466092080225,16.260416666666668,4.1642431021484665,0.42243660227128355,0.28389306279411164,1.0923082539278908,0.5791729583315999,0.9619329840937879,0.2928747663874269,0.978567757393623,-0.44080257285112584,0.6639296242081318,1.6747914958910295,0.4328362716765085,0.9565135010215309,0.2055815514136441,0.975091443285024,original,original
dhaka_lcs,Dhaka,2022-05-10,34,16.59105658567775,13.0,10.367553516660445,3.4347159744814197,14.08914374369482,348.0651778702289,2.621844643476629e-76,0.588084277051746,1.3853728169545598e-08,0.7564854330351308,1.3572729217207729,2.327342189554063,18.112481138184105,0.00011666073117429286,0.8340554115242929,0.00012567744062463786,0.9109160254793731,log,log
dhaka_lcs,Dhaka,2022-05-11,34,19.82071683910718,19.395833333333336,4.639788042662751,1.2004411687682779,0.6330517296416138,8.733736529054417,0.012690923011892525,0.848304944340782,0.00025657746884520216,0.9229046652433311,0.8312589020139647,-0.22446449244190747,3.98699548919249,0.1362181349665434,0.8977972413990764,0.004013918594359378,0.9507879255821622,log,log
dhaka_lcs,Dhaka,2022-05-12,34,20.957231257127358,19.166666666666664,7.42950478700599,2.0870416155257554,4.8304165447768845,57.73751765571621,2.9003962948840315e-13,0.7501220043272645,3.1839723465377247e-06,0.8620947948762977,1.2509594291433295,1.2223566482999741,10.984484477882551,0.004118598930200999,0.8649545953304292,0.0006156345081573644,0.9299905912202412,log,log
dhaka_lcs,Dhaka,2022-05-13,31,18.368201746729973,16.920454545454547,3.9459896508569186,1.6414831745618463,2.6053269827739927,22.688895784838017,1.1835016836238207e-05,0.8226157454863878,0.0001394009313971777,0.9047554913469491,1.153303499593476,0.9162362408783999,7.9565694013214046,0.018717718307195336,0.8934242722327049,0.004959014106470647,0.945184959398693,log,log
dhaka_lcs,Dhaka,2022-05-14,31,15.893994954807543,15.431159420289855,3.31082779534791,1.3014093383508494,1.4149796276220226,11.336741863397865,0.003453486661698118,0.8674807885091022,0.0012224162743377732,0.9306563886926158,0.870719574318521,0.09753007421043858,3.9294081307173823,0.1401973697356917,0.9187706503750321,0.021900820661646316,0.9598040335231106,log,log
dhaka_lcs,Dhaka,2022-05-15,31,13.149045902574128,11.722222222222221,4.136523614544678,2.16146055437233,5.724418624321411,66.46479501942282,3.69277750097436e-15,0.7598404361706224,1.0130253296277278e-05,0.8659532394458606,1.2390502203291172,1.5106507753011487,10.879769763590142,0.0043399828530183,0.8780512319273635,0.0021325732628937333,0.9355081122313836,log,log
dhaka_lcs,Dhaka,2022-05-16,33,14.600041313356531,13.756944444444445,3.9391476332643287,3.040274580154315,11.554309135243713,234.4033143150962,1.2588298325793182e-51,0.6594536859374305,1.6756121294552658e-07,0.8027725212503428,1.8214308290757009,4.8806436563264315,51.0002948956449,8.422221824642743e-12,0.8118180280705747,5.467455534108997e-05,0.8962068481864811,log,log
dhaka_lcs,Dhaka,2022-05-17,34,13.633304372790466,12.805555555555557,3.305944626050969,2.056186694101181,4.902718171323073,58.010035497839944,2.530934140287606e-13,0.7544384463792004,3.7764655625593416e-06,0.8617121857408389,1.110638791398301,2.604678323403471,16.601099630010395,0.00024838022638336917,0.8628650858774609,0.0005501679181781569,0.922334302156135,log,log
dhaka_lcs,Dhaka,2022-05-18,34,9.818348930481285,9.359375,2.7640891446731257,3.689851990137975,15.58781976846166,421.37355429160516,3.1615152104338605e-92,0.5777233496052112,1.0287099006862763e-08,0.7472573557088892,2.4439846285645848,8.311224989775749,131.70566440985976,2.514654684897973e-29,0.7664658897197518,6.1321534340543725e-06,0.865931964276033,log,log
dhaka_lcs,Dhaka,2022-05-19,34,126.8025905944316,155.4296875,99.13666356877093,-0.11072540888913839,-1.781677178142847,4.566503211730446,0.10195215892589181,0.8126247239135682,4.539631058738598e-05,0.9078623367298597,-0.3593116237811028,-1.8218132153629703,5.433515581778022,0.06608868076495236,0.7582458422121172,4.396253338987215e-06,0.8776299740188883,original,original
dhaka_lcs,Dhaka,2022-05-20,34,57.32173322760477,68.38020833333334,24.902238572227304,-0.2352161333291898,-1.696820044531103,4.392381773134157,0.11122602502350862,0.851216182937281,0.0002980141058118522,0.9288732965010051,-0.44256507963427394,-1.582482012270522,4.6575816838425785,0.09741346418309513,0.8256756877043991,8.376654346988193e-05,0.9149552441602273,original,original
dhaka_lcs,Dhaka,2022-05-21,34,21.92906220706332,20.06423611111111,6.50756516530474,1.592159131376259,2.02204207532807,20.15709401660304,4.1970355584661494e-05,0.8010364928996981,2.6839036496888826e-05,0.894179920578764,1.0907220058725635,0.3885747706186029,6.955391799048296,0.03087847624242341,0.879218644356631,0.0013546487405027238,0.9391122778639469,log,log
dhaka_lcs,Dhaka,2022-05-22,34,22.809467355782893,21.322916666666664,6.5015259738266495,1.6910549641738981,3.189305519334029,30.61464445603459,2.2496472427862684e-07,0.8087144596598015,3.7948030091565006e-05,0.8966010218719744,0.9925377296479392,0.5716046160119088,6.045279922871891,0.04867255493547776,0.8911547990038364,0.002700371903334078,0.9444073764741879,log,log
dhaka_lcs,Dhaka,2022-05-23,34,22.664946338383835,20.25,7.852293655814277,1.6644039040770848,3.007065144249384,28.50815312429929,6.449606291122917e-07,0.8091645789697564,3.8735203282502764e-05,0.8969379377285404,0.9335445367839823,0.17591498032700859,4.982370892665472,0.08281173949231953,0.8957855561356244,0.003556434493935807,0.947442935624826,log,log
dhaka_lcs,Dhaka,2022-05-24,33,31.46222643097643,26.59375,11.421218950632758,1.1797665269247486,0.4995808194403164,7.998343687621364,0.018330813380998772,0.8302764736848093,0.00012903116162426954,0.9128598335953269,0.7341286643159046,-0.6987472597055784,3.6355375595372235,0.16238766967743537,0.8819275229160721,0.0018695267065120967,0.9430182613469524,log,log
dhaka_lcs,Dhaka,2022-05-25,34,31.898238579852226,30.583333333333332,6.4894730404229195,2.069047722960729,6.184044038518099,78.43549900234014,9.288547342429523e-18,0.7997269912948644,2.5317556496558963e-05,0.8884038180995613,1.213228555973036,2.225448276112048,15.35711170649866,0.0004626425403007491,0.8937899671242354,0.003156767153913616,0.9427311380529895,log,log
dhaka_lcs,Dhaka,2022-05-26,35,26.178248261400437,24.29861111111111,7.731000953183308,1.3023712615985596,0.7485071369802019,10.711380379964824,0.004721209841006764,0.8235601016230607,6.120921113691613e-05,0.9094314697083805,0.900924738960865,-0.2162425912220134,4.802907665711782,0.09058616037394997,0.8861453058154873,0.0017122719163292174,0.9448562344160242,log,log
dhaka_lcs,Dhaka,2022-05-27,34,35.76996527777778,33.53125,6.957661326361384,1.7577078085805244,3.8219344348453745,38.200883862985236,5.067379932633721e-09,0.8265898805550209,8.751494670250633e-05,0.905464089032171,1.1705316381630915,1.3416256594642286,10.314093621352537,0.005758681074151871,0.8976847158564475,0.00398675203237866,0.9462710131015976,log,log
dhaka_lcs,Dhaka,2022-05-28,35,38.69262475576529,37.44565217391305,6.957927451312702,1.2369444584053886,1.225386190300509,11.114975795143492,0.0038584570724772534,0.876760841392452,0.0009935734937250673,0.9365689936223333,0.8438391793599018,0.16355403131085033,4.192720238655084,0.12290296722067107,0.9241510868990078,0.018811551035584403,0.9628130542961424,log,log
dhaka_lcs,Dhaka,2022-05-29,35,32.63028985507247,29.616666666666667,11.118640324339701,1.0869683475639345,0.1938658422037114,6.946894382162051,0.031009948982041232,0.8570180240182489,0.00033407810153860676,0.9276784905406084,0.673415166114768,-0.7588425098840661,3.4851161021551453,0.17507198424757345,0.9094542119060686,0.0071696590904508405,0.9574354066677258,log,log
dhaka_lcs,Dhaka,2022-05-30,35,39.49408189033189,36.864583333333336,11.635674675147444,1.0064537391531494,0.3127804767557216,6.051541041672232,0.04852042086771004,0.8730454119836865,0.0008048344059948553,0.9363530137620001,0.5560736621011069,-0.7721406016074606,2.673231136597109,0.26273336869482233,0.9129863664245345,0.009000737892786563,0.9592786270951905,log,log
dhaka_lcs,Dhaka,2022-05-31,35,29.256226276742577,26.15625,9.619694760573639,1.0017758614013155,0.1328997708491375,5.8798277052625005,0.052870283177951886,0.873880073118036,0.0008436445557019249,0.9372197545027097,0.5558788485339132,-0.8550476788808368,2.8687045773007176,0.2382696439975375,0.9174490418981157,0.012045150463370262,0.9620253610126311,log,log
dhaka_lcs,Dhaka,2022-06-01,35,27.304400370161243,24.40625,9.319161095725905,1.2086245796157955,0.9217701242056413,9.760265753705712,0.00759600462732693,0.8602351067371358,0.00039708419266440165,0.9279767847966666,0.6665045132705367,-0.5773114580712151,3.07737731067126,0.2146624133486071,0.9180512106825164,0.012532373895800206,0.9611474292391938,log,log
dhaka_lcs,Dhaka,2022-06-02,35,23.08136368677906,20.59375,7.9317359316031935,1.16226280233333,0.420634482061895,8.13801428744847,0.01709435231975834,0.8467433198347478,0.00019468763706300714,0.9218673464901233,0.722445649614222,-0.630912539285617,3.625068852436917,0.1632398926250196,0.9030697451683384,0.004786561028740005,0.9540316638424975,log,log
dhaka_lcs,Dhaka,2022-06-03,34,22.825693273851044,21.223958333333336,6.4871202558067615,1.3379520605990431,1.4660361672036775,13.188776954975049,0.0013680232319758048,0.8549435662925793,0.0003617074660652529,0.9240607089785982,0.8094959509047256,-0.1489852889716632,3.744719475477284,0.1537603991647859,0.9184976887742199,0.014655079575711613,0.9603167408527444,log,log
dhaka_lcs,Dhaka,2022-06-04,34,21.272164378762042,20.203125,5.377201173858361,1.1474377435639636,0.6355338992473536,8.033005521227015,0.018015860672205633,0.8733460004322514,0.0009746189981928304,0.9362514689860564,0.7218999076305437,-0.3606271439318256,3.1373639449418653,0.2083195724217639,0.9245029021850479,0.02170175157101647,0.9648153344718056,log,log
dhaka_lcs,Dhaka,2022-06-05,35,19.49424319727891,18.479166666666668,4.460478876118342,1.2807930150365503,1.0445332161908185,11.160293417571088,0.003772012090883919,0.8604415613117948,0.00040153633704259416,0.9283909992301639,0.8559625914294821,0.033782857332052885,4.2755841233528145,0.11791490465301448,0.9195372172524247,0.013825462658368511,0.9610534569467262,log,log
dhaka_lcs,Dhaka,2022-06-06,35,18.247582290058386,17.385416666666668,4.047135363854968,0.9395585910652406,-0.07270503336595491,5.15720246716317,0.07588006831735483,0.8885108173538564,0.0019696213352077643,0.9454932716829757,0.62288679872659,-0.6679460725913717,2.913901392502444,0.23294551446703185,0.9274403537738349,0.023494912341472773,0.9668438587712168,log,log
dhaka_lcs,Dhaka,2022-06-07,34,25.332569230270966,23.755208333333336,6.848660758750723,0.9243877634621483,0.15117421950887433,4.874501507597632,0.0874008078001411,0.896749838527078,0.003768427825088226,0.9482732800897354,0.5065665400437722,-0.8139010762832819,2.3925709332522427,0.30231508834202414,0.9326621317246631,0.03741656398418345,0.9690032834647309,log,log
dhaka_lcs,Dhaka,2022-06-08,35,28.99576863354037,27.479166666666668,7.578748213969552,0.9428472220793068,0.08804048387572827,5.196908884317113,0.07438846108174452,0.8922654631182082,0.0024657358700073545,0.9469645429623187,0.5401472084292116,-0.7313054773223335,2.4818554370416432,0.28911587533288396,0.9320276628144252,0.03215208375291117,0.9692172691729947,log,log
dhaka_lcs,Dhaka,2022-06-09,35,23.26852755447578,19.927083333333332,8.248225531350233,1.1240692972717543,0.773158158375292,8.242355155618405,0.016225396520850803,0.8720277682655819,0.0007600600821638714,0.93458480880158,0.5394277295199313,-0.7307957262956037,2.4762375969800465,0.28992912034171525,0.9245944937261543,0.0193812813945906,0.9648441987132987,log,log
dhaka_lcs,Dhaka,2022-06-10,35,19.488738944280993,17.586805555555554,6.074680883453445,1.703926056420274,2.434539233687369,25.579804400725852,2.788791527130153e-06,0.7800383409797897,8.483972181775079e-06,0.8819718399723036,1.1791569754826305,0.6225849390875848,8.675999350806771,0.01306263159037705,0.8655299362091174,0.0005298038070877457,0.9317052848593516,log,log
dhaka_lcs,Dhaka,2022-06-11,35,19.412765246449457,17.333333333333332,6.708858572184744,1.3625937160493573,1.3584819831494315,13.52184143130683,0.0011581623446568397,0.8355701904755587,0.00011034452022252791,0.9140795677335798,0.7936416529489687,-0.2889339353002143,3.795970371885933,0.14987027596821428,0.9078802937857977,0.00648445067517468,0.9553456040203151,log,log
dhaka_lcs,Dhaka,2022-06-12,35,18.091982257878996,16.75,5.692461232180514,1.9527705793389296,3.7472807530921806,42.7224069775736,5.283810067357703e-10,0.7612924901430098,3.871330321890962e-06,0.8703904444050129,1.268638270695016,1.2509793831452551,11.670635760791356,0.0029224941088958215,0.8696302813582099,0.0006646914566546071,0.9330916449230799,log,log
dhaka_lcs,Dhaka,2022-06-13,35,20.379725829725828,19.489583333333332,5.010581390761333,1.239733385588902,0.9744153254888324,10.350142681553486,0.005655813409438374,0.8605490345556089,0.00040387489859553596,0.9280303401444139,0.8160672279882694,-0.20407760912536643,3.945536223026063,0.13907135788313113,0.911944288535325,0.008414133413511026,0.9572576346047343,log,log
dhaka_lcs,Dhaka,2022-06-14,35,17.801753795721183,17.052083333333332,5.26316048588229,1.953067530020013,4.314340625077336,49.395829782347114,1.878589316775336e-11,0.7813136909138751,8.961141953366555e-06,0.8801889217896246,1.1787507078303994,1.2304594444991999,10.31310491370826,0.0057615286039369796,0.8845504529440036,0.001559039250409252,0.9400574682849373,log,log
dhaka_lcs,Dhaka,2022-06-15,35,16.31909757297568,14.958333333333334,4.76166232447733,1.154315086356203,0.6529945900710605,8.394422179821106,0.0150374565081661,0.8667770271083889,0.0005674557086768985,0.9318270311672445,0.708136050581779,-0.5282873155717205,3.332166472145312,0.18898583079477402,0.9201461444261465,0.014395142188578505,0.9619927929821516,log,log
